,label
cell_1114,E2Rasgrf2
cell_1115,E5Galnt14
cell_1116,E4Thsd7a
cell_1117,InP
cell_1118,E6Tle4
cell_1119,E5Tshz2
cell_1120,E4Il1rapl2
cell_1121,E2Rasgrf2
cell_1122,E5Galnt14
cell_1123,E2Rasgrf2
cell_1124,E3Rorb
cell_1125,E4Thsd7a
cell_1126,E3Rorb
cell_1127,E6Tle4
cell_1128,E3Rorb
cell_1129,E2Rasgrf2
cell_1130,OliM
cell_1131,E2Rasgrf2
cell_1132,InS
cell_1133,E6Tle4
cell_1134,E4Thsd7a
cell_1135,E5Galnt14
cell_1136,E2Rasgrf2
cell_1137,E2Rasgrf2
cell_1138,E3Rorb
cell_1139,E5Galnt14
cell_1140,E2Rasgrf2
cell_1141,InP
cell_1142,Clau
cell_1143,E2Rasgrf2
cell_1144,E2Rasgrf2
cell_1145,OliM
cell_1146,InP
cell_1147,Clau
cell_1148,E3Rorb
cell_1149,E6Tle4
cell_1150,InN
cell_1151,InV
cell_1152,E4Il1rapl2
cell_1153,E6Tle4
cell_1154,Clau
cell_1155,E5Galnt14
cell_1156,E2Rasgrf2
cell_1157,E5Galnt14
cell_1158,E3Rorb
cell_1159,E3Rorb
cell_1160,E3Rorb
cell_1161,E6Tle4
cell_1162,Clau
cell_1163,E4Thsd7a
cell_1164,Endo
cell_1165,E2Rasgrf2
cell_1166,E5Tshz2
cell_1167,E6Tle4
cell_1168,E3Rorb
cell_1169,E4Il1rapl2
cell_1170,E3Rorb
cell_1171,E6Tle4
cell_1172,E3Rorb
cell_1173,E5Galnt14
cell_1174,E6Tle4
cell_1175,InP
cell_1176,E6Tle4
cell_1177,E2Rasgrf2
cell_1178,E2Rasgrf2
cell_1179,E2Rasgrf2
cell_1180,E3Rorb
cell_1181,E4Thsd7a
cell_1182,E2Rasgrf2
cell_1183,E6Tle4
cell_1184,Ast
cell_1185,E4Il1rapl2
cell_1186,OliM
cell_1187,E2Rasgrf2
cell_1188,InP
cell_1189,E3Rorb
cell_1190,InS
cell_1191,E2Rasgrf2
cell_1192,E6Tle4
cell_1193,E3Rorb
cell_1194,E4Thsd7a
cell_1195,Ast
cell_1196,InP
cell_1197,E2Rasgrf2
cell_1198,E3Rorb
cell_1199,InN
cell_1200,E2Rasgrf2
cell_1201,InV
cell_1202,E2Rasgrf2
cell_1203,E5Sulf1
cell_1204,OliM
cell_1205,E6Tle4
cell_1206,E3Rorb
cell_1207,E5Parm1
cell_1208,E6Tle4
cell_1209,E2Rasgrf2
cell_1210,E6Tle4
cell_1211,OPC
cell_1212,OliM
cell_1213,E6Tle4
cell_1214,Ast
cell_1215,E2Rasgrf2
cell_1216,E3Rorb
cell_1217,E5Galnt14
cell_1218,E3Rorb
cell_1219,E6Tle4
cell_1220,E2Rasgrf2
cell_1221,Ast
cell_1222,E3Rorb
cell_1223,Ast
cell_1224,E5Galnt14
cell_1225,E4Il1rapl2
cell_1226,E3Rorb
cell_1227,Ast
cell_1228,Ast
cell_1229,E6Tle4
cell_1230,Ast
cell_1231,E2Rasgrf2
cell_1232,E2Rasgrf2
cell_1233,E5Tshz2
cell_1234,E2Rasgrf2
cell_1235,E4Il1rapl2
cell_1236,E6Tle4
cell_1237,E4Il1rapl2
cell_1238,E3Rorb
cell_1239,E6Tle4
cell_1240,E3Rorb
cell_1241,InP
cell_1242,E2Rasgrf2
cell_1243,OliM
cell_1244,InS
cell_1245,Ast
cell_1246,E3Rorb
cell_1247,OliM
cell_1248,E3Rorb
cell_1249,E2Rasgrf2
cell_1250,E6Tle4
cell_1251,E3Rmst
cell_1252,E6Tle4
cell_1253,E2Rasgrf2
cell_1254,OliI
cell_1255,Ast
cell_1256,InP
cell_1257,E4Il1rapl2
cell_1258,E5Parm1
cell_1259,InP
cell_1260,E2Rasgrf2
cell_1261,InS
cell_1262,E2Rasgrf2
cell_1263,InV
cell_1264,E3Rmst
cell_1265,E5Galnt14
cell_1266,E2Rasgrf2
cell_1267,E5Sulf1
cell_1268,E2Rasgrf2
cell_1269,E2Rasgrf2
cell_1270,E2Rasgrf2
cell_1271,E2Rasgrf2
cell_1272,E4Thsd7a
cell_1273,E3Rmst
cell_1274,E2Rasgrf2
cell_1275,E2Rasgrf2
cell_1276,E4Thsd7a
cell_1277,E3Rorb
cell_1278,E5Galnt14
cell_1279,E3Rmst
cell_1280,E2Rasgrf2
cell_1281,E3Rorb
cell_1282,E6Tle4
cell_1283,E4Thsd7a
cell_1284,E2Rasgrf2
cell_1285,E2Rasgrf2
cell_1286,E2Rasgrf2
cell_1287,E6Tle4
cell_1288,E3Rorb
cell_1289,E4Il1rapl2
cell_1290,E3Rorb
cell_1291,E2Rasgrf2
cell_1292,E3Rorb
cell_1293,E4Thsd7a
cell_1294,E2Rasgrf2
cell_1295,E2Rasgrf2
cell_1296,E3Rorb
cell_1297,E4Il1rapl2
cell_1298,E4Il1rapl2
cell_1299,E5Galnt14
cell_1300,E6Tle4
cell_1301,E4Il1rapl2
cell_1302,E3Rorb
cell_1303,E6Tle4
cell_1304,E2Rasgrf2
cell_1305,E2Rasgrf2
cell_1306,E2Rasgrf2
cell_1307,E2Rasgrf2
cell_1308,E2Rasgrf2
cell_1309,E2Rasgrf2
cell_1310,E4Thsd7a
cell_1311,E3Rorb
cell_1312,E2Rasgrf2
cell_1313,E2Rasgrf2
cell_1314,E5Parm1
cell_1315,E6Tle4
cell_1316,E2Rasgrf2
cell_1317,E3Rorb
cell_1318,E3Rorb
cell_1319,E5Sulf1
cell_1320,Ast
cell_1321,E4Thsd7a
cell_1322,E3Rorb
cell_1323,E2Rasgrf2
cell_1324,E5Galnt14
cell_1325,E5Galnt14
cell_1326,E3Rorb
cell_1327,Peri
cell_1328,E5Galnt14
cell_1329,InP
cell_1330,E5Galnt14
cell_1331,E2Rasgrf2
cell_1332,E3Rorb
cell_1333,E3Rmst
cell_1334,E3Rorb
cell_1335,Clau
cell_1336,E3Rorb
cell_1337,E3Rmst
cell_1338,InS
cell_1339,E4Il1rapl2
cell_1340,E3Rorb
cell_1341,E6Tle4
cell_1342,InP
cell_1343,Ast
cell_1344,E2Rasgrf2
cell_1345,E3Rorb
cell_1346,E2Rasgrf2
cell_1347,E3Rorb
cell_1348,E6Tle4
cell_1349,E4Il1rapl2
cell_1350,E2Rasgrf2
cell_1351,E4Il1rapl2
cell_1352,E5Tshz2
cell_1353,E2Rasgrf2
cell_1354,E2Rasgrf2
cell_1355,InN
cell_1356,E5Tshz2
cell_1357,InP
cell_1358,E2Rasgrf2
cell_1359,E2Rasgrf2
cell_1360,E3Rorb
cell_1361,E4Il1rapl2
cell_1362,E2Rasgrf2
cell_1363,E6Tle4
cell_1364,E3Rorb
cell_1365,InS
cell_1366,E2Rasgrf2
cell_1367,E5Parm1
cell_1368,Ast
cell_1369,E2Rasgrf2
cell_1370,E2Rasgrf2
cell_1371,E6Tle4
cell_1372,E2Rasgrf2
cell_1373,E2Rasgrf2
cell_1374,E4Il1rapl2
cell_1375,E6Tle4
cell_1376,E2Rasgrf2
cell_1377,E6Tle4
cell_1378,E3Rorb
cell_1379,E3Rorb
cell_1380,E6Tle4
cell_1381,InN
cell_1382,E2Rasgrf2
cell_1383,Ast
cell_1384,Ast
cell_1385,E3Rorb
cell_1386,E6Tle4
cell_1387,E2Rasgrf2
cell_1388,InS
cell_1389,E2Rasgrf2
cell_1390,E2Rasgrf2
cell_1391,E3Rorb
cell_1392,Clau
cell_1393,E2Rasgrf2
cell_1394,InN
cell_1395,Ast
cell_1396,E2Rasgrf2
cell_1397,E6Tle4
cell_1398,E2Rasgrf2
cell_1399,OliM
cell_1400,E3Rorb
cell_1401,E3Rorb
cell_1402,E3Rorb
cell_1403,E3Rorb
cell_1404,InS
cell_1405,E4Il1rapl2
cell_1406,E5Galnt14
cell_1407,E2Rasgrf2
cell_1408,E5Galnt14
cell_1409,E4Thsd7a
cell_1410,InP
cell_1411,E4Il1rapl2
cell_1412,E2Rasgrf2
cell_1413,E2Rasgrf2
cell_1414,E2Rasgrf2
cell_1415,E4Il1rapl2
cell_1416,InS
cell_1417,E2Rasgrf2
cell_1418,InS
cell_1419,Mic
cell_1420,E2Rasgrf2
cell_1421,E2Rasgrf2
cell_1422,E2Rasgrf2
cell_1423,Ast
cell_1424,E6Tle4
cell_1425,OliM
cell_1426,E2Rasgrf2
cell_1427,E2Rasgrf2
cell_1428,E2Rasgrf2
cell_1429,E3Rmst
cell_1430,E2Rasgrf2
cell_1431,E3Rorb
cell_1432,E3Rorb
cell_1433,E2Rasgrf2
cell_1434,E3Rmst
cell_1435,E2Rasgrf2
cell_1436,E2Rasgrf2
cell_1437,E4Thsd7a
cell_1438,E4Thsd7a
cell_1439,E2Rasgrf2
cell_1440,E6Tle4
cell_1441,E6Tle4
cell_1442,E3Rorb
cell_1443,E2Rasgrf2
cell_1444,E4Il1rapl2
cell_1445,E4Thsd7a
cell_1446,E2Rasgrf2
cell_1447,E2Rasgrf2
cell_1448,InP
cell_1449,E5Galnt14
cell_1450,E2Rasgrf2
cell_1451,E6Tle4
cell_1452,InS
cell_1453,E3Rorb
cell_1454,E5Galnt14
cell_1455,E2Rasgrf2
cell_1456,E2Rasgrf2
cell_1457,E4Thsd7a
cell_1458,E6Tle4
cell_1459,E2Rasgrf2
cell_1460,E3Rorb
cell_1461,E6Tle4
cell_1462,E3Rorb
cell_1463,E5Galnt14
cell_1464,E6Tle4
cell_1465,E5Galnt14
cell_1466,E2Rasgrf2
cell_1467,E3Rorb
cell_1468,E2Rasgrf2
cell_1469,Ast
cell_1470,E4Thsd7a
cell_1471,E6Tle4
cell_1472,Ast
cell_1473,E4Thsd7a
cell_1474,InP
cell_1475,E6Tle4
cell_1476,E2Rasgrf2
cell_1477,Ast
cell_1478,E5Sulf1
cell_1479,Clau
cell_1480,E5Galnt14
cell_1481,E2Rasgrf2
cell_1482,E4Thsd7a
cell_1483,E6Tle4
cell_1484,E4Il1rapl2
cell_1485,E3Rorb
cell_1486,E3Rorb
cell_1487,E3Rorb
cell_1488,InS
cell_1489,E3Rorb
cell_1490,E5Parm1
cell_1491,E3Rorb
cell_1492,E3Rorb
cell_1493,E3Rorb
cell_1494,E2Rasgrf2
cell_1495,E5Parm1
cell_1496,E4Thsd7a
cell_1497,E3Rorb
cell_1498,InS
cell_1499,E2Rasgrf2
cell_1500,E2Rasgrf2
cell_1501,OliM
cell_1502,OPC
cell_1503,OliM
cell_1504,Mic
cell_1505,E5Galnt14
cell_1506,E3Rorb
cell_1507,E3Rorb
cell_1508,E3Rorb
cell_1509,E2Rasgrf2
cell_1510,E3Rorb
cell_1511,Ast
cell_1512,Ast
cell_1513,E2Rasgrf2
cell_1514,E2Rasgrf2
cell_1515,InP
cell_1516,Ast
cell_1517,Ast
cell_1518,E5Sulf1
cell_1519,E2Rasgrf2
cell_1520,E3Rorb
cell_1521,OliM
cell_1522,E3Rorb
cell_1523,OliI
cell_1524,E3Rorb
cell_1525,InV
cell_1526,InV
cell_1527,E6Tle4
cell_1528,Ast
cell_1529,E6Tle4
cell_1530,E2Rasgrf2
cell_1531,E3Rorb
cell_1532,E2Rasgrf2
cell_1533,Mic
cell_1534,OPC
cell_1535,E6Tle4
cell_1536,E5Sulf1
cell_1537,OPC
cell_1538,E5Sulf1
cell_1539,InV
cell_1540,OliM
cell_1541,E3Rorb
cell_1542,E2Rasgrf2
cell_1543,E4Il1rapl2
cell_1544,E2Rasgrf2
cell_1545,E2Rasgrf2
cell_1546,E5Parm1
cell_1547,E5Galnt14
cell_1548,E5Galnt14
cell_1549,E5Galnt14
cell_1550,E4Il1rapl2
cell_1551,E5Galnt14
cell_1552,E3Rmst
cell_1553,InS
cell_1554,E2Rasgrf2
cell_1555,E4Thsd7a
cell_1556,E5Parm1
cell_1557,E5Parm1
cell_1558,E4Il1rapl2
cell_1559,E2Rasgrf2
cell_1560,E2Rasgrf2
cell_1561,E2Rasgrf2
cell_1562,E2Rasgrf2
cell_1563,E2Rasgrf2
cell_1564,E3Rmst
cell_1565,E3Rmst
cell_1566,E3Rmst
cell_1567,E4Thsd7a
cell_1568,E3Rorb
cell_1569,E2Rasgrf2
cell_1570,Clau
cell_1571,E4Il1rapl2
cell_1572,E6Tle4
cell_1573,E3Rmst
cell_1574,E3Rorb
cell_1575,E4Il1rapl2
cell_1576,E3Rorb
cell_1577,E4Il1rapl2
cell_1578,E4Il1rapl2
cell_1579,E3Rorb
cell_1580,E6Tle4
cell_1581,E2Rasgrf2
cell_1582,E2Rasgrf2
cell_1583,E2Rasgrf2
cell_1584,E2Rasgrf2
cell_1585,E4Il1rapl2
cell_1586,E4Il1rapl2
cell_1587,E2Rasgrf2
cell_1588,E3Rorb
cell_1589,E2Rasgrf2
cell_1590,InP
cell_1591,E2Rasgrf2
cell_1592,E2Rasgrf2
cell_1593,E3Rmst
cell_1594,E2Rasgrf2
cell_1595,E2Rasgrf2
cell_1596,E4Il1rapl2
cell_1597,Clau
cell_1598,E6Tle4
cell_1599,E5Sulf1
cell_1600,E6Tle4
cell_1601,E6Tle4
cell_1602,E2Rasgrf2
cell_1603,E3Rorb
cell_1604,E5Galnt14
cell_1605,E5Parm1
cell_1606,E2Rasgrf2
cell_1607,E5Galnt14
cell_1608,E3Rorb
cell_1609,E3Rorb
cell_1610,E6Tle4
cell_1611,E2Rasgrf2
cell_1612,InS
cell_1613,OliM
cell_1614,E2Rasgrf2
cell_1615,E4Il1rapl2
cell_1616,E6Tle4
cell_1617,E2Rasgrf2
cell_1618,InP
cell_1619,E4Il1rapl2
cell_1620,E3Rorb
cell_1621,E5Galnt14
cell_1622,E2Rasgrf2
cell_1623,InS
cell_1624,E6Tle4
cell_1625,E3Rorb
cell_1626,E6Tle4
cell_1627,E5Sulf1
cell_1628,E3Rorb
cell_1629,E2Rasgrf2
cell_1630,E5Parm1
cell_1631,Clau
cell_1632,E6Tle4
cell_1633,E2Rasgrf2
cell_1634,E3Rorb
cell_1635,E3Rorb
cell_1636,E4Il1rapl2
cell_1637,E3Rorb
cell_1638,E3Rorb
cell_1639,E4Thsd7a
cell_1640,E2Rasgrf2
cell_1641,E2Rasgrf2
cell_1642,E6Tle4
cell_1643,E4Il1rapl2
cell_1644,E2Rasgrf2
cell_1645,E2Rasgrf2
cell_1646,E4Il1rapl2
cell_1647,E3Rorb
cell_1648,E3Rorb
cell_1649,E6Tle4
cell_1650,E6Tle4
cell_1651,OPC
cell_1652,E6Tle4
cell_1653,E3Rorb
cell_1654,E2Rasgrf2
cell_1655,Ast
cell_1656,E2Rasgrf2
cell_1657,E6Tle4
cell_1658,E2Rasgrf2
cell_1659,E5Parm1
cell_1660,E6Tle4
cell_1661,E6Tle4
cell_1662,E5Sulf1
cell_1663,E4Thsd7a
cell_1664,E4Thsd7a
cell_1665,E2Rasgrf2
cell_1666,E6Tle4
cell_1667,E5Galnt14
cell_1668,E3Rorb
cell_1669,E3Rorb
cell_1670,InP
cell_1671,InN
cell_1672,E3Rorb
cell_1673,E3Rorb
cell_1674,Ast
cell_1675,E2Rasgrf2
cell_1676,E4Thsd7a
cell_1677,E3Rmst
cell_1678,E6Tle4
cell_1679,E2Rasgrf2
cell_1680,E5Galnt14
cell_1681,Ast
cell_1682,Ast
cell_1683,OliM
cell_1684,E3Rorb
cell_1685,E6Tle4
cell_1686,E2Rasgrf2
cell_1687,E6Tle4
cell_1688,E5Sulf1
cell_1689,OliM
cell_1690,E6Tle4
cell_1691,E2Rasgrf2
cell_1692,OliM
cell_1693,OPC
cell_1694,E4Il1rapl2
cell_1695,E5Parm1
cell_1696,InS
cell_1697,E5Sulf1
cell_1698,InS
cell_1699,E5Galnt14
cell_1700,E2Rasgrf2
cell_1701,E2Rasgrf2
cell_1702,Clau
cell_1703,E2Rasgrf2
cell_1704,E3Rorb
cell_1705,E4Il1rapl2
cell_1706,E6Tle4
cell_1707,E2Rasgrf2
cell_1708,InP
cell_1709,E3Rmst
cell_1710,E6Tle4
cell_1711,E4Thsd7a
cell_1712,E2Rasgrf2
cell_1713,E3Rorb
cell_1714,E4Il1rapl2
cell_1715,E3Rmst
cell_1716,Ast
cell_1717,E3Rmst
cell_1718,E5Parm1
cell_1719,E5Galnt14
cell_1720,E2Rasgrf2
cell_1721,E3Rmst
cell_1722,E5Tshz2
cell_1723,E4Thsd7a
cell_1724,E2Rasgrf2
cell_1725,E5Sulf1
cell_1726,InS
cell_1727,E2Rasgrf2
cell_1728,E2Rasgrf2
cell_1729,E3Rmst
cell_1730,E6Tle4
cell_1731,E3Rorb
cell_1732,E2Rasgrf2
cell_1733,E4Il1rapl2
cell_1734,E4Thsd7a
cell_1735,E5Galnt14
cell_1736,E5Parm1
cell_1737,E2Rasgrf2
cell_1738,E4Il1rapl2
cell_1739,E2Rasgrf2
cell_1740,E5Sulf1
cell_1741,E2Rasgrf2
cell_1742,E6Tle4
cell_1743,E2Rasgrf2
cell_1744,E3Rmst
cell_1745,E6Tle4
cell_1746,Ast
cell_1747,E2Rasgrf2
cell_1748,E3Rorb
cell_1749,E5Galnt14
cell_1750,E6Tle4
cell_1751,E2Rasgrf2
cell_1752,E3Rorb
cell_1753,E2Rasgrf2
cell_1754,E3Rorb
cell_1755,E6Tle4
cell_1756,Ast
cell_1757,E3Rorb
cell_1758,E2Rasgrf2
cell_1759,E4Il1rapl2
cell_1760,InV
cell_1761,E2Rasgrf2
cell_1762,E2Rasgrf2
cell_1763,E6Tle4
cell_1764,E2Rasgrf2
cell_1765,E3Rorb
cell_1766,E2Rasgrf2
cell_1767,Ast
cell_1768,E4Thsd7a
cell_1769,E3Rorb
cell_1770,E2Rasgrf2
cell_1771,E3Rorb
cell_1772,E3Rmst
cell_1773,Ast
cell_1774,E6Tle4
cell_1775,E6Tle4
cell_1776,E5Galnt14
cell_1777,E3Rorb
cell_1778,E2Rasgrf2
cell_1779,E6Tle4
cell_1780,E3Rorb
cell_1781,E2Rasgrf2
cell_1782,E2Rasgrf2
cell_1783,E2Rasgrf2
cell_1784,InV
cell_1785,E3Rorb
cell_1786,OliM
cell_1787,E2Rasgrf2
cell_1788,E2Rasgrf2
cell_1789,E4Thsd7a
cell_1790,E5Galnt14
cell_1791,E3Rorb
cell_1792,E6Tle4
cell_1793,E6Tle4
cell_1794,OPC
cell_1795,E4Il1rapl2
cell_1796,E4Il1rapl2
cell_1797,E2Rasgrf2
cell_1798,E5Parm1
cell_1799,E2Rasgrf2
cell_1800,E3Rorb
cell_1801,E3Rorb
cell_1802,E5Tshz2
cell_1803,Ast
cell_1804,E3Rorb
cell_1805,E2Rasgrf2
cell_1806,E4Il1rapl2
cell_1807,OPC
cell_1808,E3Rmst
cell_1809,E2Rasgrf2
cell_1810,E6Tle4
cell_1811,Ast
cell_1812,E3Rorb
cell_1813,E3Rorb
cell_1814,E5Sulf1
cell_1815,OPC
cell_1816,E4Il1rapl2
cell_1817,OliM
cell_1818,E3Rorb
cell_1819,E5Galnt14
cell_1820,OliM
cell_1821,Clau
cell_1822,Peri
cell_1823,E2Rasgrf2
cell_1824,E2Rasgrf2
cell_1825,OPC
cell_1826,E5Sulf1
cell_1827,E6Tle4
cell_1828,E5Tshz2
cell_1829,E3Rorb
cell_1830,E3Rorb
cell_1831,InP
cell_1832,Clau
cell_1833,OliM
cell_1834,OliM
cell_1835,E5Sulf1
cell_1836,E3Rorb
cell_1837,E3Rorb
