,label
cell_1115,E3Rorb
cell_1116,E2Rasgrf2
cell_1117,E6Tle4
cell_1118,E5Galnt14
cell_1119,E2Rasgrf2
cell_1120,E2Rasgrf2
cell_1121,E2Rasgrf2
cell_1122,E2Rasgrf2
cell_1123,E2Rasgrf2
cell_1124,InS
cell_1125,E4Thsd7a
cell_1126,E2Rasgrf2
cell_1127,InP
cell_1128,E3Rorb
cell_1129,E2Rasgrf2
cell_1130,Mic
cell_1131,E4Il1rapl2
cell_1132,OliI
cell_1133,E3Rorb
cell_1134,E2Rasgrf2
cell_1135,E3Rmst
cell_1136,E4Thsd7a
cell_1137,InP
cell_1138,E3Rmst
cell_1139,E5Galnt14
cell_1140,E6Tle4
cell_1141,E5Parm1
cell_1142,E2Rasgrf2
cell_1143,E2Rasgrf2
cell_1144,InS
cell_1145,E2Rasgrf2
cell_1146,E2Rasgrf2
cell_1147,E4Il1rapl2
cell_1148,E6Tle4
cell_1149,E3Rmst
cell_1150,E4Il1rapl2
cell_1151,E6Tle4
cell_1152,E3Rorb
cell_1153,InP
cell_1154,E3Rmst
cell_1155,E2Rasgrf2
cell_1156,E2Rasgrf2
cell_1157,E5Galnt14
cell_1158,E2Rasgrf2
cell_1159,E2Rasgrf2
cell_1160,E2Rasgrf2
cell_1161,E6Tle4
cell_1162,E6Tle4
cell_1163,E2Rasgrf2
cell_1164,E3Rorb
cell_1165,InP
cell_1166,E5Galnt14
cell_1167,E2Rasgrf2
cell_1168,E4Il1rapl2
cell_1169,E6Tle4
cell_1170,E5Galnt14
cell_1171,E6Tle4
cell_1172,E3Rorb
cell_1173,E3Rorb
cell_1174,InP
cell_1175,E2Rasgrf2
cell_1176,E5Galnt14
cell_1177,E3Rorb
cell_1178,E4Thsd7a
cell_1179,E3Rorb
cell_1180,E3Rorb
cell_1181,E2Rasgrf2
cell_1182,E3Rorb
cell_1183,E5Galnt14
cell_1184,E5Sulf1
cell_1185,E3Rorb
cell_1186,InS
cell_1187,E4Il1rapl2
cell_1188,E5Parm1
cell_1189,E5Galnt14
cell_1190,E3Rorb
cell_1191,Ast
cell_1192,E3Rmst
cell_1193,E3Rorb
cell_1194,E5Galnt14
cell_1195,E3Rorb
cell_1196,InP
cell_1197,InN
cell_1198,E2Rasgrf2
cell_1199,E3Rorb
cell_1200,Ast
cell_1201,InN
cell_1202,E3Rorb
cell_1203,E3Rorb
cell_1204,Ast
cell_1205,E3Rorb
cell_1206,E3Rorb
cell_1207,E3Rorb
cell_1208,E2Rasgrf2
cell_1209,E4Il1rapl2
cell_1210,E4Il1rapl2
cell_1211,E5Tshz2
cell_1212,E3Rorb
cell_1213,E2Rasgrf2
cell_1214,E3Rorb
cell_1215,E2Rasgrf2
cell_1216,Ast
cell_1217,E3Rorb
cell_1218,InS
cell_1219,E4Il1rapl2
cell_1220,E5Sulf1
cell_1221,E6Tle4
cell_1222,E2Rasgrf2
cell_1223,E5Galnt14
cell_1224,E2Rasgrf2
cell_1225,E6Tle4
cell_1226,E2Rasgrf2
cell_1227,InN
cell_1228,OliI
cell_1229,E3Rorb
cell_1230,OliM
cell_1231,E5Sulf1
cell_1232,InP
cell_1233,E3Rorb
cell_1234,InN
cell_1235,E5Sulf1
cell_1236,Ast
cell_1237,E6Tle4
cell_1238,E3Rorb
cell_1239,OliM
cell_1240,E5Galnt14
cell_1241,E2Rasgrf2
cell_1242,E2Rasgrf2
cell_1243,E4Il1rapl2
cell_1244,E2Rasgrf2
cell_1245,E3Rmst
cell_1246,E2Rasgrf2
cell_1247,E6Tle4
cell_1248,E2Rasgrf2
cell_1249,E4Thsd7a
cell_1250,E4Thsd7a
cell_1251,E4Il1rapl2
cell_1252,E2Rasgrf2
cell_1253,E2Rasgrf2
cell_1254,E2Rasgrf2
cell_1255,E5Sulf1
cell_1256,E2Rasgrf2
cell_1257,E2Rasgrf2
cell_1258,E3Rorb
cell_1259,E2Rasgrf2
cell_1260,E4Thsd7a
cell_1261,E3Rorb
cell_1262,E2Rasgrf2
cell_1263,E2Rasgrf2
cell_1264,InP
cell_1265,E3Rorb
cell_1266,Clau
cell_1267,E3Rorb
cell_1268,E3Rorb
cell_1269,E3Rmst
cell_1270,E4Il1rapl2
cell_1271,E4Il1rapl2
cell_1272,E4Thsd7a
cell_1273,InS
cell_1274,E5Galnt14
cell_1275,E2Rasgrf2
cell_1276,E3Rorb
cell_1277,E2Rasgrf2
cell_1278,E2Rasgrf2
cell_1279,E4Il1rapl2
cell_1280,Clau
cell_1281,E2Rasgrf2
cell_1282,E5Parm1
cell_1283,InS
cell_1284,E6Tle4
cell_1285,E6Tle4
cell_1286,E4Thsd7a
cell_1287,E6Tle4
cell_1288,E4Il1rapl2
cell_1289,InN
cell_1290,E2Rasgrf2
cell_1291,E6Tle4
cell_1292,E5Parm1
cell_1293,OliM
cell_1294,E2Rasgrf2
cell_1295,InP
cell_1296,E3Rorb
cell_1297,E3Rorb
cell_1298,E4Il1rapl2
cell_1299,InP
cell_1300,E2Rasgrf2
cell_1301,E2Rasgrf2
cell_1302,E6Tle4
cell_1303,E3Rorb
cell_1304,E6Tle4
cell_1305,E4Thsd7a
cell_1306,E6Tle4
cell_1307,E2Rasgrf2
cell_1308,E5Parm1
cell_1309,E6Tle4
cell_1310,E3Rmst
cell_1311,E3Rorb
cell_1312,E3Rorb
cell_1313,E6Tle4
cell_1314,OPC
cell_1315,E2Rasgrf2
cell_1316,E3Rorb
cell_1317,E3Rorb
cell_1318,E3Rorb
cell_1319,E5Galnt14
cell_1320,E4Thsd7a
cell_1321,E5Galnt14
cell_1322,E2Rasgrf2
cell_1323,E6Tle4
cell_1324,E4Il1rapl2
cell_1325,E2Rasgrf2
cell_1326,E5Sulf1
cell_1327,E3Rorb
cell_1328,E2Rasgrf2
cell_1329,E2Rasgrf2
cell_1330,E3Rorb
cell_1331,OliM
cell_1332,E6Tle4
cell_1333,Mic
cell_1334,E4Il1rapl2
cell_1335,E5Galnt14
cell_1336,E3Rorb
cell_1337,E6Tle4
cell_1338,E3Rorb
cell_1339,OPC
cell_1340,InP
cell_1341,E5Parm1
cell_1342,E6Tle4
cell_1343,E5Galnt14
cell_1344,E3Rorb
cell_1345,E3Rorb
cell_1346,E3Rorb
cell_1347,E5Galnt14
cell_1348,Clau
cell_1349,E6Tle4
cell_1350,E2Rasgrf2
cell_1351,Ast
cell_1352,E3Rorb
cell_1353,E6Tle4
cell_1354,Ast
cell_1355,E5Galnt14
cell_1356,Ast
cell_1357,E6Tle4
cell_1358,E2Rasgrf2
cell_1359,E2Rasgrf2
cell_1360,OliM
cell_1361,E2Rasgrf2
cell_1362,E5Galnt14
cell_1363,E6Tle4
cell_1364,E5Sulf1
cell_1365,E3Rorb
cell_1366,E4Il1rapl2
cell_1367,E2Rasgrf2
cell_1368,E6Tle4
cell_1369,InS
cell_1370,OliM
cell_1371,OliI
cell_1372,E3Rorb
cell_1373,Ast
cell_1374,Clau
cell_1375,OPC
cell_1376,E6Tle4
cell_1377,E2Rasgrf2
cell_1378,InS
cell_1379,E4Thsd7a
cell_1380,E2Rasgrf2
cell_1381,E2Rasgrf2
cell_1382,E5Parm1
cell_1383,E3Rmst
cell_1384,E2Rasgrf2
cell_1385,E5Parm1
cell_1386,E4Il1rapl2
cell_1387,E5Parm1
cell_1388,E4Il1rapl2
cell_1389,E2Rasgrf2
cell_1390,E2Rasgrf2
cell_1391,OliM
cell_1392,E2Rasgrf2
cell_1393,E2Rasgrf2
cell_1394,E3Rmst
cell_1395,E2Rasgrf2
cell_1396,E6Tle4
cell_1397,E5Galnt14
cell_1398,E5Galnt14
cell_1399,E5Galnt14
cell_1400,E2Rasgrf2
cell_1401,E2Rasgrf2
cell_1402,E3Rorb
cell_1403,InP
cell_1404,E3Rorb
cell_1405,E2Rasgrf2
cell_1406,E4Thsd7a
cell_1407,E3Rorb
cell_1408,E4Thsd7a
cell_1409,E4Thsd7a
cell_1410,E3Rorb
cell_1411,E2Rasgrf2
cell_1412,E2Rasgrf2
cell_1413,InP
cell_1414,E3Rorb
cell_1415,E3Rorb
cell_1416,E2Rasgrf2
cell_1417,E4Il1rapl2
cell_1418,E2Rasgrf2
cell_1419,E4Il1rapl2
cell_1420,E5Parm1
cell_1421,E4Il1rapl2
cell_1422,E2Rasgrf2
cell_1423,E2Rasgrf2
cell_1424,E3Rmst
cell_1425,E2Rasgrf2
cell_1426,E2Rasgrf2
cell_1427,E3Rorb
cell_1428,E4Thsd7a
cell_1429,Ast
cell_1430,E3Rorb
cell_1431,E3Rmst
cell_1432,E3Rorb
cell_1433,E2Rasgrf2
cell_1434,E2Rasgrf2
cell_1435,E6Tle4
cell_1436,E2Rasgrf2
cell_1437,E2Rasgrf2
cell_1438,E2Rasgrf2
cell_1439,E5Galnt14
cell_1440,E2Rasgrf2
cell_1441,E4Il1rapl2
cell_1442,E5Parm1
cell_1443,InP
cell_1444,E2Rasgrf2
cell_1445,E3Rorb
cell_1446,InN
cell_1447,E2Rasgrf2
cell_1448,E3Rorb
cell_1449,E3Rorb
cell_1450,E2Rasgrf2
cell_1451,OliM
cell_1452,InS
cell_1453,E3Rorb
cell_1454,E2Rasgrf2
cell_1455,E6Tle4
cell_1456,InS
cell_1457,E2Rasgrf2
cell_1458,E2Rasgrf2
cell_1459,E2Rasgrf2
cell_1460,E3Rorb
cell_1461,E2Rasgrf2
cell_1462,E3Rorb
cell_1463,E5Galnt14
cell_1464,E2Rasgrf2
cell_1465,InP
cell_1466,E3Rorb
cell_1467,E2Rasgrf2
cell_1468,E6Tle4
cell_1469,E4Il1rapl2
cell_1470,E6Tle4
cell_1471,E2Rasgrf2
cell_1472,E4Thsd7a
cell_1473,E2Rasgrf2
cell_1474,OliM
cell_1475,E3Rorb
cell_1476,E3Rorb
cell_1477,E6Tle4
cell_1478,InS
cell_1479,E5Galnt14
cell_1480,E6Tle4
cell_1481,E2Rasgrf2
cell_1482,InS
cell_1483,InV
cell_1484,E2Rasgrf2
cell_1485,E6Tle4
cell_1486,E6Tle4
cell_1487,InN
cell_1488,E6Tle4
cell_1489,InV
cell_1490,E6Tle4
cell_1491,InV
cell_1492,E2Rasgrf2
cell_1493,Clau
cell_1494,Ast
cell_1495,E4Il1rapl2
cell_1496,E2Rasgrf2
cell_1497,OliM
cell_1498,E5Sulf1
cell_1499,E6Tle4
cell_1500,Ast
cell_1501,E6Tle4
cell_1502,OPC
cell_1503,Ast
cell_1504,E4Il1rapl2
cell_1505,E3Rorb
cell_1506,E2Rasgrf2
cell_1507,InS
cell_1508,Ast
cell_1509,Ast
cell_1510,E5Sulf1
cell_1511,E3Rorb
cell_1512,E2Rasgrf2
cell_1513,E4Thsd7a
cell_1514,Ast
cell_1515,Clau
cell_1516,OPC
cell_1517,E5Tshz2
cell_1518,E2Rasgrf2
cell_1519,Ast
cell_1520,OliM
cell_1521,E2Rasgrf2
cell_1522,OliM
cell_1523,InV
cell_1524,OliM
cell_1525,E4Il1rapl2
cell_1526,E3Rmst
cell_1527,E2Rasgrf2
cell_1528,Mic
cell_1529,E5Sulf1
cell_1530,E2Rasgrf2
cell_1531,E2Rasgrf2
cell_1532,E5Galnt14
cell_1533,E5Galnt14
cell_1534,E2Rasgrf2
cell_1535,E4Il1rapl2
cell_1536,E4Il1rapl2
cell_1537,E2Rasgrf2
cell_1538,E5Tshz2
cell_1539,E2Rasgrf2
cell_1540,E4Il1rapl2
cell_1541,E3Rorb
cell_1542,E2Rasgrf2
cell_1543,E5Galnt14
cell_1544,E2Rasgrf2
cell_1545,E6Tle4
cell_1546,E2Rasgrf2
cell_1547,E2Rasgrf2
cell_1548,E3Rorb
cell_1549,E3Rorb
cell_1550,OliM
cell_1551,E3Rorb
cell_1552,E2Rasgrf2
cell_1553,E4Thsd7a
cell_1554,E2Rasgrf2
cell_1555,E5Parm1
cell_1556,E3Rorb
cell_1557,E2Rasgrf2
cell_1558,E6Tle4
cell_1559,E3Rorb
cell_1560,E2Rasgrf2
cell_1561,E2Rasgrf2
cell_1562,E2Rasgrf2
cell_1563,E4Il1rapl2
cell_1564,E3Rorb
cell_1565,E2Rasgrf2
cell_1566,Ast
cell_1567,InS
cell_1568,E3Rorb
cell_1569,E3Rorb
cell_1570,E2Rasgrf2
cell_1571,E2Rasgrf2
cell_1572,OliM
cell_1573,E5Parm1
cell_1574,E2Rasgrf2
cell_1575,E2Rasgrf2
cell_1576,E2Rasgrf2
cell_1577,E4Thsd7a
cell_1578,E5Parm1
cell_1579,E5Parm1
cell_1580,E2Rasgrf2
cell_1581,E4Thsd7a
cell_1582,E2Rasgrf2
cell_1583,E3Rorb
cell_1584,E5Parm1
cell_1585,E5Galnt14
cell_1586,E4Thsd7a
cell_1587,E2Rasgrf2
cell_1588,E2Rasgrf2
cell_1589,E2Rasgrf2
cell_1590,E2Rasgrf2
cell_1591,E6Tle4
cell_1592,E4Il1rapl2
cell_1593,E3Rorb
cell_1594,E2Rasgrf2
cell_1595,E6Tle4
cell_1596,E4Thsd7a
cell_1597,E4Il1rapl2
cell_1598,E4Il1rapl2
cell_1599,E6Tle4
cell_1600,E2Rasgrf2
cell_1601,E2Rasgrf2
cell_1602,E6Tle4
cell_1603,E6Tle4
cell_1604,E2Rasgrf2
cell_1605,E6Tle4
cell_1606,InS
cell_1607,E3Rorb
cell_1608,InN
cell_1609,Ast
cell_1610,E5Parm1
cell_1611,E2Rasgrf2
cell_1612,E6Tle4
cell_1613,E3Rorb
cell_1614,E2Rasgrf2
cell_1615,E5Galnt14
cell_1616,E2Rasgrf2
cell_1617,Clau
cell_1618,E5Galnt14
cell_1619,E6Tle4
cell_1620,E3Rorb
cell_1621,E6Tle4
cell_1622,E3Rorb
cell_1623,E2Rasgrf2
cell_1624,InS
cell_1625,E2Rasgrf2
cell_1626,E5Parm1
cell_1627,InP
cell_1628,E4Il1rapl2
cell_1629,E5Parm1
cell_1630,E6Tle4
cell_1631,E6Tle4
cell_1632,E6Tle4
cell_1633,E2Rasgrf2
cell_1634,E2Rasgrf2
cell_1635,E6Tle4
cell_1636,E2Rasgrf2
cell_1637,E5Galnt14
cell_1638,E2Rasgrf2
cell_1639,E3Rorb
cell_1640,Ast
cell_1641,E2Rasgrf2
cell_1642,E6Tle4
cell_1643,E3Rorb
cell_1644,InS
cell_1645,E2Rasgrf2
cell_1646,E3Rorb
cell_1647,E2Rasgrf2
cell_1648,E2Rasgrf2
cell_1649,E4Thsd7a
cell_1650,E3Rorb
cell_1651,E6Tle4
cell_1652,E2Rasgrf2
cell_1653,E3Rorb
cell_1654,E3Rorb
cell_1655,E4Thsd7a
cell_1656,E3Rorb
cell_1657,E3Rorb
cell_1658,E3Rorb
cell_1659,Ast
cell_1660,E6Tle4
cell_1661,InP
cell_1662,E3Rorb
cell_1663,E6Tle4
cell_1664,InN
cell_1665,E2Rasgrf2
cell_1666,E2Rasgrf2
cell_1667,E2Rasgrf2
cell_1668,E2Rasgrf2
cell_1669,E2Rasgrf2
cell_1670,E5Sulf1
cell_1671,E3Rorb
cell_1672,E6Tle4
cell_1673,E2Rasgrf2
cell_1674,E5Sulf1
cell_1675,E4Il1rapl2
cell_1676,E6Tle4
cell_1677,E2Rasgrf2
cell_1678,E5Galnt14
cell_1679,E6Tle4
cell_1680,E3Rorb
cell_1681,OPC
cell_1682,E4Il1rapl2
cell_1683,E5Galnt14
cell_1684,E6Tle4
cell_1685,E4Il1rapl2
cell_1686,OliM
cell_1687,E6Tle4
cell_1688,Ast
cell_1689,Ast
cell_1690,E2Rasgrf2
cell_1691,E2Rasgrf2
cell_1692,E5Sulf1
cell_1693,E5Sulf1
cell_1694,E5Galnt14
cell_1695,E4Il1rapl2
cell_1696,OliM
cell_1697,E5Galnt14
cell_1698,E6Tle4
cell_1699,OliM
cell_1700,E4Thsd7a
cell_1701,E4Il1rapl2
cell_1702,E4Il1rapl2
cell_1703,E5Parm1
cell_1704,E5Tshz2
cell_1705,E5Galnt14
cell_1706,E2Rasgrf2
cell_1707,E2Rasgrf2
cell_1708,E5Galnt14
cell_1709,E2Rasgrf2
cell_1710,E4Il1rapl2
cell_1711,E2Rasgrf2
cell_1712,E4Thsd7a
cell_1713,E6Tle4
cell_1714,E2Rasgrf2
cell_1715,E6Tle4
cell_1716,OliM
cell_1717,E5Galnt14
cell_1718,E3Rorb
cell_1719,E3Rorb
cell_1720,E4Thsd7a
cell_1721,E2Rasgrf2
cell_1722,E2Rasgrf2
cell_1723,E6Tle4
cell_1724,E5Galnt14
cell_1725,Clau
cell_1726,InS
cell_1727,E2Rasgrf2
cell_1728,E4Thsd7a
cell_1729,E2Rasgrf2
cell_1730,E3Rorb
cell_1731,E2Rasgrf2
cell_1732,E4Il1rapl2
cell_1733,E2Rasgrf2
cell_1734,E2Rasgrf2
cell_1735,E2Rasgrf2
cell_1736,E6Tle4
cell_1737,OliM
cell_1738,E4Il1rapl2
cell_1739,E2Rasgrf2
cell_1740,InP
cell_1741,E2Rasgrf2
cell_1742,E3Rmst
cell_1743,E2Rasgrf2
cell_1744,InP
cell_1745,E4Thsd7a
cell_1746,E3Rorb
cell_1747,InP
cell_1748,E2Rasgrf2
cell_1749,E6Tle4
cell_1750,E3Rorb
cell_1751,E3Rorb
cell_1752,E2Rasgrf2
cell_1753,E6Tle4
cell_1754,E6Tle4
cell_1755,InN
cell_1756,E5Sulf1
cell_1757,E5Galnt14
cell_1758,E6Tle4
cell_1759,E4Il1rapl2
cell_1760,E5Parm1
cell_1761,E5Parm1
cell_1762,E4Il1rapl2
cell_1763,E3Rorb
cell_1764,E2Rasgrf2
cell_1765,E2Rasgrf2
cell_1766,E4Thsd7a
cell_1767,OliM
cell_1768,E3Rorb
cell_1769,E6Tle4
cell_1770,E3Rorb
cell_1771,Ast
cell_1772,E2Rasgrf2
cell_1773,E6Tle4
cell_1774,E3Rorb
cell_1775,E6Tle4
cell_1776,E3Rorb
cell_1777,E5Sulf1
cell_1778,E3Rorb
cell_1779,E3Rorb
cell_1780,InP
cell_1781,Ast
cell_1782,E6Tle4
cell_1783,E3Rorb
cell_1784,Ast
cell_1785,E5Galnt14
cell_1786,E4Il1rapl2
cell_1787,E2Rasgrf2
cell_1788,E6Tle4
cell_1789,OPC
cell_1790,E6Tle4
cell_1791,E5Parm1
cell_1792,E2Rasgrf2
cell_1793,E2Rasgrf2
cell_1794,E6Tle4
cell_1795,E3Rorb
cell_1796,E5Galnt14
cell_1797,E3Rorb
cell_1798,Endo
cell_1799,E6Tle4
cell_1800,InV
cell_1801,E6Tle4
cell_1802,E3Rorb
cell_1803,E2Rasgrf2
cell_1804,E5Sulf1
cell_1805,E2Rasgrf2
cell_1806,E2Rasgrf2
cell_1807,Clau
cell_1808,Ast
cell_1809,OliI
cell_1810,E2Rasgrf2
cell_1811,OliM
cell_1812,E6Tle4
cell_1813,OliM
cell_1814,Ast
cell_1815,E3Rorb
cell_1816,OliM
cell_1817,E3Rorb
cell_1818,E2Rasgrf2
cell_1819,Ast
cell_1820,Clau
cell_1821,E2Rasgrf2
cell_1822,OPC
cell_1823,Ast
cell_1824,E6Tle4
cell_1825,E2Rasgrf2
cell_1826,OliM
cell_1827,E6Tle4
cell_1828,InV
cell_1829,OliM
cell_1830,E2Rasgrf2
cell_1831,Peri
cell_1832,Ast
cell_1833,InV
cell_1834,Mic
cell_1835,E6Tle4
cell_1836,E3Rorb
cell_1837,InP
