,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_271,1.2919047,1.16142,0.78763443,1.3249924,-0.93125355,0.5210972,-0.7373299,1.5892526,-1.0231397,0.7272609,1.3132921,-0.9431603,-1.0560174,0.953169,-0.9769431,-1.9837487,0.44080168,-0.58775425,-1.2230453,-0.955753,1.9703802,0.910545,1.7742753,0.7698175,-1.1791668,-1.0679897,1.0975846,0.60037255,0.8152197,-1.556807,1.2466068,0.91431546,-1.1603507,-1.0875257,-1.2929626,-0.9854733,-0.921081,0.50145787,0.9476793,1.8941379,0.351081,-1.4260007,1.4105697,1.2904454,-1.1947464,0.2756741,-1.6610091,1.2655886,1.2248783,1.6080906,1.1277411,-1.3265988,-1.7420298,-0.17974433,-1.0115688,1.4678679,1.0026246,0.94228065,-0.4159606,-1.0256492,-1.9532646,-1.0419084,1.3160388,0.6731287
cell_272,1.5204103,1.9902648,-1.5278049,1.8602809,-1.2192559,-2.5751944,0.791398,-1.3624133,1.5137858,0.07173845,-0.94241494,-0.6537475,-0.09790955,-2.1510816,-0.4503838,1.242018,0.12634188,1.9147818,-1.4897817,1.0778532,-0.60000575,-0.38245776,-1.2327273,-1.220785,-1.2285528,1.3417671,-1.1337249,0.54065114,2.2296002,-0.48397347,-1.3386805,0.86808336,-1.5900935,1.5653942,-0.7878555,0.011716321,-1.481473,1.1483581,-2.0516858,-1.7800263,0.8577335,-1.8608155,0.75239795,-1.3349277,-1.9572364,0.7167549,1.9413328,-1.5371387,0.3315328,-1.8783237,0.8739196,-0.54406863,-1.2814798,-0.8219069,0.89066845,2.31493,-0.89952433,-2.1823568,-1.1646044,-0.18787244,-2.0993347,1.7033324,1.2113814,-1.4644015
cell_273,1.7343794,1.1250776,0.15276271,1.1818798,-1.5757791,0.27133572,-0.6558359,1.03787,-0.7894449,0.37464476,1.2922068,-1.1134026,-1.2043983,0.79369557,0.11244993,-0.7705713,0.52608985,-1.4689298,-1.2514457,-1.5786884,1.611916,1.1163142,1.1493354,0.87903947,-1.1324311,-0.5338918,0.2739103,1.1116973,0.5254609,-1.2899544,1.6268574,1.170875,-0.7958218,-1.4950547,-1.4272325,0.0068430603,-0.44710878,0.511816,1.1177988,0.9521262,-0.91351277,-0.54205596,1.3596272,2.332658,-1.2069387,0.90893275,-0.5912447,1.5197812,1.9317362,0.8825078,1.3932753,-0.85391927,-0.9865893,0.009952068,-0.84643924,2.2690427,1.1444547,1.1868043,-1.2955446,-1.0388306,-0.7199092,-0.56716305,1.0246108,0.86963457
cell_274,1.7846918,0.9918442,0.47388867,0.5121157,-0.8624288,0.6839785,-0.9251821,1.7078348,-0.26220256,0.9692689,1.1589888,-0.6133277,-0.95973194,1.4914161,-1.0212767,-1.5955001,0.5347762,-1.052643,-1.605428,-1.0910795,1.7931411,1.1110843,1.2052152,1.0651462,-1.2865099,-1.2654979,1.2941624,1.1039621,0.62561923,-1.4651268,1.7203406,1.6339945,-1.5212625,-1.2885809,-1.3827962,-0.62497526,-1.4801885,0.5588897,0.2344724,1.0985343,-1.5642738,-1.7780805,1.4877174,2.189034,-1.0595478,0.60516226,-0.83979964,1.0461881,0.603413,1.3182864,1.8472185,-1.0874841,-1.932533,-0.15708402,-1.5919064,1.1385932,1.4210417,1.3641033,-0.78524524,-0.951942,-1.3050258,-0.66987616,1.1169603,0.554976
cell_275,0.58545405,0.7135625,-0.7663103,1.132963,-1.5994394,0.28737998,1.1498909,1.2119075,-0.47566396,-0.3900492,0.81780785,0.6732102,0.4938863,-1.585136,1.0482101,0.48991445,0.4026011,-0.14138174,-1.3637644,-1.3274158,1.3221263,0.3817186,0.22409177,-0.9869362,-0.032514706,0.14894366,-0.12996249,-1.7559674,0.54479706,-0.68577486,1.0674669,-0.45422935,-0.91470253,-1.4890966,0.7273273,1.3698047,-0.24504414,-1.668313,0.7293614,0.95288,-0.3191462,-1.3343576,0.3375498,1.9345189,-0.33075625,-0.42890885,-0.5676563,-0.004870482,2.8554807,-0.44350702,1.5017725,1.401375,0.55750924,0.48938552,0.10265179,-0.29610246,-0.17419955,-0.027838618,-0.66299194,-1.1232388,1.1986667,0.7087131,-0.6570307,1.4404308
cell_276,-0.41164106,0.71467376,0.8522042,-1.9386345,-0.31463015,-1.8993213,-0.54918104,-0.07972555,2.1683278,-0.4543899,0.70846796,-0.6582884,-1.3842766,-0.9866903,1.2807955,-2.00673,-1.5404634,0.73216397,1.6971925,1.0120776,-2.18625,1.8548288,1.3861239,2.0189269,-1.906477,-0.7681753,-1.0154235,1.5282788,-1.0909972,-1.9830607,1.6996547,-0.8023365,1.4265867,0.7753594,1.5230004,-0.1317759,-0.8332551,-1.377686,-1.6920179,0.96316856,0.43270043,-0.9213113,-0.9849242,0.9150692,0.24641196,-1.0823797,0.6227689,0.8783531,1.8885158,-0.609276,0.9729408,1.14068,1.004041,0.23320736,-0.52041525,1.2169319,-1.2050308,-1.0866818,0.9277179,1.5838723,-0.24623492,1.3214054,-1.1837711,0.08175126
cell_277,-0.6147124,-0.9351932,-1.6394037,1.1041678,2.5421891,-1.9009378,1.3126426,1.0960426,1.4740908,-2.3800495,-0.8111911,2.405808,-0.5692949,0.8867614,1.2740691,-1.054425,1.4866579,0.926166,1.024409,-1.1987053,0.7411364,-2.0874405,1.6038034,-0.36782354,0.7781451,-0.59544396,0.7562172,-1.7169223,1.320536,0.84181035,-0.40096217,1.5538614,0.6124584,-1.5166342,1.5813286,1.3513325,1.2761269,-0.98815405,-1.3693616,1.6515276,-1.4363183,-1.2992394,0.36120725,2.2159524,-1.5823817,1.3946755,-1.62528,0.9392308,0.69032705,-1.6393905,-0.7041572,0.06359093,0.42503956,-0.09470874,-1.6953322,0.4289459,-1.4845588,-2.4711146,0.9887199,2.4211679,-1.3629911,-1.6171342,1.1728846,1.6867831
cell_278,0.80914783,0.11164549,-0.76133204,1.1266236,-1.1317307,0.50993603,1.5794114,0.86123216,-0.10490981,-0.6348315,1.229582,1.1462078,1.0377297,-0.8242125,1.3378562,1.4768437,0.24303453,-0.5861697,-0.28711644,-1.038951,-0.43554842,1.1933833,0.38975888,0.21911693,0.14459322,1.5588833,-0.91429335,-0.6234266,-0.04960292,-0.79386854,0.86184037,-2.1138492,-1.2572114,-1.3181244,0.9462141,1.9360013,0.60104746,-0.56371737,0.5987637,0.69179106,-0.6754712,-0.51600784,0.0054652914,1.117651,-0.13451347,-0.3206378,0.4532912,-0.9134058,2.2081575,-0.28893855,0.7609208,1.7681291,0.33053297,1.6229621,0.32466245,0.3699937,0.3302939,-0.49447256,-0.90413237,-0.689284,0.8878956,1.6251099,-0.4571935,0.39897224
cell_279,-0.2683681,1.4139162,0.67099667,-1.006221,-1.0500351,0.7950889,1.6622646,-0.59074867,1.1554714,0.4862622,-0.726954,-0.5422808,-1.1876132,-0.38733146,1.2258002,1.1341839,-1.0000311,1.5016061,-0.5554639,-0.6772148,-0.6270114,-0.6491312,0.9278809,1.413169,-1.4098483,0.8085455,0.8039531,-0.9482202,1.3270644,0.5182929,-1.1104851,-0.7886844,-1.2101609,-1.0933168,-0.37838867,1.5475209,1.6431535,-0.85624677,0.14041442,-0.44779682,0.57794255,0.6930853,0.8997465,-1.196693,-1.6742842,-0.9799083,-0.5374044,1.0712099,1.2336069,0.75473094,-0.5371269,1.1418576,-1.1014007,0.72755504,-1.4747742,-1.3042228,0.14644432,-1.0386803,1.3337924,1.5162452,0.28272927,-0.97943145,-0.7243678,-0.62337863
cell_280,-0.12723434,1.1290841,1.1357969,-1.4048364,-0.07880208,0.8180286,1.2347915,-0.38809538,1.3361452,0.41376758,-0.3432901,-0.6846414,-1.3398411,-0.44275153,1.1024791,1.1866276,-1.4365419,1.5653772,-0.60318696,-0.7985232,-0.63533086,-0.7159891,0.7642992,1.9216348,-1.6268437,1.0545939,1.4782636,-0.9443226,1.3032978,0.4026561,-0.8465897,-1.4809785,-1.2649012,-1.0329635,-0.8068131,0.6472913,1.451832,-0.5951495,0.4208231,-0.97071207,0.6908361,0.29158962,1.2885303,-0.8978896,-1.7052293,-1.5268395,-0.44626713,0.8504056,1.5981345,0.8913952,-1.1904635,1.426921,-1.0435715,1.4551141,-0.7679186,-0.8875814,0.7218561,-1.3242478,1.7371249,1.1417322,0.7048739,-1.4713222,-1.0070013,-1.1684077
cell_281,-1.3743727,0.20528251,-1.013146,-2.8317542,2.84471,0.4394439,0.0016214927,1.628274,2.748293,0.5388764,-1.5037779,1.3316522,0.2360641,1.1631013,-3.4558532,-0.050333142,3.9178097,1.8616726,-0.70860463,1.17769,-1.2448053,-0.058148004,0.66205096,1.798296,1.9080541,4.6585016,-1.9101642,2.0701616,0.12738901,0.70948625,-0.86193883,-0.97521126,-1.5621114,4.1910825,-2.494076,-2.8219922,-1.0289507,0.41686028,-0.43500805,0.057196938,-1.9320313,-1.2588904,-0.8081865,-3.1406813,3.1484778,0.14207606,-0.9020764,-3.3229375,-2.543439,-0.69661003,-1.4357394,-0.36883396,-2.9571257,-2.6518202,-0.66833425,-0.74072015,1.162768,-1.0586514,1.6123698,1.4716191,-0.47385272,0.66840965,1.8884382,0.056192786
cell_282,-0.56027365,-0.62187296,-1.3899709,1.0274787,1.7122383,-1.4884583,1.3774724,1.6278107,1.7630126,-1.9138649,-0.84586155,2.4695556,-0.5238881,0.91009146,1.6770359,-1.5599016,1.0053492,1.6294749,1.4711981,-1.2490245,0.97800314,-1.7433188,1.7105129,-0.31745476,0.6746699,-1.0081505,1.2869481,-0.86195785,1.7213771,-0.5660522,-0.4604391,0.9221404,0.9363209,-1.3761138,1.3385947,2.3683546,1.0472536,-0.86118275,-1.6635215,1.763064,-1.8629929,-0.8075557,1.0303717,1.8540832,-2.0060668,0.94388276,-1.4342269,0.38097817,1.8854418,-1.2063489,-1.2891039,-0.5905688,0.24818082,-0.4916672,-1.7407906,0.7167639,-1.3484055,-2.0500712,1.092772,1.1188896,-1.9598724,-1.6479554,1.1205506,1.487736
cell_283,0.33991152,1.0688534,-1.5630149,0.34350532,-1.3965625,0.5353173,1.7153198,1.4650486,-0.4977218,-0.8291305,0.8079709,0.54187083,0.6565943,-0.9550892,0.92346907,1.1829373,0.570319,0.6356994,-0.9383991,-1.5052978,0.84864634,0.58458066,-0.14011951,-0.9367827,0.47908258,1.5787776,-0.66497177,-1.4524007,-0.29463965,-0.13436994,0.44598207,-1.4146641,-1.2210937,-1.1590034,0.32523817,1.1318328,1.3203721,-1.3229191,0.32933974,1.3149059,-0.38381034,-1.6482136,-1.1479943,1.2370316,-0.085673936,-1.4975003,1.0119735,-0.9649942,2.1035235,-0.57684577,1.6040578,0.8272504,0.5838345,1.1360921,0.2020121,0.8131565,-0.8728336,-0.23888043,-0.83076584,-1.261745,1.2193977,0.6446844,-1.2126929,1.1563281
cell_284,-0.010852993,0.8235775,0.2735187,-0.6153474,1.6461874,-0.8263974,-0.4001773,-1.3569574,-1.8558323,-1.0137962,1.3001288,0.6144375,-1.8520303,1.0227518,-0.030746996,1.7691199,0.9879572,-1.7063386,-1.2341338,-1.0287436,2.4384956,-0.67136,1.9826735,0.70524234,-0.91465366,-0.4012165,-1.0007513,0.14062639,0.43389413,1.0230185,-0.09350085,1.0455936,1.0326169,-1.4523187,1.6129957,-1.4939029,2.129718,0.25208104,-1.7823665,-1.345222,2.132999,-0.63834393,-0.46833897,2.0321014,-1.404565,2.0012014,1.8596545,1.1444546,-1.5833228,-1.3501977,2.3077445,-0.5207406,0.167484,1.1387371,-1.5040449,1.1028321,0.3241845,-1.8958377,-1.7907798,1.9014535,1.3881118,-0.17425582,-0.3947615,1.2215815
cell_285,0.25129968,0.79338104,-1.050323,0.5209404,-0.32382208,0.48081377,1.2390385,1.1192856,-0.064121425,-1.2281622,1.0095854,1.4267234,0.5099577,-0.8569355,1.3140936,0.9786954,0.29202121,-0.9125364,-0.43379238,-1.2079084,0.70182854,1.0510718,-0.24571389,-0.31174347,0.8478294,1.3487911,-0.99612576,-0.5970632,-0.5627116,-1.1495459,0.75992954,-1.564118,-0.45941192,-1.0897843,0.707659,1.4284459,1.2542471,-1.0064372,1.184593,1.264207,-1.4179502,-1.3488901,-1.145027,1.3242086,0.9089705,-0.90285,1.2190309,-1.0554631,1.163671,-0.7166921,1.2555937,1.2023376,0.82354784,1.1534379,0.7967015,-0.0035280883,-0.09906767,-1.2761025,-0.46589574,-0.65248954,0.93624455,1.281445,-0.8372332,0.7752194
cell_286,1.0537417,1.4650578,-1.1880146,1.2063398,-1.0645244,-1.6031133,-0.55916315,-0.89593875,2.1711395,0.9382548,-0.8817506,-1.6383717,0.26428056,-0.95294964,-0.07459706,0.92716056,0.76075804,1.8983963,-0.59682363,1.6334887,-1.240027,-0.7733488,-1.4455827,-0.32395166,-1.3745131,1.8463048,-0.77194834,1.1732838,1.1955681,-0.40767404,-1.5449033,1.217669,-1.8484528,1.8408877,-0.68788815,-0.5033654,-0.8666704,1.3832312,-1.9386653,-1.867058,0.9969127,-1.9194801,1.2737129,-0.5090772,-1.9013479,0.2395863,1.4156567,-1.41938,-0.8117227,-1.7964551,0.5252038,-0.56687856,-1.6042517,-1.4127985,0.7044109,2.0545194,-1.4665251,-2.132237,-0.38942447,-1.0123109,-1.6289917,1.271932,2.2505398,-1.4049586
cell_287,0.73158765,1.2629913,-1.5240251,1.4258558,-1.000496,-1.019736,-1.1549067,-1.011,1.7878103,1.2996123,-1.0558339,-1.3810712,0.6585547,-0.83814156,-0.8682406,1.6720529,1.000105,1.9491384,-0.9451861,2.1167858,-1.1025113,-0.56720555,-0.93262786,-0.5331633,-0.69499815,1.6966045,-1.2071395,0.9175156,1.302842,-0.80732656,-2.1135278,0.8535178,-1.7068017,1.6610907,-0.65145934,-0.75431156,-0.89593863,1.2499683,-1.9504167,-1.881755,0.98756385,-0.78691363,0.7257431,-1.6253101,-1.8295856,0.29207975,0.86202043,-1.9003588,-1.6667769,-1.526698,0.29424983,-0.9268968,-1.8635849,-1.7472112,1.1961479,1.780452,-2.023579,-1.66294,-1.2536668,-0.90452695,-1.2049477,1.3951802,2.0022607,-1.8817697
cell_288,0.5926853,1.004273,0.90568405,-1.3090755,-0.1136051,0.005614208,1.1649863,-0.44507524,1.4738679,0.90016943,-0.41493353,-0.72728753,-1.069992,-0.6596965,0.44246447,0.557978,-1.4969368,1.3543395,-1.0277065,0.77419055,-1.2087615,-1.0271248,0.76849633,2.0580866,-2.1012812,0.73565525,1.2076116,-0.77242726,1.5237521,0.032156583,-0.7482903,-0.8849155,-1.9025605,-1.2267288,-1.1076176,0.90270776,0.4234817,-0.33607727,0.086570874,-1.2390833,1.235822,0.41940135,1.724234,-1.0748911,-2.1760108,-1.0173051,-0.8716959,0.74440074,0.40785456,1.1938822,-0.83709574,1.6682303,-1.8706144,1.2337816,-1.5562129,-1.7263926,-0.42181376,-1.1354653,2.2301326,1.9971691,-0.23394372,-1.5321609,-1.300787,-1.42906
cell_289,-1.2820578,0.34828684,0.042098746,-0.23882951,0.3784055,-2.2020028,0.6381221,0.222549,1.8566277,-0.735282,-0.28159833,0.018965792,-1.4083036,-0.82068956,1.8665698,-1.2467597,-1.1863627,2.3907423,1.4877983,0.7547038,-1.0143489,-0.7402257,1.8852081,0.29512253,-1.2195143,-1.3766197,0.1847026,-0.308584,0.72082615,-0.039136976,-0.13977626,0.090152666,0.7807402,0.41826475,1.5993166,0.3942879,-0.2846321,-1.2381804,-1.8013115,1.2551025,0.49670044,-1.4063463,-0.43614107,1.5609776,-1.050072,-0.37319756,-0.8003553,1.0357869,1.9600042,-1.6898757,0.39100844,0.4392863,0.7079883,-1.217788,-1.32799,1.0822872,-2.0286117,-1.4497635,2.0831065,2.031035,-1.1993752,-0.35775605,0.4585564,0.843176
cell_290,0.48569357,1.0256588,-1.0827502,1.1111084,-0.65288734,0.055760473,0.7066127,1.3058245,-0.29498568,-1.0420145,0.6179944,0.92570055,0.6680019,-0.9994923,0.7420243,0.94085854,1.093158,-0.8866501,-0.94558704,-1.5749302,1.0812683,0.12778999,-0.64885366,-0.68708265,1.1331595,1.1541843,-0.81670374,-0.8005705,-0.31862167,-0.9781157,0.4462737,-1.0082405,-0.7268956,-0.84521544,1.4714192,1.4270272,1.0063659,-1.0216784,0.640507,1.3518636,-1.3777609,-1.0469338,-0.97997683,0.9469033,0.5936302,-1.0696131,1.195185,-1.2139288,1.8884571,-0.8051163,1.5999256,1.0096662,1.1935508,1.2162776,0.45933783,-0.030649066,-0.5600598,-1.3685007,-0.49597117,-1.0440124,1.0966215,0.48901066,-1.2150457,1.4077458
cell_291,1.6340686,1.3750099,0.11507484,1.0934713,-0.9695783,0.9033326,-0.9315165,1.5642124,-0.8176067,0.6495138,1.5276983,-0.7717667,-1.0676206,1.0245587,-0.9302549,-1.9522879,0.3346014,-1.2140708,-1.3693714,-1.3751591,1.2063453,1.6546122,1.4885006,1.7072952,-1.4539797,-0.814006,1.2935479,0.9054303,1.0374107,-1.5063796,1.307456,1.3765218,-1.0312139,-1.4436561,-1.2599899,-0.72628677,-0.9282658,0.38226518,1.1284714,1.2455921,0.2595552,-0.91257346,1.1789792,2.4133947,-1.3169131,0.56984,-1.1134887,1.3274833,0.7436428,1.1462808,1.4798017,-1.0330312,-1.4936713,-0.4708343,-1.3449993,0.8637753,1.2940326,1.0263494,-0.5951967,-0.5221586,-1.0309933,-0.79396117,0.8149603,1.0110924
cell_292,1.1076155,1.4659381,-1.4541752,0.8799647,-0.35776538,-0.9888828,-0.3624694,-0.5878165,2.2531931,1.3389322,-0.94676185,-0.92904973,0.2660349,-1.1497915,-1.0898998,1.2078226,1.5131043,2.0804362,-1.3884509,2.182243,-1.706464,-0.6007687,-0.63752973,-0.07710293,-0.5201035,2.3239403,-0.9251323,1.407553,1.4123538,-1.0144899,-2.099728,-0.00195992,-1.7747049,1.7981676,-1.0688705,-0.65984845,-0.9728134,1.4561679,-2.1632683,-1.9346132,1.1949108,-1.6960763,0.57212484,-1.7936634,-0.878259,1.0634863,1.0334978,-1.8736539,-1.3661737,-1.9367833,0.035220794,-0.9336376,-1.79976,-1.5058702,1.0812827,1.6707739,-1.2183423,-2.2375665,-0.54585636,0.140591,-0.9926722,1.281756,1.9177666,-1.5648854
cell_293,1.5767553,1.4508293,-1.7458786,1.8371384,-1.3615228,-0.20164245,1.2704835,1.6072896,-0.15081781,-1.1447494,1.1237152,1.1354742,0.85691214,-1.9175576,0.39307767,0.58256686,0.5377586,-0.6427754,-1.3209729,-0.6563971,1.0481913,0.7442709,-0.6290896,-1.4247571,0.17881626,0.48284674,-1.0187632,-1.7406726,0.5737872,-1.0118451,1.0087183,0.26656342,-1.2072239,-0.39148024,1.0951824,2.0276542,0.26316488,-1.0304344,0.5149063,0.8569101,-0.26832694,-1.7192533,-0.2297837,1.6643561,0.38674477,-0.124694765,0.41767445,-0.6353909,0.9833407,-1.3411102,1.2863684,0.77667457,1.298204,0.96949834,0.57146215,0.17384261,-0.25487727,-1.5517786,-1.5191334,-1.3832353,0.46560705,0.9960215,-0.053947777,1.1824676
cell_294,1.4466301,-0.42003685,-1.4966848,-1.3835247,0.92388785,-2.1111078,0.90979004,1.4528234,2.0712268,-0.12913936,0.6933085,1.0119781,1.2319266,0.43066925,1.2042246,-0.8999971,-0.9533799,-0.675981,0.14275712,1.4129457,-1.5585358,0.69053704,1.8529735,1.9809465,-1.6060042,0.4058651,-1.4107051,1.1774577,1.580147,-2.1791704,1.9292055,-2.0492115,1.2400676,-1.2018896,1.2389377,1.856453,-1.5907469,1.3011184,-1.8026147,-0.99608004,-0.54864365,1.2126276,1.0129461,0.9780864,-0.58921295,1.4822462,0.6496038,-1.5487186,1.7663927,1.2795392,-1.4229593,1.7082727,-1.2109699,1.6682426,0.4709486,-0.67991996,1.2638456,0.5243668,-0.8820239,1.6437588,-0.09945814,0.8183819,-1.087902,-1.5971968
cell_295,0.2249847,0.5874703,-1.0435882,0.5457307,-1.1378087,-1.0619692,-0.94952947,-0.5824429,2.2320027,1.7772081,-1.5213634,-1.871027,0.7732911,-0.505497,-1.0579323,1.5426176,2.0818226,1.7809429,-0.8854166,2.0191433,-1.0050384,-1.4088056,-1.064157,-0.7840774,-1.0486729,2.7531614,-0.10030705,0.9257924,1.55899,0.11946851,-1.5290618,0.69414407,-1.2549887,2.4925058,-1.4562426,-0.27311158,-1.226516,1.3237598,-2.4169674,-2.1620119,1.5909555,-1.2279432,1.213902,-1.7945359,-1.0503443,0.34159428,1.2491438,-2.2059562,-1.3187411,-1.1489938,0.51693624,-1.4616518,-1.8344208,-1.3169848,1.3178065,1.6430558,-1.8321524,-1.3319649,-1.6457665,-1.6404577,-0.37801152,1.5548486,1.4011521,-2.0212631
cell_296,0.892625,0.88601196,-0.7979544,0.93127567,-1.8012471,0.23497444,0.67201376,0.6757322,-0.4891313,-0.7692863,0.728253,0.4544732,0.5157528,-1.8849398,0.7421541,1.631749,0.44478545,-0.39030987,-1.1469665,-1.5424309,0.74774307,0.6826391,-0.4371417,-0.5900489,0.45726132,1.653837,-0.80288845,-1.7268358,-0.060029507,-1.0687721,0.42653286,-1.4463404,-1.1612936,-0.8092972,0.33778077,1.3585294,0.91278887,-0.6030249,1.7084064,0.49931127,-0.8746626,-1.083012,-0.4085555,0.31320775,0.68744504,-0.5047722,1.0072814,-1.4151893,1.7044439,-0.4518255,1.2066972,1.3821688,1.185575,0.37315696,0.59901166,0.9828998,0.5189806,-0.4992752,-1.7629105,-1.1267049,1.3078535,1.467971,-1.1050944,0.87738883
cell_297,1.9502633,1.3565508,-0.26067108,1.2961483,-1.0896842,0.07267563,-0.7811749,0.9165058,-0.20076787,0.83852804,1.2822999,-0.44225642,-0.77840894,1.0998335,-0.38969287,-1.1788784,0.24088559,-1.0350275,-1.8656363,-0.65917283,1.4280409,1.2802101,1.7933112,0.682281,-1.5403644,-1.3139654,0.2815492,0.9071163,1.1541568,-1.135575,1.507375,1.2386773,-1.5393642,-0.98475367,-1.7042092,0.23843476,-1.3084264,-0.14748558,0.7139889,0.32340172,-0.6699724,-1.2461169,1.956063,2.4241095,-1.7163945,0.7590177,-1.3862904,1.6340097,0.33650553,0.83358705,1.7460119,-0.1761586,-0.8009463,-0.7962217,-0.57358015,0.96191657,1.0832971,0.8175546,-0.71587074,-0.946421,-0.7249048,-0.49162775,1.246932,1.3331802
cell_298,1.7354577,1.0078313,0.65120727,1.0426944,-1.2318246,0.5205451,-0.77010524,1.4423716,-1.2338066,1.1006068,1.4510543,-0.9781547,-1.1671662,1.1399446,-0.8548642,-1.3556799,0.38834924,-1.2066294,-0.55573463,-1.101591,1.6565608,1.3841507,1.4134387,1.0540875,-1.2780129,-1.0385997,1.2176895,0.79197,0.970453,-1.3022577,1.229208,1.108781,-0.9214322,-1.4684424,-0.83279306,-0.5223458,-0.85519373,0.26353517,0.29797655,0.91954124,0.20328075,-1.0962305,1.6653237,1.7311902,-1.5393169,0.6584177,-0.9312393,1.5236688,0.40832698,0.9173231,1.2474389,-1.293153,-1.4664644,-0.5313358,-1.0565506,0.83217007,1.4733702,0.5645055,-0.7487383,-0.7164418,-1.1017808,-0.8105945,1.3455247,0.7928088
cell_299,0.048003465,0.69823533,0.5099935,0.6189672,-1.265769,0.0033284277,1.5731539,0.9014182,0.32208544,0.8547537,0.044032678,-0.3956888,-1.0028639,-2.3452044,0.84309804,0.7469935,0.07495902,-0.012502283,-1.5691253,-0.739956,0.76330805,-1.2017363,0.5356959,0.45515522,-0.87139225,0.361674,0.5933189,-1.9815608,1.2540421,-0.1846874,0.052210778,-0.09190887,-1.0413632,-0.9229362,-0.259925,1.5345947,-0.32129455,-1.7946436,1.0981551,0.061819796,1.2012374,-0.77309847,1.4457173,0.4231193,-1.0066553,-0.30301413,-0.9961488,0.23408526,2.7106256,-0.015710741,0.8835764,0.88271976,-0.15691233,1.0919536,-0.261755,-0.58829325,1.4022944,0.13222851,-0.32169175,-0.032424465,0.5356828,-0.28164148,-0.35787487,-0.56834626
cell_300,1.0733862,1.0992557,-0.6235901,0.5777773,-1.0048892,0.82297367,1.0389951,1.1110009,-0.35234284,-0.8363456,0.83578545,0.51839817,0.3557987,-1.1071802,1.170319,1.1086532,0.7416071,-0.49662536,-1.1970655,-0.9863036,0.50312924,0.6384465,-0.4830779,-0.7866929,0.21466577,1.5550855,-0.72542447,-1.2610447,0.17350024,-0.48344755,0.43483984,-1.5549567,-1.0839441,-0.9196215,0.75917417,1.4038247,0.82605815,-1.0985968,1.142446,0.38550586,-1.0549898,-1.0701166,-0.87691516,0.806529,0.64077675,-0.7592958,0.6499692,-1.3758919,1.5945203,-0.74600565,0.8795887,1.2870466,1.1437695,1.291678,0.28155452,0.5700052,0.0014248639,0.0040079355,-1.2321448,-1.2016013,1.1563027,0.9064195,-1.5349903,0.8774233
cell_301,0.75036836,0.77936506,-0.96885985,1.254234,-1.6946143,0.87491864,1.2698784,1.2182348,-0.39277893,-0.7935154,0.67389464,0.84981453,0.5151585,-2.0166187,0.64640015,1.3431737,1.0144975,-1.0127133,-1.093826,-1.4483447,1.4859459,0.33059835,-0.75620604,-0.76951844,0.26684684,1.9277458,-0.69430006,-1.4794104,-0.072549336,-1.1415964,0.59706014,-0.93691385,-0.9713759,-0.09563503,0.7371204,1.3539802,0.18549128,-1.0397623,1.4875649,0.3417634,-0.50195926,-1.0834,0.09603992,0.611733,0.9204212,-0.17463252,0.2388744,-1.0228933,1.395403,-1.1429907,1.1321181,1.3055807,1.107794,1.0725472,0.56708467,1.3839784,0.64162457,-0.3150893,-1.3815598,-0.41048467,1.0304735,2.3712234,-0.634956,0.71727717
cell_302,0.25389564,0.20077357,0.18303642,-2.203528,0.525928,-2.2542481,0.4734288,0.4334945,2.4039254,-0.45529532,0.65428936,0.14455216,-0.27571896,-0.7218505,1.2575003,-1.4911835,-1.8349103,0.0844132,1.8108044,2.1380126,-2.023252,0.6077243,1.8902872,1.7412475,-1.9516975,-0.1852848,-1.0681775,1.6055417,0.44132012,-1.5511762,1.7055987,-1.3224455,1.6214383,-0.45479012,1.6487573,0.67953545,-0.8308149,0.19994152,-2.5526292,-0.4639716,0.7110525,0.28449675,-0.14242871,0.74459136,-0.6039454,0.06800875,0.8642603,-0.21359372,1.5368216,0.3259372,0.53682685,1.0701534,-0.3943783,0.94055957,-0.45379317,-0.43480593,0.02634079,-0.7287426,0.24733298,2.0548348,-0.52884483,0.8164443,-1.5124848,-0.9643395
