,label
cell_1108,E3Rmst
cell_1109,E4Il1rapl2
cell_1110,E2Rasgrf2
cell_1111,InP
cell_1112,E2Rasgrf2
cell_1113,E4Il1rapl2
cell_1114,E3Rorb
cell_1115,E3Rmst
cell_1116,E2Rasgrf2
cell_1117,E3Rorb
cell_1118,E4Il1rapl2
cell_1119,E3Rorb
cell_1120,InS
cell_1121,E4Thsd7a
cell_1122,E3Rmst
cell_1123,E2Rasgrf2
cell_1124,E3Rorb
cell_1125,E2Rasgrf2
cell_1126,E6Tle4
cell_1127,InP
cell_1128,E6Tle4
cell_1129,E3Rorb
cell_1130,E2Rasgrf2
cell_1131,E4Thsd7a
cell_1132,E3Rorb
cell_1133,E4Il1rapl2
cell_1134,E2Rasgrf2
cell_1135,E2Rasgrf2
cell_1136,E5Sulf1
cell_1137,Endo
cell_1138,OliI
cell_1139,E3Rorb
cell_1140,E2Rasgrf2
cell_1141,E2Rasgrf2
cell_1142,E6Tle4
cell_1143,E3Rorb
cell_1144,E3Rorb
cell_1145,E3Rorb
cell_1146,E2Rasgrf2
cell_1147,E2Rasgrf2
cell_1148,E5Galnt14
cell_1149,E2Rasgrf2
cell_1150,E6Tle4
cell_1151,E2Rasgrf2
cell_1152,E6Tle4
cell_1153,E6Tle4
cell_1154,E3Rmst
cell_1155,E2Rasgrf2
cell_1156,InS
cell_1157,E2Rasgrf2
cell_1158,E6Tle4
cell_1159,E3Rorb
cell_1160,InP
cell_1161,E2Rasgrf2
cell_1162,Ast
cell_1163,E6Tle4
cell_1164,E2Rasgrf2
cell_1165,InP
cell_1166,E3Rorb
cell_1167,E5Parm1
cell_1168,E3Rorb
cell_1169,Ast
cell_1170,E6Tle4
cell_1171,E3Rmst
cell_1172,E2Rasgrf2
cell_1173,E2Rasgrf2
cell_1174,E5Galnt14
cell_1175,E2Rasgrf2
cell_1176,E2Rasgrf2
cell_1177,OliM
cell_1178,E3Rorb
cell_1179,E2Rasgrf2
cell_1180,E3Rorb
cell_1181,E6Tle4
cell_1182,E3Rorb
cell_1183,E5Galnt14
cell_1184,E6Tle4
cell_1185,InS
cell_1186,E4Il1rapl2
cell_1187,E3Rorb
cell_1188,E6Tle4
cell_1189,E4Il1rapl2
cell_1190,E2Rasgrf2
cell_1191,E6Tle4
cell_1192,Ast
cell_1193,E2Rasgrf2
cell_1194,InV
cell_1195,E3Rorb
cell_1196,Clau
cell_1197,E2Rasgrf2
cell_1198,E3Rorb
cell_1199,E3Rorb
cell_1200,E2Rasgrf2
cell_1201,E3Rorb
cell_1202,E2Rasgrf2
cell_1203,Ast
cell_1204,E5Parm1
cell_1205,E3Rorb
cell_1206,E6Tle4
cell_1207,E6Tle4
cell_1208,E4Thsd7a
cell_1209,E2Rasgrf2
cell_1210,Ast
cell_1211,E2Rasgrf2
cell_1212,E6Tle4
cell_1213,OPC
cell_1214,E3Rorb
cell_1215,Ast
cell_1216,E6Tle4
cell_1217,E6Tle4
cell_1218,E3Rmst
cell_1219,E3Rorb
cell_1220,E5Tshz2
cell_1221,E5Tshz2
cell_1222,OliM
cell_1223,E3Rorb
cell_1224,E6Tle4
cell_1225,Ast
cell_1226,Clau
cell_1227,E2Rasgrf2
cell_1228,E2Rasgrf2
cell_1229,InP
cell_1230,E2Rasgrf2
cell_1231,Ast
cell_1232,E3Rorb
cell_1233,E6Tle4
cell_1234,E6Tle4
cell_1235,E5Sulf1
cell_1236,OliM
cell_1237,E2Rasgrf2
cell_1238,OPC
cell_1239,InN
cell_1240,InP
cell_1241,E2Rasgrf2
cell_1242,E2Rasgrf2
cell_1243,E4Il1rapl2
cell_1244,E5Galnt14
cell_1245,E6Tle4
cell_1246,E2Rasgrf2
cell_1247,E2Rasgrf2
cell_1248,Clau
cell_1249,E2Rasgrf2
cell_1250,E3Rorb
cell_1251,E5Parm1
cell_1252,E4Il1rapl2
cell_1253,E3Rorb
cell_1254,E4Thsd7a
cell_1255,E2Rasgrf2
cell_1256,E6Tle4
cell_1257,E5Galnt14
cell_1258,E4Il1rapl2
cell_1259,E5Galnt14
cell_1260,E2Rasgrf2
cell_1261,E6Tle4
cell_1262,E2Rasgrf2
cell_1263,E4Thsd7a
cell_1264,E6Tle4
cell_1265,E6Tle4
cell_1266,E2Rasgrf2
cell_1267,E2Rasgrf2
cell_1268,E5Galnt14
cell_1269,E2Rasgrf2
cell_1270,E4Il1rapl2
cell_1271,E3Rorb
cell_1272,E3Rmst
cell_1273,E5Sulf1
cell_1274,E2Rasgrf2
cell_1275,E6Tle4
cell_1276,E4Thsd7a
cell_1277,E2Rasgrf2
cell_1278,E3Rorb
cell_1279,E2Rasgrf2
cell_1280,InP
cell_1281,E5Tshz2
cell_1282,E2Rasgrf2
cell_1283,Ast
cell_1284,InS
cell_1285,InS
cell_1286,InV
cell_1287,E3Rmst
cell_1288,E3Rmst
cell_1289,E2Rasgrf2
cell_1290,E5Sulf1
cell_1291,E3Rorb
cell_1292,E3Rorb
cell_1293,E2Rasgrf2
cell_1294,E6Tle4
cell_1295,E4Thsd7a
cell_1296,E4Il1rapl2
cell_1297,E6Tle4
cell_1298,E2Rasgrf2
cell_1299,Clau
cell_1300,E5Galnt14
cell_1301,E5Parm1
cell_1302,E5Galnt14
cell_1303,E4Il1rapl2
cell_1304,InP
cell_1305,E5Galnt14
cell_1306,E2Rasgrf2
cell_1307,E2Rasgrf2
cell_1308,E2Rasgrf2
cell_1309,E5Galnt14
cell_1310,E4Thsd7a
cell_1311,E6Tle4
cell_1312,E3Rorb
cell_1313,E6Tle4
cell_1314,E4Il1rapl2
cell_1315,E4Thsd7a
cell_1316,E4Thsd7a
cell_1317,E3Rorb
cell_1318,OliM
cell_1319,Clau
cell_1320,InS
cell_1321,Ast
cell_1322,E2Rasgrf2
cell_1323,E2Rasgrf2
cell_1324,E2Rasgrf2
cell_1325,E3Rorb
cell_1326,E5Sulf1
cell_1327,InV
cell_1328,E3Rorb
cell_1329,E3Rmst
cell_1330,E4Thsd7a
cell_1331,E3Rmst
cell_1332,E2Rasgrf2
cell_1333,E2Rasgrf2
cell_1334,E5Galnt14
cell_1335,E2Rasgrf2
cell_1336,E3Rorb
cell_1337,E5Parm1
cell_1338,E2Rasgrf2
cell_1339,E2Rasgrf2
cell_1340,E3Rorb
cell_1341,E6Tle4
cell_1342,InV
cell_1343,E5Galnt14
cell_1344,InS
cell_1345,Endo
cell_1346,E3Rorb
cell_1347,E4Il1rapl2
cell_1348,E4Il1rapl2
cell_1349,Mic
cell_1350,E2Rasgrf2
cell_1351,E3Rorb
cell_1352,InV
cell_1353,Ast
cell_1354,E6Tle4
cell_1355,E2Rasgrf2
cell_1356,Mic
cell_1357,E3Rorb
cell_1358,OliM
cell_1359,InS
cell_1360,E2Rasgrf2
cell_1361,E6Tle4
cell_1362,E4Il1rapl2
cell_1363,E2Rasgrf2
cell_1364,E6Tle4
cell_1365,E2Rasgrf2
cell_1366,E3Rorb
cell_1367,E6Tle4
cell_1368,E5Galnt14
cell_1369,E6Tle4
cell_1370,E5Galnt14
cell_1371,E4Il1rapl2
cell_1372,E2Rasgrf2
cell_1373,Clau
cell_1374,E3Rorb
cell_1375,Ast
cell_1376,OPC
cell_1377,Peri
cell_1378,E2Rasgrf2
cell_1379,Ast
cell_1380,E5Sulf1
cell_1381,E2Rasgrf2
cell_1382,E2Rasgrf2
cell_1383,E6Tle4
cell_1384,OliM
cell_1385,E2Rasgrf2
cell_1386,Ast
cell_1387,Peri
cell_1388,E3Rorb
cell_1389,E2Rasgrf2
cell_1390,Clau
cell_1391,OliM
cell_1392,E2Rasgrf2
cell_1393,E4Il1rapl2
cell_1394,E2Rasgrf2
cell_1395,E5Parm1
cell_1396,E5Galnt14
cell_1397,E2Rasgrf2
cell_1398,E5Sulf1
cell_1399,E2Rasgrf2
cell_1400,Clau
cell_1401,E4Il1rapl2
cell_1402,E4Thsd7a
cell_1403,E6Tle4
cell_1404,E5Parm1
cell_1405,InP
cell_1406,E4Thsd7a
cell_1407,E4Thsd7a
cell_1408,E2Rasgrf2
cell_1409,E2Rasgrf2
cell_1410,E3Rmst
cell_1411,E6Tle4
cell_1412,E3Rorb
cell_1413,E4Thsd7a
cell_1414,E2Rasgrf2
cell_1415,E2Rasgrf2
cell_1416,InS
cell_1417,E4Il1rapl2
cell_1418,E5Parm1
cell_1419,E3Rorb
cell_1420,E2Rasgrf2
cell_1421,E2Rasgrf2
cell_1422,E2Rasgrf2
cell_1423,E3Rorb
cell_1424,E6Tle4
cell_1425,E6Tle4
cell_1426,E2Rasgrf2
cell_1427,Clau
cell_1428,E6Tle4
cell_1429,E3Rorb
cell_1430,E3Rorb
cell_1431,E4Il1rapl2
cell_1432,E3Rorb
cell_1433,E2Rasgrf2
cell_1434,E6Tle4
cell_1435,E5Galnt14
cell_1436,E4Il1rapl2
cell_1437,InP
cell_1438,E5Galnt14
cell_1439,E6Tle4
cell_1440,E5Sulf1
cell_1441,InS
cell_1442,E3Rorb
cell_1443,E2Rasgrf2
cell_1444,E2Rasgrf2
cell_1445,E5Tshz2
cell_1446,E4Il1rapl2
cell_1447,E2Rasgrf2
cell_1448,E4Il1rapl2
cell_1449,E2Rasgrf2
cell_1450,E2Rasgrf2
cell_1451,E2Rasgrf2
cell_1452,E6Tle4
cell_1453,E3Rorb
cell_1454,InN
cell_1455,E3Rorb
cell_1456,E3Rorb
cell_1457,E3Rorb
cell_1458,InP
cell_1459,E4Thsd7a
cell_1460,E3Rorb
cell_1461,E6Tle4
cell_1462,E5Tshz2
cell_1463,E2Rasgrf2
cell_1464,E2Rasgrf2
cell_1465,E6Tle4
cell_1466,InP
cell_1467,E2Rasgrf2
cell_1468,E6Tle4
cell_1469,E2Rasgrf2
cell_1470,E2Rasgrf2
cell_1471,InV
cell_1472,E5Galnt14
cell_1473,E2Rasgrf2
cell_1474,InS
cell_1475,E5Parm1
cell_1476,E6Tle4
cell_1477,OliM
cell_1478,E5Parm1
cell_1479,InV
cell_1480,E6Tle4
cell_1481,E3Rorb
cell_1482,Clau
cell_1483,E6Tle4
cell_1484,Ast
cell_1485,Ast
cell_1486,E3Rorb
cell_1487,E3Rorb
cell_1488,E2Rasgrf2
cell_1489,InV
cell_1490,E5Galnt14
cell_1491,E4Thsd7a
cell_1492,E3Rorb
cell_1493,Endo
cell_1494,E3Rorb
cell_1495,E6Tle4
cell_1496,E6Tle4
cell_1497,E2Rasgrf2
cell_1498,E4Thsd7a
cell_1499,E6Tle4
cell_1500,E2Rasgrf2
cell_1501,Mic
cell_1502,E3Rorb
cell_1503,E3Rorb
cell_1504,E6Tle4
cell_1505,E5Tshz2
cell_1506,InV
cell_1507,Ast
cell_1508,Mic
cell_1509,E3Rorb
cell_1510,E4Il1rapl2
cell_1511,Ast
cell_1512,E3Rorb
cell_1513,E3Rorb
cell_1514,OPC
cell_1515,Ast
cell_1516,E2Rasgrf2
cell_1517,E5Galnt14
cell_1518,E3Rorb
cell_1519,E3Rorb
cell_1520,E3Rorb
cell_1521,E5Tshz2
cell_1522,E5Sulf1
cell_1523,E3Rorb
cell_1524,E6Tle4
cell_1525,E2Rasgrf2
cell_1526,E2Rasgrf2
cell_1527,E3Rorb
cell_1528,E3Rorb
cell_1529,E3Rorb
cell_1530,E6Tle4
cell_1531,Clau
cell_1532,E3Rorb
cell_1533,InP
cell_1534,Mic
cell_1535,E3Rorb
cell_1536,E2Rasgrf2
cell_1537,InS
cell_1538,E5Galnt14
cell_1539,E5Galnt14
cell_1540,OPC
cell_1541,E4Thsd7a
cell_1542,E2Rasgrf2
cell_1543,E2Rasgrf2
cell_1544,E5Parm1
cell_1545,E4Il1rapl2
cell_1546,E5Galnt14
cell_1547,E3Rmst
cell_1548,E4Il1rapl2
cell_1549,Peri
cell_1550,E6Tle4
cell_1551,E4Il1rapl2
cell_1552,E4Thsd7a
cell_1553,E3Rorb
cell_1554,E3Rmst
cell_1555,E2Rasgrf2
cell_1556,E2Rasgrf2
cell_1557,E4Il1rapl2
cell_1558,E3Rorb
cell_1559,E6Tle4
cell_1560,E3Rorb
cell_1561,E2Rasgrf2
cell_1562,OliM
cell_1563,E3Rorb
cell_1564,InS
cell_1565,E5Galnt14
cell_1566,E4Thsd7a
cell_1567,E3Rorb
cell_1568,InN
cell_1569,OliM
cell_1570,E3Rmst
cell_1571,Ast
cell_1572,E3Rorb
cell_1573,E5Galnt14
cell_1574,Mic
cell_1575,InP
cell_1576,E3Rorb
cell_1577,E2Rasgrf2
cell_1578,E2Rasgrf2
cell_1579,E2Rasgrf2
cell_1580,E2Rasgrf2
cell_1581,E3Rorb
cell_1582,E2Rasgrf2
cell_1583,OliM
cell_1584,E5Galnt14
cell_1585,E2Rasgrf2
cell_1586,E2Rasgrf2
cell_1587,E3Rorb
cell_1588,InP
cell_1589,E2Rasgrf2
cell_1590,InP
cell_1591,E3Rorb
cell_1592,E2Rasgrf2
cell_1593,E5Tshz2
cell_1594,E3Rorb
cell_1595,InP
cell_1596,E3Rorb
cell_1597,E2Rasgrf2
cell_1598,E3Rorb
cell_1599,E2Rasgrf2
cell_1600,E2Rasgrf2
cell_1601,E2Rasgrf2
cell_1602,E2Rasgrf2
cell_1603,E2Rasgrf2
cell_1604,E2Rasgrf2
cell_1605,E3Rorb
cell_1606,E6Tle4
cell_1607,E2Rasgrf2
cell_1608,E4Thsd7a
cell_1609,E4Il1rapl2
cell_1610,E5Parm1
cell_1611,E4Thsd7a
cell_1612,OliM
cell_1613,E6Tle4
cell_1614,E2Rasgrf2
cell_1615,E3Rorb
cell_1616,E2Rasgrf2
cell_1617,E5Sulf1
cell_1618,E4Thsd7a
cell_1619,InP
cell_1620,Ast
cell_1621,E5Parm1
cell_1622,E2Rasgrf2
cell_1623,E2Rasgrf2
cell_1624,E5Galnt14
cell_1625,InS
cell_1626,OPC
cell_1627,E3Rorb
cell_1628,E5Parm1
cell_1629,E3Rorb
cell_1630,E5Parm1
cell_1631,E3Rorb
cell_1632,E4Il1rapl2
cell_1633,E4Il1rapl2
cell_1634,E3Rorb
cell_1635,E5Galnt14
cell_1636,E6Tle4
cell_1637,E2Rasgrf2
cell_1638,E2Rasgrf2
cell_1639,Ast
cell_1640,E5Sulf1
cell_1641,E2Rasgrf2
cell_1642,E6Tle4
cell_1643,E6Tle4
cell_1644,Ast
cell_1645,E6Tle4
cell_1646,E6Tle4
cell_1647,E2Rasgrf2
cell_1648,E4Thsd7a
cell_1649,E2Rasgrf2
cell_1650,E3Rorb
cell_1651,E6Tle4
cell_1652,E2Rasgrf2
cell_1653,OPC
cell_1654,E2Rasgrf2
cell_1655,E4Thsd7a
cell_1656,E2Rasgrf2
cell_1657,E2Rasgrf2
cell_1658,E5Galnt14
cell_1659,InN
cell_1660,E2Rasgrf2
cell_1661,E6Tle4
cell_1662,E2Rasgrf2
cell_1663,E4Thsd7a
cell_1664,E3Rorb
cell_1665,Ast
cell_1666,E2Rasgrf2
cell_1667,Ast
cell_1668,Ast
cell_1669,E3Rorb
cell_1670,E5Sulf1
cell_1671,OliM
cell_1672,E3Rorb
cell_1673,InV
cell_1674,E2Rasgrf2
cell_1675,E3Rmst
cell_1676,E4Thsd7a
cell_1677,E6Tle4
cell_1678,E3Rmst
cell_1679,E3Rorb
cell_1680,E5Galnt14
cell_1681,E2Rasgrf2
cell_1682,E6Tle4
cell_1683,E4Il1rapl2
cell_1684,E4Thsd7a
cell_1685,E2Rasgrf2
cell_1686,E4Thsd7a
cell_1687,E2Rasgrf2
cell_1688,E4Thsd7a
cell_1689,E5Parm1
cell_1690,E3Rorb
cell_1691,E4Thsd7a
cell_1692,E3Rmst
cell_1693,E2Rasgrf2
cell_1694,E4Il1rapl2
cell_1695,E2Rasgrf2
cell_1696,E6Tle4
cell_1697,E2Rasgrf2
cell_1698,E3Rorb
cell_1699,E3Rorb
cell_1700,E6Tle4
cell_1701,E4Thsd7a
cell_1702,E3Rorb
cell_1703,E6Tle4
cell_1704,E3Rorb
cell_1705,E5Sulf1
cell_1706,E2Rasgrf2
cell_1707,E2Rasgrf2
cell_1708,E4Il1rapl2
cell_1709,E5Sulf1
cell_1710,E3Rorb
cell_1711,Ast
cell_1712,E4Il1rapl2
cell_1713,E4Il1rapl2
cell_1714,E3Rorb
cell_1715,E5Parm1
cell_1716,E4Il1rapl2
cell_1717,E6Tle4
cell_1718,E4Thsd7a
cell_1719,E6Tle4
cell_1720,E5Galnt14
cell_1721,E5Galnt14
cell_1722,InS
cell_1723,E2Rasgrf2
cell_1724,Clau
cell_1725,E2Rasgrf2
cell_1726,E6Tle4
cell_1727,Ast
cell_1728,E5Sulf1
cell_1729,E6Tle4
cell_1730,E4Il1rapl2
cell_1731,E2Rasgrf2
cell_1732,E5Galnt14
cell_1733,E5Galnt14
cell_1734,E5Tshz2
cell_1735,E5Galnt14
cell_1736,E2Rasgrf2
cell_1737,E4Il1rapl2
cell_1738,E6Tle4
cell_1739,E4Il1rapl2
cell_1740,E6Tle4
cell_1741,E2Rasgrf2
cell_1742,E3Rorb
cell_1743,InP
cell_1744,E2Rasgrf2
cell_1745,OliM
cell_1746,InV
cell_1747,E4Thsd7a
cell_1748,E3Rorb
cell_1749,E5Galnt14
cell_1750,E3Rorb
cell_1751,E2Rasgrf2
cell_1752,E3Rorb
cell_1753,E5Tshz2
cell_1754,E4Il1rapl2
cell_1755,E5Parm1
cell_1756,E2Rasgrf2
cell_1757,E6Tle4
cell_1758,E4Il1rapl2
cell_1759,Ast
cell_1760,E5Parm1
cell_1761,E2Rasgrf2
cell_1762,E2Rasgrf2
cell_1763,E2Rasgrf2
cell_1764,E5Galnt14
cell_1765,Ast
cell_1766,OPC
cell_1767,E5Galnt14
cell_1768,E2Rasgrf2
cell_1769,E4Thsd7a
cell_1770,E3Rorb
cell_1771,E3Rorb
cell_1772,E2Rasgrf2
cell_1773,E2Rasgrf2
cell_1774,E5Sulf1
cell_1775,E6Tle4
cell_1776,E3Rorb
cell_1777,Ast
cell_1778,E3Rorb
cell_1779,E3Rorb
cell_1780,InS
cell_1781,E3Rorb
cell_1782,E2Rasgrf2
cell_1783,E2Rasgrf2
cell_1784,Ast
cell_1785,E2Rasgrf2
cell_1786,Ast
cell_1787,InS
cell_1788,E3Rorb
cell_1789,Ast
cell_1790,Ast
cell_1791,E3Rorb
cell_1792,Ast
cell_1793,E6Tle4
cell_1794,E6Tle4
cell_1795,E6Tle4
cell_1796,E3Rorb
cell_1797,E2Rasgrf2
cell_1798,E3Rorb
cell_1799,E3Rorb
cell_1800,E6Tle4
cell_1801,Clau
cell_1802,E3Rorb
cell_1803,InN
cell_1804,Ast
cell_1805,Ast
cell_1806,Ast
cell_1807,E5Galnt14
cell_1808,E6Tle4
cell_1809,Ast
cell_1810,E3Rorb
cell_1811,Ast
cell_1812,Ast
cell_1813,OliM
cell_1814,E3Rorb
cell_1815,Mic
cell_1816,OliM
cell_1817,E3Rorb
cell_1818,OPC
cell_1819,OliM
cell_1820,OliM
cell_1821,E2Rasgrf2
cell_1822,E4Thsd7a
cell_1823,E3Rorb
cell_1824,E5Galnt14
cell_1825,E3Rorb
cell_1826,OPC
cell_1827,InP
cell_1828,OliM
cell_1829,E5Galnt14
cell_1830,E2Rasgrf2
cell_1831,OliM
cell_1832,Ast
cell_1833,Ast
cell_1834,E4Il1rapl2
cell_1835,OliM
cell_1836,E3Rorb
cell_1837,Endo
