,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_464,2.755087,0.55696875,0.13867131,-0.45001543,-0.03867358,1.9585274,-1.6525055,0.4020235,0.9604648,1.1514595,1.1672939,-0.91759056,-1.3578017,0.88533974,1.6577252,-2.3311312,-1.7280663,3.4302104,-2.6208649,-0.11062076,1.8104413,-0.4437619,-0.30311027,-3.1425438,-2.8904994,-0.06457178,-1.6764617,1.3329214,1.5299007,0.44660783,1.4852291,-1.7181368,-0.8321529,1.5955639,2.3742537,0.59083617,-1.6339012,1.1999859,1.634903,-0.18241078,-0.5574876,2.5117588,-0.070124954,-1.2134211,-0.009316444,-2.4263082,1.9113748,0.94639254,-0.8427963,-0.69630486,0.94385463,-0.9511994,-1.2807302,-1.1028461,-1.0320668,1.0378324,-0.94868374,0.15095577,-2.676266,-1.2336892,0.9957284,-2.0354202,-0.991188,0.38990808
cell_465,0.19898784,0.8983804,-1.3470066,-0.82335687,-1.2548163,0.6627236,0.8592103,-0.72407806,1.2789778,-1.3358287,0.64682096,1.6849647,-1.8043525,0.42032287,1.3908366,1.212304,0.14659658,-0.07319787,1.9095176,0.7290578,-0.99611676,1.6363966,1.4769896,1.4900697,0.26806298,0.75427717,0.6165147,-1.1846433,1.5671606,-0.5088403,-0.286032,-1.3393415,-0.57170093,0.6283199,1.4870538,0.98887324,1.2522533,0.43603307,1.2551056,-0.40994066,-1.5425619,-1.1120265,0.73146695,1.8024421,-0.7940952,-1.066937,0.4099963,-1.7462705,1.8563526,-1.4800053,0.49159008,0.6315487,0.9749634,-0.38428292,-1.4092623,-1.1195632,-0.20407286,-1.429298,1.064863,-0.1752672,-0.752931,-0.6506452,1.284383,1.9500526
cell_466,-0.23917586,0.9694597,-1.1521217,-1.1146138,-1.1566954,0.8971211,0.39873517,-0.77663064,1.4087801,-1.2607874,0.7874702,1.6743498,-2.3103428,0.9771164,1.2191198,1.4650062,0.027219564,-0.1618309,1.5549107,0.52659476,-1.1763928,1.4292934,1.3430563,1.3713286,0.8188143,0.39179972,0.51079106,-0.8719575,1.202847,-0.6916303,-0.6508174,-0.87207496,-0.7507135,0.3605124,1.391177,1.6250226,0.8738791,0.47843656,1.6781157,0.1047297,-1.2572631,-1.4272273,0.51360947,1.5549357,-0.4976523,-1.3755416,0.7800384,-1.6304615,0.99167585,-1.8033547,1.14833,0.40051746,1.2119511,-0.3208776,-1.3009659,-1.1433966,-0.44072583,-1.4660574,1.0006523,-0.085474074,-0.14243579,-0.8541008,0.5391572,1.5811805
cell_467,0.08171181,0.5038403,-0.9675347,-0.5501043,-0.98823744,0.72517264,0.67649466,-0.42704904,1.877297,-1.4515392,0.64399636,1.2352519,-1.7272512,0.81736565,1.1131747,0.80771196,0.20120148,-0.3941087,1.7200412,0.5584714,-0.48315188,1.67025,1.1649386,0.9612781,0.1765755,0.3350051,0.24456155,-1.1757016,1.2928796,-0.63300306,-0.44718176,-0.726072,-0.69504946,0.92359203,1.4952025,1.0757306,1.1558398,0.20767346,1.2927715,-0.13081002,-0.9776412,-1.125284,0.3693357,0.9203254,-0.61277246,-1.3206371,0.6864505,-2.1579144,1.1957339,-1.736501,1.2675128,0.9939603,0.7841147,-0.3982129,-1.2119664,-0.8668113,-0.6505962,-1.3889496,1.1789117,-0.0715868,-0.75371575,-1.1960138,1.0821598,1.7363338
cell_468,1.644768,-1.9852083,-1.1877142,0.87727296,0.032025836,-1.2794589,-1.6738548,-0.016936392,-0.166709,1.312571,-0.20403191,0.48390377,-0.6863087,-0.19597933,-1.0248352,1.7767853,-0.88855475,0.55551016,0.21092834,-3.0473688,0.69883615,0.44045484,0.047901735,-0.081864536,-1.3821065,-1.5804673,-1.1429467,1.6195253,-0.40449214,-2.0778832,-0.054735385,-0.9585061,0.1100104,-0.8084045,-0.13137276,-0.34964877,0.45290327,0.528463,0.8817092,1.2606915,0.4403433,-0.6054034,-0.661872,1.0954528,0.16579983,1.7512571,0.002202779,-0.45990163,-0.024506725,1.6819006,0.4903244,-0.060228825,-0.8633704,1.2801743,0.05581191,-0.6182066,1.2728286,0.22625984,-0.57117397,0.16978046,-0.44532633,0.06885454,0.8717392,-0.52022105
cell_469,-0.17836902,1.2873122,-1.5390263,0.88736814,-1.0100236,1.6103129,-1.7729777,0.8817129,-1.5780722,-1.5432594,-0.5627494,-0.569804,1.6603482,1.7627939,0.43721694,0.33804563,0.7741056,-0.6952727,-0.3445375,0.82895064,-1.0572728,1.047328,1.3654869,1.3704935,-1.4733561,-2.147722,-0.036758587,1.4447834,-1.9196618,-0.8733667,1.0349722,1.3028951,1.2136341,-0.9750327,-1.5001565,1.8869292,-1.2365282,-1.2403245,1.328454,1.8888167,1.1400375,0.6889236,-1.8919545,0.57287973,1.1874464,0.24409522,1.2171644,1.1637392,-0.83116025,-1.8494297,0.704531,0.79202545,0.26428014,2.0820336,-1.41086,0.29967284,-1.0397943,-2.1000822,-0.69395745,1.763163,2.1985047,-1.2344054,1.4684764,1.0985888
cell_470,-0.101153836,1.4334809,-1.9227108,-0.4773693,-1.5309618,0.84005475,1.1840627,-0.6572611,0.8861299,-1.3901145,0.17657894,1.1585212,-1.6246016,0.27005202,1.2395768,1.2252842,-0.26775122,0.14468202,2.043265,1.0993165,-0.8840201,1.6192162,1.3779799,1.536963,0.23697138,0.23990218,0.88944435,-1.0401341,1.5317098,-0.75015426,-0.65573466,-0.77516127,-0.82793415,0.72379744,2.1883,1.6380918,1.0029699,0.7022507,0.67987853,-0.6462891,-1.104918,-0.84418654,0.8531879,1.4990413,-0.5035786,-2.2091136,0.4572907,-1.8931301,0.97503746,-2.0659099,0.6682526,0.52658904,1.2608463,-0.5345342,-1.5140893,-0.5598514,0.40021253,-1.6393043,0.6085133,-0.25034347,-1.1467335,-0.33262774,0.7967189,1.5885386
cell_471,2.1539633,-1.1222483,-0.124607526,-0.06203693,0.0341523,-0.53381455,-1.8236423,-0.12537192,0.6006704,-1.0570815,0.8545174,0.71187115,0.5651932,-1.4689596,-0.49676713,1.1715047,0.38414073,2.0421212,-1.0960709,-2.084455,-0.40722793,-0.5269236,0.5177642,1.5866742,-0.211783,-2.5946844,-0.5563027,0.6309147,1.4573975,-0.89692694,-0.6104195,-1.279612,-0.84433925,0.44889486,-0.40755123,0.27839532,-0.022158556,0.671085,1.4266351,1.4037458,-2.9060683,-0.45510858,-2.3976488,1.522651,1.9665815,1.5028576,1.5083728,-0.40460938,0.5759405,-1.1247206,-1.6901718,-0.561682,0.82482135,0.18750966,0.5132976,-1.6924248,2.200396,1.1699111,-1.9536903,1.1151646,0.38833022,0.8944688,-0.0023514628,0.5968421
cell_472,0.20682374,0.57348573,-2.0161757,-1.02942,-0.46595624,0.15105525,0.85540235,-0.6040981,0.45415255,-1.3486828,2.0540645,1.1622648,-1.3477021,1.0084771,1.0903385,0.5660139,-0.3414132,0.31676197,1.6685207,1.293875,-0.4938305,1.6346478,0.96429664,1.0862682,0.05227714,1.0211624,0.8337594,-0.51901263,1.2223912,-0.07144794,-0.058845185,-0.6799593,-0.48970652,-0.08740266,1.6459177,0.69840765,1.1643864,0.49312958,1.439878,-0.5807885,-1.1576732,-0.24325073,0.3443385,1.4340413,-0.92719877,-1.7858623,-0.27966622,-1.8783174,0.86535656,-1.6516025,0.5539208,0.9536353,1.2362183,0.44206145,-1.5704026,-0.78912723,-0.7625579,-1.6575085,0.79147524,-0.28349698,-0.99784136,-0.47752717,0.20244601,1.2077725
cell_473,1.3435007,-1.338112,0.6473393,1.4032223,0.6178522,-1.3612822,-0.97235,0.7427344,1.4485683,0.5246759,1.7858163,0.73850226,-1.4279033,-0.68341017,1.2649124,1.5518475,-0.9026527,-0.68229836,1.4951882,0.47267377,0.6299301,-0.5278438,0.3387831,-0.7719281,-1.3856714,-1.7634119,-1.9197457,-0.6699288,0.9872813,-1.0353464,1.3588817,0.61334586,-0.5605347,-1.2571329,-0.84123087,1.326902,1.0366107,-1.9267128,1.6318073,-1.0604059,0.5740932,-0.73490304,0.35827416,-1.0164621,-1.4811534,1.1055416,-1.1649342,-1.2280959,-1.2639185,0.98361826,0.9125835,-0.6365807,0.16225773,1.9538635,0.63765985,-0.3591237,-0.4024715,0.1373569,0.9020588,0.57823944,0.8245581,-1.3875827,1.1195084,0.8083434
cell_474,1.6247607,-1.2510487,1.5185082,1.6392779,1.2174914,-2.2239642,-1.2631235,0.5409303,1.4339033,0.52167594,2.3375504,1.5524613,-1.1904403,-0.8154133,1.0992119,1.0749321,-1.9629723,-0.4615681,1.1680604,0.2791438,0.94946957,-0.5693315,0.63270134,-0.8887875,-1.7852659,-1.0218804,-1.4817843,-0.3500617,0.055366993,-0.98540974,1.3349948,0.5708683,-1.2011724,-0.98732924,-1.0612876,1.1575679,1.0266908,-2.2237077,1.2262166,-0.9848023,1.111131,-0.2624799,0.28238875,-0.9295417,-1.2919234,0.94773465,-1.374466,-1.7973565,-1.2755351,1.2352108,0.8565688,-0.024807692,0.96406317,1.5950687,0.740988,-0.6902484,-0.5588607,0.32519615,0.7748037,1.1295681,0.5554917,-1.1268082,1.405659,0.68554145
cell_475,0.026234278,0.52585447,-2.0478518,-0.98296976,-1.0896926,0.46866733,0.2280932,-0.43287197,1.0750173,-1.6405842,2.085743,1.0992537,-1.7091181,0.66206324,1.2554591,0.62244433,-0.55033326,-0.11366047,2.3117762,1.0303259,-0.6859863,1.9914658,1.3992808,1.5148094,-0.29964757,0.7887739,0.7945383,-0.8562705,1.0740628,-0.41624957,-0.6321324,-1.2662201,-0.060971737,0.056588233,1.6908606,1.2063054,0.62072134,0.57947725,1.2498585,-0.502855,-1.3324697,-1.0111185,0.36065462,1.4896948,-0.82872,-1.3221705,-0.087640986,-1.6278343,0.9760186,-2.3097858,0.755072,0.6530355,1.5650213,0.087050244,-1.6090895,-0.6984443,-0.92924994,-2.1114361,1.0849588,-0.24904214,-0.58668876,-0.5820613,0.9159593,1.4676343
cell_476,-0.3399859,1.795398,-0.30651912,0.51451254,-2.0326948,1.8825854,0.81441945,0.62267274,-0.5322489,-2.5374708,-0.7049558,-0.35815606,0.21777421,2.425206,-0.19786389,0.86738694,1.5829897,-0.2769682,-0.8704295,-0.36100817,-0.4747232,2.4108334,1.801097,2.1079042,0.11192135,-0.1838754,0.1467752,-1.5412012,0.0018097758,-0.56095356,-1.7790293,-0.341699,0.14802644,1.1709557,0.792725,1.8686931,0.6291748,-0.2584809,0.14742006,0.31904858,-1.6609548,-0.20884745,-1.2853585,0.43450177,0.11108312,-0.48361403,1.2139498,-0.69230217,2.3490906,-0.89793956,0.5935359,2.1819506,1.2810423,-0.64100564,-1.6141708,-0.51750165,-0.4047436,-2.5793552,1.2640038,-0.09813412,0.092267886,-2.087539,2.0114746,1.7055552
cell_477,-0.22779822,0.8943311,-1.3111327,-0.6684824,-1.6523209,0.66197675,0.7519265,-0.08164269,1.8565938,-1.1515085,0.9701884,1.7357965,-1.674943,0.6277718,1.2429655,0.74339986,0.36995164,-0.18568479,1.7312738,0.59543663,-0.7074313,1.7573618,2.0448534,1.143849,0.56682026,0.29785386,0.36501643,-0.8242471,0.6139735,-0.6688449,-0.9164113,-0.73754764,-1.2300404,1.0626558,1.54657,1.437752,1.2154249,1.0238111,1.3575994,0.20842981,-1.1470673,-1.0322297,0.4144015,1.4465885,-0.7047766,-1.5504069,0.37486908,-1.6554341,1.0662857,-1.5655102,0.88546234,1.115681,1.1715624,-1.0326021,-1.4038876,-0.9395023,-0.10928902,-1.8438827,1.0639938,-0.13424969,-1.0242546,-1.0630525,1.0645509,1.6387459
cell_478,1.9208032,0.2498042,-0.4539976,0.25045085,-0.63284695,-0.96476483,0.9963172,1.4189644,-0.7889456,-2.5198858,2.5580394,-0.58687377,-0.19163316,1.1713464,-1.1795743,0.2777276,-0.26556984,2.7884603,-0.5339507,-0.4696589,0.47900748,1.7292128,0.6101953,0.7935503,-1.61707,-0.0019042566,-1.1756341,-0.3965269,1.1089239,1.4354757,-0.84033155,0.7044344,1.1887894,-2.1640108,1.8862513,-0.67749345,1.0903097,-0.37960628,-0.8790618,-1.4133049,-1.3166487,1.0426006,-1.4652462,0.40316772,-0.9604351,0.14188129,0.21806143,-0.9188708,0.31338736,0.45767072,-1.0841044,1.8542097,1.5617841,3.0255728,-1.6913078,-1.0268552,0.54226685,-2.3269844,0.559533,1.9339978,0.9009936,-0.2452775,-1.1564803,0.4778496
cell_479,1.5380437,-0.4036134,-1.8336787,-0.6209988,-1.7289443,-2.064744,1.2553725,1.7768065,-1.2344327,-1.3857232,2.588089,1.3721738,0.8579499,-1.6591126,1.0725559,-0.023046628,-0.9644461,2.017623,-0.6301929,1.0097598,-1.2503129,1.7926209,1.1694939,-0.71507144,0.65285355,-1.5522764,0.960077,-0.7788222,1.399919,0.81944615,0.48749873,0.27917153,1.4338759,-0.4450072,1.2313173,0.3615678,1.4855512,0.30173814,-0.1930623,-1.0768938,0.7729709,0.79189706,0.31652236,1.4108802,1.3447609,-1.2743404,-0.7004142,-0.92266524,0.0021223426,-1.4221287,-1.3721542,-0.9454971,1.1988633,0.9808266,-1.4387659,-0.77046454,1.8316176,-1.7473121,-1.523426,1.5520318,-0.8838688,1.0938387,-1.2053161,-0.15983154
cell_480,0.12358737,1.7789373,-0.8907566,0.24734887,-1.486616,2.2010171,1.062113,1.2972239,-1.570209,-1.4594306,-0.59047186,-0.80375016,-0.3916245,2.2834523,0.10084686,1.0383537,1.4765574,-0.32995927,-0.23448375,-0.0022261739,0.21235454,2.293113,2.7064433,1.6925776,-0.67357594,-0.3649665,0.17438436,-1.2632782,-0.30485535,-0.3390774,-1.5027663,0.022355288,0.1191974,0.17683178,0.6230488,1.3244636,0.5825512,-0.8636146,-0.35908616,1.2728242,-1.1359843,-0.50063217,-0.70693016,-0.4295578,-0.061598375,-0.38676476,0.9785156,-0.8841731,2.6567192,-0.7239677,0.589823,1.8712074,0.82213604,0.7325048,-1.4758145,-0.023806956,0.46917188,-2.7991233,1.4849705,0.9544376,0.49300316,-2.1366246,1.6249572,2.2891443
cell_481,2.0592334,0.4174297,1.0662766,0.9823627,-0.5090879,-0.3630746,1.0657582,1.8172858,-1.3702172,-1.7859558,1.9298644,-0.1850043,-0.94165915,1.3587786,-0.4745862,0.244257,-0.0052364245,1.8823625,-1.0396045,-1.0024467,0.96295905,1.661535,0.62622744,0.5752124,-1.9308178,-0.07962608,-1.9842703,-1.6751894,1.3351084,1.2325048,-1.1511705,0.96802795,1.2938656,-1.4420282,1.0553181,-1.0159563,0.9180246,-0.54645216,-0.9358146,-1.4397843,-0.8484828,1.0451751,-1.5637726,-1.038134,-1.1629771,1.0937268,-0.18877895,-1.3202124,0.5515254,1.1133964,-1.5768284,1.2741745,1.8238668,1.385278,-1.6582958,-1.4660126,1.2410747,-1.9987842,0.27390188,1.9600036,0.8200073,-0.8946097,-1.0443496,1.1447693
cell_482,0.17537299,0.69023454,-1.801483,0.079003125,-2.643414,-0.2827959,0.35112977,0.67270297,0.77222335,-0.7869619,-0.1943078,-0.47984043,-1.188905,-0.5065316,0.066952825,1.2006183,0.1289345,0.47980705,0.060415506,1.4875367,-0.43653455,0.24916226,0.62303936,1.2518547,-0.20898946,-1.2637825,2.0811388,0.20601863,1.3961418,-0.97859836,0.21374622,-0.6675614,-0.5441748,0.3208408,0.9935891,0.47402546,0.6672317,1.1297544,0.18600976,-0.0078322515,-1.3377472,-1.5031831,-0.3483765,1.7858578,1.0757661,-0.5472443,0.40063208,-0.9465403,1.1011977,-1.8201871,-0.23640713,0.24047711,0.26845607,0.7234284,-1.1605294,-0.73132753,0.9782603,-1.2383504,0.6000438,-0.2271634,-1.0457104,0.77903277,1.5175508,0.08353406
cell_483,-0.55786884,1.0055692,-1.2913693,-0.6042262,-0.7886994,0.54181683,1.1223621,-0.35707262,1.1453861,-1.0586939,-0.65918165,1.2961605,-2.2530222,1.0733674,1.1366266,0.88951975,0.10966785,-0.5092049,2.1707733,1.4367249,-0.40020815,1.4920316,0.5663989,0.64712965,0.12572582,0.9505627,0.7646569,-0.6107687,2.0588522,-1.0462215,-0.7017421,-1.2187841,-1.0771737,0.49081331,0.9409943,1.5858498,1.0666647,0.52667683,0.81450635,-1.1623783,-1.3934805,-0.96117646,0.52465904,0.9445168,-1.0338515,-0.9749553,0.18499407,-1.6282307,0.79271144,-1.605292,0.97153217,0.71961623,1.1904671,-0.4166268,-0.900274,-0.7519016,-0.56407166,-1.0818963,1.1149395,-0.09820923,-0.84026676,-0.7265525,1.0710868,1.3780603
cell_484,1.0816224,-1.3715354,-1.5277581,1.9397583,-1.4954892,-0.929918,-0.79254663,0.90699273,0.5138796,0.4378336,-0.7341185,-0.3681731,-0.87481105,-0.7347227,-0.9114264,1.2579674,-0.10274041,1.540318,-0.36468253,-1.494622,-0.38280606,-0.6176406,-1.416495,0.5566647,-1.3575525,-1.7016035,0.5116986,1.2674559,0.9303623,-0.73818815,0.5740042,-1.2257581,-1.1625571,-1.6862874,0.35671866,-0.6364794,1.0981429,0.8871747,-0.0013845861,1.80763,-1.4059291,-0.77165085,-1.346684,1.0526932,1.258379,0.6334981,0.38128743,1.1662699,1.2308416,1.2218727,-1.11703,0.2542348,-0.5748662,1.7845658,-0.8713961,-0.67396384,1.5470729,0.758352,0.34376734,-0.47270423,-1.4693425,0.85055083,1.413325,-1.4899188
cell_485,0.5743745,-0.18684456,-0.06265113,-0.99317056,-1.0288775,-0.1036531,1.1246598,0.50587213,0.089665204,-1.1828669,1.748555,1.0830934,-0.21684635,-0.7279197,1.0440973,0.86532474,0.7325053,0.612461,-0.19283319,1.5111021,-1.1156191,0.64716935,1.9003656,0.18626897,0.7068859,-0.9729171,0.7354001,-0.90176684,2.191253,-0.63576394,-0.12310383,-0.47945058,-0.5619434,0.3087591,0.9752068,0.8169644,0.29414222,0.62956375,0.6191684,-0.9531057,-0.8219544,0.055207223,0.47278428,1.5255616,0.19334826,-0.49150485,0.1305506,-1.9483602,0.72859854,-1.296114,-0.48615742,-0.6462925,1.7943405,-0.14943257,-0.30614465,-1.9827559,1.0757205,-1.938405,0.002947876,1.1127632,-0.35847285,0.5777869,0.18574588,0.9870703
cell_486,2.056517,-1.1172322,1.4271183,1.887195,0.7795626,-1.8412597,-1.8501738,1.044948,1.3479952,0.3771267,1.7983036,1.0791597,-1.2129093,-0.9288301,0.9252041,1.3941019,-1.9126103,-0.45212185,1.211286,0.11851251,0.670691,-0.70092094,0.5259078,-0.92239153,-1.7462472,-1.6095175,-1.7569715,-0.8601303,0.6036905,-0.914575,1.5868881,0.6770169,-0.6035674,-1.071507,-0.5574062,0.7587961,0.9008965,-1.8412277,1.3314121,-0.612071,0.63767165,-0.73905385,0.4379285,-1.15964,-1.3045142,0.82850075,-1.5113707,-1.4282184,-1.2203372,0.91124845,1.1700032,-0.5032847,0.7731836,1.5686383,0.48105553,-0.68857926,-0.74363774,0.49116257,0.5891682,1.4966984,0.8955496,-1.5533415,0.8479165,1.02136
cell_487,0.27098772,1.8520821,2.8085814,3.2313538,1.4555494,-1.8805639,0.48155296,0.9750997,-0.99479795,1.1268431,-1.484915,1.889231,1.4610913,-0.4664242,1.7601484,-2.0053144,0.6368408,2.4755418,0.32695246,0.059377387,-1.990029,2.3363643,-1.9606273,2.9240773,-0.21968347,-2.1600444,-2.7153454,-1.1261109,-1.176009,2.7757034,-1.583572,-0.47160804,-0.6821049,0.38150966,2.1345863,2.4484909,1.6432143,-1.9081198,1.7402703,3.4199398,2.0431287,2.952567,0.017855069,-0.944832,2.374096,-2.4971173,1.5015078,1.0139194,2.7614827,0.2135998,0.43075854,0.37466198,-2.106612,-1.4535445,-1.7750901,1.6527731,-1.7715244,1.5385553,3.489148,1.7362477,-2.9707918,-1.5804479,1.1272374,0.058909655
cell_488,0.87257075,0.8052192,-2.0061312,0.1122469,0.45811343,0.5102951,-1.0924764,-1.184027,0.0004160842,-1.8347868,-0.13171335,0.28123415,1.0923781,1.261852,0.27871948,0.8641338,0.084165305,-0.1793707,0.5410484,-0.6153837,-1.482432,1.7772522,0.78821754,1.1740389,-2.1568964,0.19684494,-0.40000254,0.900528,-1.2019327,-0.77053654,1.2365036,-0.22567992,1.0055226,-1.2705579,-0.41182902,0.6192092,-0.23630807,-1.535268,0.54520226,0.8209326,-0.8609468,0.19199426,-1.4870862,0.25538582,-0.5318583,-0.30799198,0.5963388,-0.19478384,-0.6115309,-1.3608241,1.6634185,1.776762,1.2705206,2.374286,-2.1151721,0.9031577,-0.59563375,-1.3311676,0.20321563,0.64321864,1.2532496,-1.6179351,0.80254394,1.7118367
cell_489,2.107126,-1.0634534,0.71974975,1.9560969,0.45251524,-1.5056047,-1.3882663,0.7154563,1.0906265,0.50500697,1.3447661,1.7556499,-1.243358,-1.1452118,1.0136952,1.4875652,-1.8701267,-0.43342507,1.4026473,-0.095378384,1.056776,-0.57611936,-0.14201775,-1.121935,-1.2065465,-1.6580262,-1.5922155,-0.29969966,0.66424835,-1.1858561,0.8260412,0.86142397,-1.1423199,-1.159298,-0.80116946,1.7012008,1.0685166,-1.2589095,1.1648079,-0.7917242,1.0307804,-0.19793049,0.2683099,-1.5176727,-1.5998449,1.6143618,-1.8604107,-0.9446355,-1.064806,0.6644372,1.6263262,-0.1959357,0.9619924,1.166701,1.0478461,-0.43228084,-0.85577595,0.33289987,0.8278424,1.3523058,0.57263356,-1.3050032,0.7512242,0.771501
cell_490,1.3462967,-1.2461507,0.6951101,1.5761788,0.92691904,-1.5962125,-0.7265253,1.1103513,1.2784919,0.27786604,2.2223892,1.3147619,-0.9931309,-0.7384603,0.6288847,1.1344188,-1.6115183,-0.28575772,1.5563096,0.49234584,0.55078244,-0.84296644,0.54873514,-0.8656627,-1.4877862,-1.3405355,-1.4582406,-0.31271115,0.5161543,-1.3673736,0.9638386,1.500932,-0.6084662,-1.2370722,-0.8214116,0.9539823,0.8404778,-2.0472753,1.164852,-0.72545624,0.79868656,-0.9087817,0.2304498,-0.089164674,-1.1581329,0.9925939,-1.545238,-1.6268859,-1.043966,1.4701934,1.2420206,-0.8573046,1.1612461,1.5861747,0.56924033,-0.5942788,-1.4419878,0.16413403,0.9187536,0.90592444,0.4893895,-1.2691556,1.0468656,0.5336256
cell_491,-0.6197422,0.9461018,-1.4596337,-1.0918345,-1.9231528,1.0892092,0.88451535,-0.98863405,0.3702371,-1.5203269,-0.28320768,1.2692072,-0.5701068,1.354901,0.36451036,0.5547215,0.5231143,-0.047053993,1.0392952,0.2425795,-1.1774509,1.7456061,1.0577371,1.6584072,1.4386495,0.14493835,-0.40973556,-1.0678929,0.75259376,-0.8581722,-1.7277687,-1.1820116,-1.1160872,1.68649,0.4778903,2.037622,0.8608467,0.40043047,1.8154818,0.8488049,-0.7732106,-0.9359795,0.24920563,0.74530965,-0.2570294,-1.7040864,0.9618502,-1.313525,1.5858827,-1.547708,1.0463303,1.1944151,1.0050807,-1.4169846,-0.91250503,-0.4133802,-0.6265865,-1.992395,0.38973275,-0.6709675,-0.7179487,-1.2342018,1.6013649,1.2625082
cell_492,0.9487387,1.4214301,-1.3376156,1.6995633,-1.3120981,1.6374052,-1.6757475,0.37466776,-1.2567682,-2.0590334,-0.017535478,-0.6839311,1.1893724,1.3920249,1.0120999,1.2078129,0.87700653,-0.67415893,-0.029429529,0.53099465,-1.1124883,1.8002506,0.9114979,1.7610672,-1.7444689,-1.8736088,0.4768469,0.94702077,-2.0834987,-1.0762576,1.0060585,0.42637402,1.3522614,-1.2513644,-1.8122613,2.3797913,-1.072416,-1.5680782,1.2700942,1.9071006,0.77011144,1.0169538,-1.8389041,0.35409984,0.9951734,0.2970821,1.1942643,0.86995614,-1.5948188,-1.7538756,0.5146638,0.73274356,0.33236095,2.0915442,-1.6743326,0.19389878,-0.8058373,-2.1989887,-0.31253076,1.3403561,0.79710174,-1.340069,1.6788636,1.1551435
cell_493,1.8029628,1.0295395,-0.1860631,-0.78106004,-0.8498143,-1.1032732,0.8698596,1.8030475,-1.8042595,-1.309037,2.420974,1.4095567,1.0685579,-1.0912569,1.4679064,-0.8692118,-0.65203714,1.7636353,-0.45037344,1.4625138,-1.2388253,1.0451491,1.2458315,-0.75496024,0.725751,-1.8241996,0.49113187,-0.9815431,0.93096006,1.5368745,0.64131486,1.027842,0.7317639,-0.35030925,1.1673896,0.082734644,1.5037066,0.06767294,0.18936658,-0.55898094,0.2624362,0.8455601,0.11286463,1.4835765,2.0205798,-1.4834229,-0.9091786,-0.85471225,-0.15635918,-1.856745,-1.4238737,-1.1213695,1.0775416,1.4484391,-1.3461868,-1.3320425,1.2994573,-1.3460014,-1.0152372,2.0849724,-1.5060518,0.940436,-1.4249752,0.16317424
cell_494,-0.05454956,2.268241,-1.9552325,0.45869637,-1.3860309,1.3790313,0.039810777,0.002813898,-1.0918721,-1.4215384,-0.7365311,-0.4986644,0.3053445,3.1276078,-0.31599626,-0.10848972,0.31477165,-0.31884703,0.012312643,-0.22624747,-0.79873794,2.4742281,1.2705112,1.0910676,-0.9282128,-0.6976867,0.1394219,-0.60707176,-1.1220804,-0.25937864,-0.59841317,0.48427153,0.48853755,0.8266374,-0.14193052,2.3599024,0.9702171,-0.55454326,0.15787923,0.8014451,-0.39153686,0.8522039,-0.96001637,-0.7302219,-0.3375231,-0.36386845,1.2277485,0.7774805,1.6725361,-1.0216931,1.5966007,1.562036,1.4456718,0.6835227,-1.8224739,1.2093052,-0.69184196,-2.6630106,-0.3420917,0.5256975,-0.105011165,-2.6033878,0.5306252,2.8629746
cell_495,2.023655,-2.5867448,0.66715,0.24751133,1.419995,1.7495427,0.13419825,1.318393,-1.4843132,0.3496295,0.18959764,1.7578428,-1.0115353,0.38204372,2.1831796,-1.562907,-1.9431845,2.4848068,-1.812246,-2.101982,1.8781662,1.9983066,1.265575,-2.3859637,-3.1288075,1.5980208,0.95151556,2.1090887,-0.10743208,-1.9462694,-0.6306897,-2.1233199,1.5018884,1.4092486,1.6734428,-0.36054465,-1.3535783,-1.5908891,2.3139133,3.4075792,-2.1371624,2.7808912,1.4922246,0.88823605,0.045195937,-2.4105632,0.80443466,-0.47341514,0.34695458,1.5975258,1.9331329,1.3443327,-0.64747626,-1.5472381,1.8257058,1.2384872,0.21199813,-1.6210546,-0.82448876,-0.22552966,0.90860784,-1.8689555,1.3706006,-2.0947204
cell_496,-0.44251958,1.3734765,0.13148376,-0.4599917,-0.4947784,0.40194088,1.2775338,-1.0097473,1.5431343,-0.5449452,0.21047562,1.3626355,-1.6258978,1.6973789,1.32247,1.1741133,0.46810406,-0.4138318,2.3340433,0.9872035,-0.7615833,1.4233309,0.30834335,1.6875734,-0.05630988,0.9537642,0.38002482,-0.6448326,1.3642131,-1.5333396,-0.044749945,-0.75633556,-1.036118,0.20439196,0.5576974,1.2179452,1.2539703,-0.038822368,1.3378122,-0.08545607,-0.8639493,-1.481849,0.112819195,-0.0903714,-1.1240704,-1.4538448,0.46139643,-1.5903066,0.19992575,-1.1677905,1.3193986,0.36678994,1.0437951,0.27442145,-0.77065736,-0.4566243,-1.6192106,-0.27614087,2.082317,-0.07913919,-0.25200477,-0.6428607,0.85955083,1.830472
