,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_71,-0.6826519,1.0170141,0.9622613,1.724983,-1.3099449,1.43033,1.2503508,-0.8052716,1.7754785,-1.8113062,-1.6912841,1.0417227,-2.0131354,-0.45509765,1.3751161,1.0357662,-1.7624532,-1.5898324,0.01655054,1.913296,-0.8220404,0.8657942,-1.0206466,-0.33997956,-1.9567451,-2.0704324,-1.1806316,0.8683157,-0.48611772,-1.9545277,2.063778,0.76808184,0.577182,0.86975086,-0.12593746,-0.6968682,-1.3340666,-1.3159769,0.9060502,1.1572622,-0.258561,-0.47922826,-0.4910272,-0.90660465,-1.3467343,1.829238,-0.77306384,1.1423243,0.08037245,1.299776,0.3628475,0.090699166,0.7734438,-2.5376916,0.805632,-1.282214,0.6561827,0.9904278,2.1669044,1.9211367,-0.72323763,-1.7760468,0.50676143,1.196431
cell_72,-1.5410221,0.13345163,1.734277,-1.5282695,2.0040212,-1.1613362,-0.863716,0.8409501,0.7384004,0.5513843,-0.13301688,-0.5995071,-1.6999862,1.0255294,1.3137598,1.4568632,0.8902405,1.0080123,0.28481746,-2.055326,-0.5229845,1.2737924,-0.94859654,0.8196505,1.0516922,-1.723438,0.27973258,1.2420919,0.8742548,-0.63506776,0.47520617,0.5070837,-1.3147599,-1.1784642,-1.2269554,1.3130658,-1.0753688,-1.9453554,-1.0864123,1.0457569,-1.3600314,-1.4781134,0.38030007,1.1960129,-1.7013974,-0.9355686,0.9697511,0.9126073,-0.44353655,-1.9272412,-0.523446,-1.1487709,-1.2347962,-2.2053633,-1.1892371,0.7590718,1.5639458,0.3819691,-0.44669244,-0.21062896,-1.4252023,-1.5281689,1.388376,-1.0152041
cell_73,-1.0887424,1.1126934,-1.0165726,0.93919694,-0.7275426,-0.51162624,0.29854202,-1.5917957,-0.96690905,-0.25445074,1.3501871,0.44180405,0.3847611,1.7593318,-0.4262084,0.7220248,-0.03638369,-0.7967086,1.561243,-2.087478,0.69965357,1.4179384,1.6121519,0.62735474,0.29060417,0.8950015,-2.169663,-1.4387567,0.22932556,1.1489823,-0.8711027,-1.8649557,0.04756593,-0.68011403,-1.5494738,1.04157,1.5031626,-1.1747626,1.1064239,1.4408416,-1.039778,-1.5870733,-1.7828866,1.1141458,-0.070301026,-1.9814247,-1.4680218,-1.2275033,1.2065254,0.33688882,1.6092004,0.87557626,0.066324875,0.4459314,-0.75056285,0.24178602,1.3839468,-1.251792,-0.58189714,1.4788336,0.09268734,-1.0717351,1.3527951,0.023346163
cell_74,0.04567328,0.58208936,-0.98716086,0.89638233,-0.76463795,-0.8767759,0.5108089,-1.2673845,-0.54515165,-0.5210637,1.3562655,0.17494082,0.87154555,1.831825,-0.82424134,0.77516156,-1.0771549,-0.78479826,1.9029689,-1.9272416,1.3287637,1.31392,0.74136466,1.5425621,0.4017069,1.2550774,-1.0610397,-1.4677727,0.15809813,0.72432333,-0.68196636,-2.106976,0.09347312,-0.81393003,-0.9539944,0.73227125,1.1922041,-0.6401991,1.0751085,1.3772991,-0.29876173,-0.6202253,-1.1369333,1.0226575,0.10417971,-1.6420676,-1.3318844,-1.9990635,0.6719772,0.09855789,2.4224467,1.0046703,0.39263815,0.36728024,-1.927526,0.5547984,0.8458376,-0.96121013,-0.4065208,1.1014527,-1.3693676,-1.9362096,0.9178373,-0.38517195
cell_75,-1.4467871,0.7839263,0.7577932,-0.585431,-0.05249644,1.058438,-1.2858431,0.7915894,-0.74657,-0.8652075,0.5412795,1.1419156,-2.145611,-1.2677227,1.4797057,-1.220329,-1.1774131,-1.6694483,-1.2722124,1.1993355,-1.5694321,1.5183617,1.1522672,1.5403408,-1.7663943,0.8548569,-0.34820962,0.836736,-1.1970103,0.8988443,-0.9083396,-1.5517704,-1.4280745,1.0639741,-1.2085145,1.6958104,-1.1298876,1.0062252,-1.1771929,1.8752996,1.352956,-1.5404544,0.07013044,-0.9857485,1.0157408,-1.6620231,0.5846855,-1.7495619,0.53268486,-1.6102084,-1.1566908,1.034808,-1.6314254,-1.3808342,0.94546187,-1.010538,0.96014977,-1.4058037,1.3453091,1.2456613,0.47564533,-0.060903728,-1.652265,-0.9943696
cell_76,1.8273257,0.6752361,-0.94929266,0.68853664,-0.6453449,-0.56613827,1.1377218,0.13208014,1.0712497,-1.9458313,0.38390142,-0.9296036,-1.9029456,-0.41737574,1.359307,-0.591014,-1.0843161,0.09593436,-0.82057154,-0.010029048,0.30388215,-0.3105585,-0.3894111,1.4069817,-1.6793205,-1.2174819,1.0465766,-0.9284074,0.2848561,-0.6597579,0.674616,-1.6479381,-1.7807974,-1.2520132,0.9832036,0.7488791,-0.5443922,-0.8879454,1.4467967,-0.60233545,0.8677172,0.72932625,0.8057787,1.2035103,0.1862226,0.99939317,0.9555448,-1.4087625,-1.130341,-0.2679555,1.4372022,1.3313582,1.0173483,-1.1498053,-1.6147935,-0.59693253,-1.1159171,-1.1334603,1.0616746,1.1075842,-0.60864997,-1.212601,-0.74018633,1.9476107
cell_77,-0.24099842,0.5739863,-1.1054606,0.40164906,-0.6143106,-0.9964692,0.46179408,-1.202324,-0.7735816,0.21532755,1.6237122,0.2276069,0.42513022,1.3062217,-0.7967253,0.6659743,-0.67467314,-0.7788538,1.5108196,-1.1003783,0.85160637,1.0060978,0.8358903,0.48520187,0.16124073,0.79587287,-0.42152232,-1.5081418,0.44485557,1.5643196,-0.79627997,-1.03303,0.4100064,-1.0837018,-0.45359328,0.38940477,0.8772936,-0.79939735,0.7266526,1.4496193,-0.27282223,-1.3885142,-1.1546335,0.9866403,0.75932276,-1.4002831,-0.83014774,-1.3890573,0.7558967,0.59340996,1.9514952,1.0069008,0.33339402,0.5943489,-1.1189377,0.6612717,1.3640925,-1.2484245,-0.109782964,1.5213965,-0.70043457,-0.9803563,0.51852477,-0.64512104
cell_78,-0.71662515,0.9635987,-0.9113873,0.5516613,-0.3217754,-0.8688099,0.33240652,-0.78943616,-0.90496963,0.18989126,1.2518637,0.2527504,0.44615388,1.2826184,-0.78657156,1.097788,-0.27149874,-1.2017236,0.8148514,-1.635266,1.2458662,0.8019075,0.7114747,0.24362192,0.7529328,0.69462675,-0.95524985,-1.1878171,0.5952685,0.8025415,-1.3015349,-1.7652243,0.548653,-0.92066175,-1.1970139,0.20275235,1.28803,-0.5324548,0.81181633,1.6890712,-0.7912943,-1.5842882,-1.9248593,0.67890126,-0.008336894,-1.9955544,-0.9659628,-1.4450129,1.7039276,0.7351998,1.0979478,1.2503304,0.69744885,0.36685532,-1.2538034,0.8335963,0.716543,-1.0311412,-0.68492794,0.371805,-1.0206926,-0.55885375,0.43697083,-0.38797253
cell_79,0.7518195,0.507525,-0.98524976,1.1810026,-0.33641815,-0.6333927,0.5555403,0.61477464,1.6352508,-1.9708275,-0.28074226,-0.7553308,-1.8956149,-0.5455604,1.7180898,-1.0359432,-0.6877111,-0.59008974,-1.181149,0.33242595,-0.419707,-0.14094284,-0.6492168,0.9300666,-2.462393,-1.4657456,0.882028,-0.6544698,0.52241516,-1.1085128,1.1027505,-1.3258665,-1.9298731,-1.4247632,1.0087823,1.0044572,-1.0851587,-0.5085408,1.2989111,-0.7149496,0.92156523,0.87884617,1.0594591,1.0003117,0.29652748,0.6696993,0.8406405,-0.9244677,-0.8286394,0.41986722,0.45966497,1.2733701,0.36447307,-1.7453814,-1.2299718,-1.5657657,-1.0081463,-0.7395141,1.6598477,1.3183495,-1.014837,-1.3747208,-1.0720682,1.3514472
cell_80,4.0575027,-1.2618908,1.4977052,-1.6907457,2.8645842,1.4654608,-1.3041298,-1.896801,-1.9018817,1.766524,-2.7616901,0.88327026,-3.8962064,-2.2327082,-0.26852393,-1.7661954,2.3693802,2.0859184,5.253618,-1.8622892,-0.73461866,-2.6205308,-3.0743318,-0.3107274,-0.51848936,3.8753607,-1.7992175,3.833366,1.3598185,0.85535413,-3.5479083,-2.551409,-0.43689436,-1.8559564,0.89360577,-0.59019554,0.17467645,2.5210707,1.2137945,4.2344084,-1.0945476,-0.27471256,-3.552858,0.22469163,2.8645194,-1.5270957,2.8647258,3.0194025,0.21864522,0.2053659,0.8143197,1.0203223,3.247932,0.7992299,-1.7449703,-3.3982587,-2.8185513,3.6342907,3.7621818,-3.4746099,0.118891425,-2.7651422,-3.7866402,2.378236
cell_81,-1.0615588,1.7128209,1.2853436,-0.978351,-0.3112194,0.57856816,0.89439964,-1.4345471,1.7600839,-1.2665043,1.7209996,1.4576548,0.79747593,1.4454498,0.19563496,-1.1918906,-1.638943,0.36333665,0.59678125,-1.2265394,1.2676924,-0.33161524,-1.6273825,-2.0312262,1.2351571,-0.7443769,-1.2528204,0.749042,-1.6325103,-1.2233648,-0.309435,0.95585424,0.678591,0.64369386,0.4246776,-2.6637216,0.5402495,1.4503131,-1.2424971,2.279634,-1.1656079,-2.230694,0.7348566,2.0114374,0.74891776,0.5958468,-0.22595926,-0.8552567,0.079493225,-1.3372124,1.5824069,1.0745049,-0.91697514,-2.2271023,-0.6014892,1.4181263,-0.030770916,-0.7117574,1.0579487,-1.0097759,-2.7921305,1.0955482,-1.8527523,-0.7509813
cell_82,-0.9584463,-1.8480161,-1.3391523,-1.2340878,2.161716,1.8486058,-0.55637336,1.5634506,-1.5318881,-1.4756175,-1.0307748,-1.4206283,-1.2051364,1.761502,0.45760193,-1.4664792,-1.5859195,-2.1294181,0.056197904,-0.9004379,2.043334,1.0281025,-0.08760545,-2.2952166,-1.5615479,-2.2928858,-1.7017733,1.1750623,-1.8248149,1.1329287,-1.2448506,1.0573114,0.5751202,1.6321446,2.4343803,-1.2011892,1.3433832,-1.5335401,-1.6050743,-1.2695606,1.1699312,1.1354954,-1.6927758,-0.012021437,-1.8579938,-1.0734433,1.6641322,1.0719292,2.0784192,-2.133238,1.3129317,-1.7050389,1.7360991,0.9231628,-1.7450349,-1.7748376,0.45128083,-1.5013117,2.5876358,-0.72716546,0.97205496,-1.5697715,-1.1165017,-1.4722131
cell_83,-0.7188079,0.7229893,-1.1116356,1.8956647,-1.3825938,0.222406,0.1753893,0.2757609,-1.0585383,-0.52759826,0.7257337,0.72506166,-1.025337,-0.29879177,0.32962146,-0.2229642,-1.4010581,-1.2883413,-0.53809184,-0.01854965,-1.2331626,0.21181262,1.2367132,1.1572022,-1.2135329,1.1459749,-0.234266,-0.34234798,-0.6058541,0.4360402,-1.2236081,-1.4160333,0.2121893,-0.60558677,-0.17065084,1.3271985,-0.18939734,-0.52589613,1.3712151,0.9647415,0.49363658,-0.85650945,-0.38666338,0.23145446,0.84387505,-0.5034611,-0.5536487,-0.6074999,0.8726915,0.8053069,0.97945094,0.6826624,0.09708041,-0.30160522,-0.40077332,-1.20814,0.54508495,-1.338915,0.8191563,1.9799258,0.44672608,-0.91170114,0.45575798,-0.44785905
cell_84,1.5234468,1.4840202,-0.5440798,0.12632836,-0.8382483,-1.9219704,0.486507,-1.5038598,0.988416,-0.9917785,-0.8008202,-0.4852564,-1.0760971,0.7970195,0.40365255,-1.1478295,0.65395457,-0.79880697,0.5596121,0.39779285,0.8863251,-0.23034146,-0.68138075,0.6936637,0.3197642,-0.68811846,1.9625273,-2.059063,0.7083546,0.013446987,0.6863562,-1.601594,-1.7815024,-1.5958446,-0.5491154,1.1035175,-0.39634013,0.51449746,0.18380141,-0.3855858,0.4153388,-0.89754575,0.42949754,1.6167399,0.76727694,-1.1321421,-0.42078984,-1.1930081,0.19519666,-0.35720032,0.12819734,2.5278378,0.6401273,-0.45156118,-2.0613623,0.335581,0.10682745,0.008431084,1.0255644,1.6284237,-0.665172,-0.61314327,-0.77261627,1.1480846
cell_85,-0.61450434,-0.36142915,1.0148886,-0.85222906,1.059889,-0.87072134,-1.3828396,1.2473,1.5107945,0.42086348,-0.5105318,-0.9208701,-1.9628364,0.8164992,0.99603623,0.6292442,0.8121198,0.44660783,-0.29234725,-1.1155591,-0.76153934,1.145076,-0.6739146,1.534076,0.7562127,-1.7519844,0.47637978,1.3366052,0.95913786,-1.3208718,1.0961053,0.46442747,-1.376305,-1.2921084,-0.8263856,1.1154199,-0.8406474,-1.5505161,-1.408744,0.9465569,-0.8822606,-1.4321865,0.621737,1.5267141,-1.5881665,-1.0074401,0.6473161,0.90670633,-0.62986195,-2.0869598,-1.005507,-1.0979036,-1.5301403,-1.6840419,-1.2888894,1.1425378,1.3062315,0.8693683,-0.27029586,0.013057308,-1.6818783,-1.2408043,1.1859443,-1.0514948
cell_86,-1.992772,-0.73525274,1.0620992,-0.6161805,1.1754937,-0.2630057,-2.1856315,0.45377994,1.5477306,0.48525453,-0.9886106,-1.044153,-2.587575,0.8267298,0.6415471,1.6338463,1.0745292,1.2580632,0.23185006,-2.531441,-1.5805688,1.0511044,-0.6160295,2.2082465,0.7091851,-2.1972606,0.7185858,0.57602346,1.1721096,-0.6953831,0.81407344,0.26503348,-1.4407003,-0.97065926,-1.2977118,1.1457374,-0.19188038,-1.2916846,-1.5195236,1.5945541,-0.5149578,-1.5058012,0.39460558,1.2448854,-2.4493032,-0.52555704,0.4435966,0.54852086,-0.3521334,-1.6348945,-1.0132955,-1.576929,-2.1071358,-2.9440415,-0.9279076,0.030966401,1.5905399,1.1507717,-0.76895636,-0.41947886,-1.9961945,-0.7681982,0.4627906,-0.52878743
cell_87,1.1003934,1.0825813,-0.7756643,1.1523072,-0.14906955,-1.0048414,0.3410383,0.60372484,1.0525169,-1.1790466,-0.042416815,-0.9199907,-1.9585043,-0.7326823,1.2565241,-1.5408003,-0.6900498,-0.35310605,-0.78123665,-0.040740654,0.11670883,-0.22838593,-0.604362,1.2048016,-2.1436913,-1.388253,1.2113104,-0.846226,0.50964874,-0.95149815,0.9906856,-0.64591646,-2.6208963,-1.4700671,0.8193752,1.2577122,-1.2482035,-0.27329385,1.1330221,-1.0627613,0.6607306,0.39883724,1.0993905,1.2588766,0.5813064,0.45969912,1.3186202,-1.8078488,-1.2100848,-0.023472652,0.8986955,1.1192089,-0.20889455,-0.9539752,-1.7232833,-1.1474272,-0.6891941,-0.71618116,0.84757507,1.1303415,-0.9962081,-1.2651757,-1.1419294,1.9591017
cell_88,-2.1286514,0.89109975,0.15038821,-0.53427315,-0.40554103,2.2820528,0.19362311,-0.65521455,-0.3625546,-1.0603181,1.4449627,1.0265545,-1.3696404,-1.4202329,0.7658212,-1.0265007,-2.3359864,-1.1164322,-1.1927181,0.38075674,-1.1432381,0.16297813,0.08798856,0.9501091,-2.067849,-0.3664012,-0.15969765,0.7497785,-2.1477728,0.13058493,-0.46976498,0.09530413,0.08757532,0.9865077,0.42977095,0.3422274,-0.7271446,1.1949327,-1.1933382,2.4023333,0.34021348,-1.1638243,-0.2964979,-0.71696424,1.4115237,-0.58284307,0.6978719,-0.52710146,-0.004273206,-0.3015337,-0.6171213,1.053898,-1.8864009,-1.8078463,0.40269786,-1.4142557,1.6456585,-1.5257444,1.1038009,0.7852316,0.06554582,0.11824259,-1.4868121,-1.3586153
cell_89,-1.8787365,-0.6117286,1.2586238,-1.0319145,1.3284583,-0.41872585,-2.088434,0.26297036,0.9116907,0.2445494,-0.5841572,-1.1057588,-1.9991428,1.1622896,0.86940813,1.5167613,0.6253935,1.4561925,0.43182683,-2.892766,-0.66485083,0.5354539,-0.41233835,2.4574285,0.7692234,-2.1931503,0.3196638,1.1500986,0.90230167,-0.20045882,0.48194498,0.76530254,-1.5368997,-1.0831667,-1.1681517,0.9529562,-0.05908893,-0.9124443,-1.059608,1.8758678,-1.1618024,-1.73472,0.25520688,1.0842531,-1.4468162,-0.46358857,0.5842989,0.4143082,-0.22245753,-1.5919955,-0.79263777,-1.1340195,-2.2969353,-2.6544428,-0.8399761,0.6869176,1.772951,0.9152109,-0.20958847,-0.5171526,-1.6991436,-1.0016105,0.6466891,-0.73079604
cell_90,1.8532504,0.655173,-0.96989214,0.66410756,-0.4496766,-0.7352779,0.031816423,0.70867693,1.2789315,-1.6608838,0.10544234,-0.7689993,-2.0565367,-0.7396744,1.710398,-0.58675903,-0.5533841,-0.0823645,-1.1839733,-0.021276362,0.0910148,-0.084822714,-0.17430276,1.1646538,-1.9770285,-1.5169289,0.7027675,-0.41643155,-0.10945979,-0.8033546,0.8406891,-1.1850462,-2.2889264,-1.2226652,0.46987063,0.9612961,-1.2068609,-0.12969723,1.0884002,-1.1864066,0.8315623,0.72984076,1.0352646,1.273378,0.6046723,1.040194,1.3753636,-1.6642513,-1.3602053,-0.20936003,0.8299455,1.2580837,0.4747214,-2.1062698,-1.2751162,-1.5338112,-1.2723521,-0.6391725,1.1920704,0.9769011,-0.48009446,-1.3047569,-0.87217313,1.1619853
cell_91,0.7058874,1.0114969,-0.26488522,1.8670963,-1.6064364,0.46485943,1.2170314,-0.4686827,2.0520983,-2.7041116,-0.4651274,0.104641855,-3.0102267,0.11827813,2.014622,-0.04730633,-0.66529375,-0.4111147,0.001472503,0.03982626,-1.2684808,0.26365393,-0.9395208,1.1885462,-2.2337458,-1.5635443,0.33116144,-0.028223082,0.07587816,-1.450705,1.036434,0.17462271,-1.1431367,-0.5512713,-0.5347707,0.7252042,-0.52257854,-0.7336626,2.1005535,0.12374511,0.064684324,-0.38464543,0.39904654,1.197098,-0.53281194,1.7044301,-0.34546688,0.29159668,-0.31613895,0.30614102,0.9522716,0.8161138,0.76962316,-1.0200292,-1.023444,-1.7707274,-0.52813447,-0.1060836,1.637977,2.075803,-0.120660715,-2.0391688,0.5668328,1.8781612
cell_92,1.8453524,-1.1011727,-0.42779464,-0.65686107,1.3926256,0.25649962,-2.1788943,3.2719321,0.08319968,1.9098002,-0.6295426,1.7294458,1.3453496,-2.4208746,-0.7310134,1.5280792,1.6394175,-0.57301444,-2.6884382,1.1629243,-0.88951266,1.4444511,-0.5293743,-0.47734964,-0.28056875,0.8833269,-1.7850605,-0.41839093,0.7316801,-1.9339473,-1.2182925,1.9603918,2.3661156,0.5926796,-0.48624834,1.4487382,0.30880025,0.48189905,0.12299452,0.89757264,-0.7952986,2.1035635,-0.63819253,-0.042200327,-0.3485229,2.0253034,-0.73998845,-1.18838,-0.25969297,-0.4397506,-1.185938,-2.756489,1.4534109,0.40598154,1.1982474,-0.3924774,-1.8207804,0.7809266,-0.9043544,-0.50482786,-1.3400879,1.6736758,0.1640054,0.25782442
cell_93,1.769331,1.4899734,1.6006968,-0.8359368,0.47351104,-0.3350132,-1.0895736,-1.0786673,1.6346661,-1.7884024,-0.77636254,1.7764094,-2.0254629,1.2113066,-1.4032663,-0.8872361,1.040317,-1.5480325,1.5496066,0.52832514,0.49684745,1.3948655,-0.7539822,-0.9393902,0.29757527,-0.04603468,0.9808146,-1.2673402,-0.16887543,0.95509857,1.0281801,-1.3404567,-1.6544802,0.4063469,-1.9819789,-1.1519645,1.2605361,1.6269013,-1.3646896,-0.4306411,0.47937945,-1.5920951,0.06397027,1.3764509,-1.1292627,-1.6408567,-1.5350527,-0.3504123,1.5725605,-1.7085074,-0.8619366,1.0583984,-0.26889774,-1.5556328,-1.1677141,1.6239768,-1.0051149,1.4152478,1.876071,1.4941261,-0.9190322,-0.13711955,-1.4518448,1.3871981
cell_94,0.40853325,1.0392232,0.2142162,-1.1030709,-0.07508542,-1.2920252,-1.2018752,-0.4307911,0.4053943,-0.2343749,-0.49338424,0.53987044,-0.3931093,0.92826855,-0.1998227,0.35049573,0.0812152,-1.1939046,1.4171206,-0.82089615,0.390285,1.5138123,0.292531,0.89792705,1.6499867,0.6720874,0.07830641,-1.0716196,0.9931586,0.684309,-0.17558354,-1.8197925,-0.051628888,-0.14350863,-2.5151162,0.10514751,1.1863086,0.3373416,-0.4273855,0.98155236,0.07400159,-2.2949655,-0.24249077,1.1789961,-0.7017268,-1.8013843,-0.8888278,-0.6603633,1.3129703,-0.8351077,-0.44439393,1.1240281,0.21174073,-0.7619004,-1.2476891,1.0517449,-0.065878496,-0.16787958,-0.2764907,0.8261881,-1.3308039,-0.77841187,0.59580183,0.20795852
cell_95,-1.3418423,1.0912498,0.87701356,1.4387491,-1.903729,2.2920563,0.43755287,-0.70567703,1.1480536,-1.6522927,-0.5586341,1.5387962,-2.2974966,-0.44105664,1.5166919,0.07487041,-2.0148053,-1.2766231,0.012804934,1.7620203,-2.5996811,0.3393835,-0.930542,-0.37204772,-1.8420854,-0.7684815,-0.8561709,1.5167472,-1.4981922,-0.5267395,0.29567134,0.042818844,0.3787245,0.90279907,-0.9435779,-0.6565372,-0.7825568,0.3708391,1.5048308,1.7822083,0.031184196,-1.6673399,-0.6002692,-1.1305547,-0.24274398,0.810169,-1.1617328,1.31907,1.307483,0.5602915,0.8918643,-0.12796547,-0.40097988,-2.2069716,0.50821483,-2.1580453,1.0238993,0.3978954,2.1805465,0.87404865,0.243797,-1.0114536,-0.06006117,0.2582972
cell_96,1.3044996,0.43135774,-0.9617236,0.6201199,-0.6277742,-0.7626039,0.31015038,1.0681002,1.1071471,-1.2067161,-0.19050854,-0.5954994,-1.2138247,-0.419775,1.246818,-0.8193208,-0.7749478,-0.61684036,-0.9382626,-0.2911364,0.47338104,-0.23289451,-0.927724,1.4248134,-1.8703704,-1.3254217,1.3277857,-0.617446,0.9499488,-1.116867,0.8561892,-1.292801,-2.08322,-1.8571665,1.3172725,1.471556,-1.2736206,-0.52868277,0.922021,-0.7594916,0.097911745,1.1430824,0.90781105,1.4484142,0.97740734,0.7791543,1.2812245,-1.6931692,-1.3162801,0.11824155,1.1054096,1.1037025,-0.005633056,-1.1454651,-1.5758822,-1.0954728,-0.8599189,-0.984076,0.5841992,1.2849337,-1.0042986,-1.2896945,-0.85826576,1.4606557
cell_97,0.8755199,1.2599112,-0.4385857,0.89001495,-0.6625769,-0.29307908,0.40944737,0.2952177,1.157351,-1.3857846,0.36693943,-0.97171724,-1.605267,-0.38923156,1.5347195,-0.8285292,-1.0448692,-0.24716824,-1.1022413,0.6502212,-0.110501096,-0.48230544,-0.34563467,1.3096218,-1.7061028,-1.010496,1.2080175,-0.31813198,0.56999874,-1.0042824,1.2719407,-1.093183,-1.6967099,-1.2764435,0.98555803,1.0541372,-1.0433042,-0.062802374,1.1420714,-0.556517,0.5810652,1.1087704,0.61870897,1.1749743,0.5276725,0.49947056,0.8512008,-1.6443348,-0.89754903,-0.16143772,1.2483222,0.98131466,0.5000247,-1.7099558,-1.9383583,-1.1440115,-0.7264675,-0.9149116,1.4070597,0.9865141,-0.64320654,-1.2155524,-0.7010845,1.2669339
cell_98,0.636804,0.90460443,-0.7713513,-1.1357716,2.1441176,1.6491454,1.2944989,1.9893851,0.029258788,-1.7558397,0.8271599,1.8377082,0.9795638,-1.6107086,-1.4169602,-1.3365021,-0.0009465404,1.6247932,-0.3338396,-0.20446396,2.2088313,2.2548828,-0.73154604,2.3422089,1.134762,0.83439004,-2.3955576,2.1172605,0.9914297,-2.0614696,1.6808077,0.42729798,1.0273051,-0.97489905,-1.1675044,-0.900014,1.7555485,-1.3177912,-1.7561862,-0.3961786,2.1148438,0.75596595,0.27404094,-1.0356922,0.5749824,1.3305058,-1.3431485,-1.3242419,-0.52069247,-2.6044834,-1.2081457,-1.5606973,0.71752787,0.51715124,1.1556045,-0.9438466,-0.78776073,1.4677035,-1.0076249,1.0509841,-2.2713997,1.0298839,2.3347006,-0.5976802
cell_99,-0.40816393,0.6276946,-2.7975936,-0.4915891,0.5405348,1.7635801,1.6048893,-3.061371,0.6931812,-2.790248,1.5716283,0.29991597,0.025753051,-0.823839,-1.1811683,-2.811645,1.9075959,0.3977747,-1.1796188,-2.0300262,-2.1043062,-1.7927507,-1.7393593,-1.1452138,-2.133801,2.007449,1.5215027,-0.82266134,-3.3441176,0.9824679,1.0648795,-0.48054007,-1.2553145,-1.4135706,2.0885231,1.8362474,-1.3882514,-0.31502578,-0.123769164,1.6423453,-2.6339273,1.5522801,-1.2806786,-0.27873462,-1.5641849,-1.4550177,-2.2128592,-0.634675,0.63331544,-1.9565017,-0.36658686,-1.3230082,-2.4928885,1.312998,0.78373045,0.42202386,2.056182,1.5627823,-1.8212909,0.94250727,-2.279315,-1.7455723,-0.9436139,1.4473361
cell_100,-0.29679924,1.4785566,-0.7335379,0.75361204,-1.0610008,-0.46435958,0.22693434,-0.24113026,-1.2522418,0.04968223,0.95678645,0.44381943,0.8458828,1.1410427,-1.1337457,0.93521965,-0.78250057,-0.825161,1.2647042,-1.3199877,0.65237796,1.069578,1.2039993,0.9257565,1.0230446,0.6616514,-0.8835343,-0.5832249,1.056099,0.33998215,-0.699285,-1.0994827,0.6275147,-0.7355785,-1.0859307,0.46916503,1.546743,-0.31351453,0.5912675,1.0713897,-0.41533816,-0.74695134,-1.3179046,1.6728177,0.21516486,-1.6046884,-1.3463376,-1.3875473,0.30586186,0.60866225,1.2532258,0.53751004,1.20405,0.41325712,-1.003464,1.0433208,1.0024576,-0.7157475,-0.87852645,1.0223582,-0.3249569,-1.0041914,1.5520726,-0.7343984
cell_101,-0.11652327,0.32380843,0.7013599,-0.39048687,0.9131114,-1.63927,-1.9706327,1.331893,1.6425385,0.99353504,-0.35655433,-0.7560675,-1.5650005,0.721802,0.38913587,1.5345942,0.675417,1.1507878,0.05636692,-1.9069885,-1.0961484,1.4628462,-0.108038485,1.5209517,1.4501433,-1.2080804,1.0582234,1.1935315,0.60768336,-1.0819291,1.0492511,0.8957392,-1.1829534,-0.70301646,-1.4914016,1.5275676,-0.13738775,-0.849595,-1.1341738,1.006198,-0.8932243,-1.1599791,0.2948012,2.8144724,-2.827652,-0.84954035,0.25600356,0.44658175,-0.09048635,-2.3604426,-0.6553168,-1.6588892,-1.0472416,-1.8404037,-1.3028536,2.6250186,0.25992638,1.1486187,-0.3876438,-0.46046695,-1.192423,-0.86038864,2.112422,-0.113293394
cell_102,-1.526845,1.9765854,1.5043516,-1.455285,2.0749376,-1.375356,-0.8528298,-1.9123089,1.8647058,-2.05581,-1.4065341,-2.2053542,2.0324814,2.9700317,0.46813503,-0.97903013,-1.5261049,0.8512698,2.161393,0.080167204,-1.9471328,-1.9883507,2.2358227,-0.4033179,0.68424714,-2.1788235,-2.377501,0.9524764,0.8801852,1.1016088,-2.321588,-1.2119887,-1.174929,1.8938354,0.5331583,0.47200912,-0.024574928,-1.1985198,-0.2854586,-1.0686255,1.3974364,1.3746837,-1.6807469,-0.5252007,-0.956192,1.8770038,-0.99741805,-1.0195879,-0.4257491,-2.0372322,0.048333317,0.070100166,0.07795188,-2.4646485,1.6518207,-1.8276103,1.2880414,-1.1561351,-1.3152298,-2.8875532,1.9488521,0.21362406,1.4413079,1.6024685
