,label
cell_1112,E4Thsd7a
cell_1113,E4Il1rapl2
cell_1114,E2Rasgrf2
cell_1115,E6Tle4
cell_1116,E3Rorb
cell_1117,E2Rasgrf2
cell_1118,E2Rasgrf2
cell_1119,InN
cell_1120,InV
cell_1121,E2Rasgrf2
cell_1122,E5Parm1
cell_1123,E2Rasgrf2
cell_1124,E4Il1rapl2
cell_1125,E2Rasgrf2
cell_1126,E3Rmst
cell_1127,E6Tle4
cell_1128,E2Rasgrf2
cell_1129,E2Rasgrf2
cell_1130,E2Rasgrf2
cell_1131,E4Il1rapl2
cell_1132,E2Rasgrf2
cell_1133,E2Rasgrf2
cell_1134,E5Sulf1
cell_1135,E2Rasgrf2
cell_1136,E5Galnt14
cell_1137,E4Il1rapl2
cell_1138,InS
cell_1139,E2Rasgrf2
cell_1140,InP
cell_1141,E3Rorb
cell_1142,InS
cell_1143,E2Rasgrf2
cell_1144,E6Tle4
cell_1145,E5Tshz2
cell_1146,E2Rasgrf2
cell_1147,E2Rasgrf2
cell_1148,OliM
cell_1149,E5Parm1
cell_1150,E4Il1rapl2
cell_1151,E2Rasgrf2
cell_1152,E2Rasgrf2
cell_1153,E2Rasgrf2
cell_1154,InP
cell_1155,E2Rasgrf2
cell_1156,E3Rorb
cell_1157,E6Tle4
cell_1158,E6Tle4
cell_1159,InS
cell_1160,E3Rorb
cell_1161,E5Galnt14
cell_1162,E3Rorb
cell_1163,E3Rorb
cell_1164,E2Rasgrf2
cell_1165,E3Rorb
cell_1166,E5Galnt14
cell_1167,Clau
cell_1168,E4Thsd7a
cell_1169,E2Rasgrf2
cell_1170,Ast
cell_1171,Ast
cell_1172,E3Rorb
cell_1173,InS
cell_1174,Clau
cell_1175,E6Tle4
cell_1176,E2Rasgrf2
cell_1177,E2Rasgrf2
cell_1178,E3Rorb
cell_1179,E6Tle4
cell_1180,Ast
cell_1181,E3Rorb
cell_1182,E2Rasgrf2
cell_1183,E2Rasgrf2
cell_1184,E2Rasgrf2
cell_1185,InP
cell_1186,InS
cell_1187,E3Rorb
cell_1188,OliM
cell_1189,Ast
cell_1190,E3Rorb
cell_1191,Clau
cell_1192,E6Tle4
cell_1193,InV
cell_1194,E4Thsd7a
cell_1195,E5Sulf1
cell_1196,E4Il1rapl2
cell_1197,E2Rasgrf2
cell_1198,Ast
cell_1199,Ast
cell_1200,E3Rorb
cell_1201,E2Rasgrf2
cell_1202,E3Rorb
cell_1203,E3Rorb
cell_1204,E2Rasgrf2
cell_1205,InP
cell_1206,E6Tle4
cell_1207,Ast
cell_1208,OPC
cell_1209,E2Rasgrf2
cell_1210,OliM
cell_1211,Ast
cell_1212,E5Sulf1
cell_1213,E6Tle4
cell_1214,E2Rasgrf2
cell_1215,Ast
cell_1216,InN
cell_1217,OPC
cell_1218,E5Galnt14
cell_1219,E2Rasgrf2
cell_1220,E3Rmst
cell_1221,E4Thsd7a
cell_1222,E6Tle4
cell_1223,E2Rasgrf2
cell_1224,E2Rasgrf2
cell_1225,E6Tle4
cell_1226,E2Rasgrf2
cell_1227,Clau
cell_1228,InP
cell_1229,E3Rorb
cell_1230,E3Rorb
cell_1231,E3Rorb
cell_1232,E4Il1rapl2
cell_1233,InS
cell_1234,E5Galnt14
cell_1235,E5Parm1
cell_1236,InP
cell_1237,E2Rasgrf2
cell_1238,E5Sulf1
cell_1239,E4Il1rapl2
cell_1240,E3Rorb
cell_1241,E6Tle4
cell_1242,E2Rasgrf2
cell_1243,E5Parm1
cell_1244,E2Rasgrf2
cell_1245,E2Rasgrf2
cell_1246,E3Rorb
cell_1247,E4Il1rapl2
cell_1248,E4Il1rapl2
cell_1249,E2Rasgrf2
cell_1250,E3Rorb
cell_1251,E6Tle4
cell_1252,E5Galnt14
cell_1253,E2Rasgrf2
cell_1254,E5Parm1
cell_1255,E2Rasgrf2
cell_1256,E4Il1rapl2
cell_1257,E3Rorb
cell_1258,E6Tle4
cell_1259,E2Rasgrf2
cell_1260,E3Rmst
cell_1261,E2Rasgrf2
cell_1262,E5Sulf1
cell_1263,E5Parm1
cell_1264,E2Rasgrf2
cell_1265,E3Rorb
cell_1266,E2Rasgrf2
cell_1267,E3Rorb
cell_1268,Ast
cell_1269,E5Tshz2
cell_1270,E5Galnt14
cell_1271,E3Rorb
cell_1272,E5Galnt14
cell_1273,E5Galnt14
cell_1274,E6Tle4
cell_1275,E6Tle4
cell_1276,E3Rorb
cell_1277,E5Galnt14
cell_1278,E6Tle4
cell_1279,E2Rasgrf2
cell_1280,E5Parm1
cell_1281,E5Sulf1
cell_1282,E5Galnt14
cell_1283,E3Rorb
cell_1284,E3Rorb
cell_1285,E4Thsd7a
cell_1286,OliM
cell_1287,E6Tle4
cell_1288,E6Tle4
cell_1289,E2Rasgrf2
cell_1290,E4Thsd7a
cell_1291,E3Rorb
cell_1292,E2Rasgrf2
cell_1293,E3Rorb
cell_1294,E3Rorb
cell_1295,E6Tle4
cell_1296,E3Rorb
cell_1297,E3Rorb
cell_1298,E4Thsd7a
cell_1299,OliM
cell_1300,E3Rorb
cell_1301,E2Rasgrf2
cell_1302,E6Tle4
cell_1303,E2Rasgrf2
cell_1304,E3Rorb
cell_1305,E5Tshz2
cell_1306,E2Rasgrf2
cell_1307,E2Rasgrf2
cell_1308,E5Sulf1
cell_1309,E3Rmst
cell_1310,E2Rasgrf2
cell_1311,E5Galnt14
cell_1312,E2Rasgrf2
cell_1313,E2Rasgrf2
cell_1314,E6Tle4
cell_1315,E4Il1rapl2
cell_1316,E6Tle4
cell_1317,E2Rasgrf2
cell_1318,E2Rasgrf2
cell_1319,E3Rorb
cell_1320,E3Rorb
cell_1321,E2Rasgrf2
cell_1322,Clau
cell_1323,E4Il1rapl2
cell_1324,E3Rorb
cell_1325,E6Tle4
cell_1326,Ast
cell_1327,E3Rorb
cell_1328,E3Rorb
cell_1329,E4Thsd7a
cell_1330,E3Rorb
cell_1331,E4Thsd7a
cell_1332,E5Galnt14
cell_1333,E2Rasgrf2
cell_1334,E2Rasgrf2
cell_1335,InS
cell_1336,E2Rasgrf2
cell_1337,Ast
cell_1338,Endo
cell_1339,E3Rorb
cell_1340,Clau
cell_1341,E6Tle4
cell_1342,Clau
cell_1343,InP
cell_1344,E3Rorb
cell_1345,E3Rorb
cell_1346,E3Rorb
cell_1347,OliI
cell_1348,E5Sulf1
cell_1349,Ast
cell_1350,E2Rasgrf2
cell_1351,E6Tle4
cell_1352,E6Tle4
cell_1353,InV
cell_1354,E6Tle4
cell_1355,Ast
cell_1356,E2Rasgrf2
cell_1357,Mic
cell_1358,InP
cell_1359,InV
cell_1360,E6Tle4
cell_1361,E2Rasgrf2
cell_1362,E5Parm1
cell_1363,E2Rasgrf2
cell_1364,E6Tle4
cell_1365,OPC
cell_1366,E6Tle4
cell_1367,E6Tle4
cell_1368,E5Galnt14
cell_1369,OliM
cell_1370,E2Rasgrf2
cell_1371,OliM
cell_1372,OliM
cell_1373,E3Rorb
cell_1374,OliM
cell_1375,E3Rorb
cell_1376,E5Galnt14
cell_1377,E3Rorb
cell_1378,E6Tle4
cell_1379,Ast
cell_1380,InS
cell_1381,E6Tle4
cell_1382,OPC
cell_1383,OliM
cell_1384,E5Sulf1
cell_1385,E2Rasgrf2
cell_1386,E2Rasgrf2
cell_1387,E2Rasgrf2
cell_1388,E5Galnt14
cell_1389,E2Rasgrf2
cell_1390,E2Rasgrf2
cell_1391,Mic
cell_1392,E2Rasgrf2
cell_1393,E5Parm1
cell_1394,E2Rasgrf2
cell_1395,E2Rasgrf2
cell_1396,E2Rasgrf2
cell_1397,E6Tle4
cell_1398,InP
cell_1399,E4Il1rapl2
cell_1400,E2Rasgrf2
cell_1401,E3Rorb
cell_1402,E3Rorb
cell_1403,E2Rasgrf2
cell_1404,E4Thsd7a
cell_1405,E2Rasgrf2
cell_1406,E2Rasgrf2
cell_1407,E2Rasgrf2
cell_1408,Ast
cell_1409,E6Tle4
cell_1410,E6Tle4
cell_1411,E5Galnt14
cell_1412,E4Thsd7a
cell_1413,E2Rasgrf2
cell_1414,InP
cell_1415,E2Rasgrf2
cell_1416,E3Rmst
cell_1417,InN
cell_1418,E6Tle4
cell_1419,E2Rasgrf2
cell_1420,E3Rorb
cell_1421,E2Rasgrf2
cell_1422,E2Rasgrf2
cell_1423,E5Sulf1
cell_1424,E5Parm1
cell_1425,E5Galnt14
cell_1426,E3Rorb
cell_1427,E2Rasgrf2
cell_1428,E2Rasgrf2
cell_1429,E3Rorb
cell_1430,E2Rasgrf2
cell_1431,InS
cell_1432,E5Sulf1
cell_1433,E2Rasgrf2
cell_1434,E2Rasgrf2
cell_1435,E4Il1rapl2
cell_1436,E3Rorb
cell_1437,E4Il1rapl2
cell_1438,E5Parm1
cell_1439,E6Tle4
cell_1440,E5Galnt14
cell_1441,E2Rasgrf2
cell_1442,E6Tle4
cell_1443,E4Il1rapl2
cell_1444,E2Rasgrf2
cell_1445,E6Tle4
cell_1446,E2Rasgrf2
cell_1447,E3Rorb
cell_1448,E2Rasgrf2
cell_1449,E6Tle4
cell_1450,InS
cell_1451,InV
cell_1452,E2Rasgrf2
cell_1453,E3Rmst
cell_1454,E2Rasgrf2
cell_1455,E4Il1rapl2
cell_1456,E4Il1rapl2
cell_1457,E2Rasgrf2
cell_1458,E2Rasgrf2
cell_1459,InS
cell_1460,E2Rasgrf2
cell_1461,E6Tle4
cell_1462,E3Rorb
cell_1463,E2Rasgrf2
cell_1464,E3Rorb
cell_1465,E6Tle4
cell_1466,E4Il1rapl2
cell_1467,E3Rorb
cell_1468,E6Tle4
cell_1469,E2Rasgrf2
cell_1470,E2Rasgrf2
cell_1471,E2Rasgrf2
cell_1472,E2Rasgrf2
cell_1473,E2Rasgrf2
cell_1474,E5Tshz2
cell_1475,E2Rasgrf2
cell_1476,E6Tle4
cell_1477,E3Rorb
cell_1478,E4Thsd7a
cell_1479,E2Rasgrf2
cell_1480,InV
cell_1481,E2Rasgrf2
cell_1482,E6Tle4
cell_1483,E3Rorb
cell_1484,E5Tshz2
cell_1485,E3Rmst
cell_1486,E2Rasgrf2
cell_1487,E2Rasgrf2
cell_1488,E4Thsd7a
cell_1489,InP
cell_1490,E3Rorb
cell_1491,E2Rasgrf2
cell_1492,OliM
cell_1493,E3Rorb
cell_1494,OliM
cell_1495,Ast
cell_1496,Ast
cell_1497,OliM
cell_1498,E5Parm1
cell_1499,E2Rasgrf2
cell_1500,E2Rasgrf2
cell_1501,E4Il1rapl2
cell_1502,InS
cell_1503,E3Rmst
cell_1504,E5Galnt14
cell_1505,E3Rorb
cell_1506,E6Tle4
cell_1507,E5Galnt14
cell_1508,E3Rorb
cell_1509,E2Rasgrf2
cell_1510,E2Rasgrf2
cell_1511,E2Rasgrf2
cell_1512,E6Tle4
cell_1513,E4Thsd7a
cell_1514,OPC
cell_1515,E4Il1rapl2
cell_1516,Ast
cell_1517,Ast
cell_1518,E2Rasgrf2
cell_1519,InV
cell_1520,E2Rasgrf2
cell_1521,E2Rasgrf2
cell_1522,E5Parm1
cell_1523,E5Tshz2
cell_1524,InV
cell_1525,E5Sulf1
cell_1526,Ast
cell_1527,OPC
cell_1528,E5Sulf1
cell_1529,Ast
cell_1530,E6Tle4
cell_1531,E2Rasgrf2
cell_1532,Ast
cell_1533,E2Rasgrf2
cell_1534,E6Tle4
cell_1535,Ast
cell_1536,OliM
cell_1537,E2Rasgrf2
cell_1538,Endo
cell_1539,InV
cell_1540,Mic
cell_1541,InN
cell_1542,E2Rasgrf2
cell_1543,E3Rorb
cell_1544,InS
cell_1545,E5Sulf1
cell_1546,Ast
cell_1547,Ast
cell_1548,E5Parm1
cell_1549,E5Galnt14
cell_1550,E2Rasgrf2
cell_1551,Mic
cell_1552,E4Il1rapl2
cell_1553,E2Rasgrf2
cell_1554,E5Sulf1
cell_1555,E4Thsd7a
cell_1556,InP
cell_1557,Clau
cell_1558,E4Il1rapl2
cell_1559,E3Rmst
cell_1560,Clau
cell_1561,E5Parm1
cell_1562,E2Rasgrf2
cell_1563,E2Rasgrf2
cell_1564,E3Rorb
cell_1565,E6Tle4
cell_1566,Ast
cell_1567,E4Thsd7a
cell_1568,E2Rasgrf2
cell_1569,E4Il1rapl2
cell_1570,E3Rmst
cell_1571,E4Thsd7a
cell_1572,OliM
cell_1573,E5Parm1
cell_1574,E3Rorb
cell_1575,E4Il1rapl2
cell_1576,Clau
cell_1577,E6Tle4
cell_1578,InS
cell_1579,Mic
cell_1580,E5Galnt14
cell_1581,E4Il1rapl2
cell_1582,E2Rasgrf2
cell_1583,E2Rasgrf2
cell_1584,E4Il1rapl2
cell_1585,E5Galnt14
cell_1586,E3Rorb
cell_1587,E5Parm1
cell_1588,E2Rasgrf2
cell_1589,E2Rasgrf2
cell_1590,E3Rorb
cell_1591,Ast
cell_1592,InS
cell_1593,InP
cell_1594,E4Il1rapl2
cell_1595,E5Tshz2
cell_1596,E2Rasgrf2
cell_1597,E5Galnt14
cell_1598,E4Il1rapl2
cell_1599,E5Galnt14
cell_1600,E4Thsd7a
cell_1601,E5Galnt14
cell_1602,E2Rasgrf2
cell_1603,E4Il1rapl2
cell_1604,InV
cell_1605,E6Tle4
cell_1606,E5Parm1
cell_1607,E3Rmst
cell_1608,E2Rasgrf2
cell_1609,E2Rasgrf2
cell_1610,InN
cell_1611,E4Il1rapl2
cell_1612,Endo
cell_1613,E2Rasgrf2
cell_1614,E6Tle4
cell_1615,E4Il1rapl2
cell_1616,E2Rasgrf2
cell_1617,E2Rasgrf2
cell_1618,E3Rorb
cell_1619,InP
cell_1620,E2Rasgrf2
cell_1621,E6Tle4
cell_1622,E3Rmst
cell_1623,E3Rorb
cell_1624,E4Thsd7a
cell_1625,E2Rasgrf2
cell_1626,E2Rasgrf2
cell_1627,E2Rasgrf2
cell_1628,E4Thsd7a
cell_1629,E6Tle4
cell_1630,E6Tle4
cell_1631,E5Parm1
cell_1632,E5Galnt14
cell_1633,InP
cell_1634,E6Tle4
cell_1635,E6Tle4
cell_1636,E2Rasgrf2
cell_1637,E2Rasgrf2
cell_1638,E3Rorb
cell_1639,E2Rasgrf2
cell_1640,E3Rorb
cell_1641,E3Rorb
cell_1642,E6Tle4
cell_1643,E3Rorb
cell_1644,E3Rmst
cell_1645,E4Thsd7a
cell_1646,E3Rmst
cell_1647,E2Rasgrf2
cell_1648,E2Rasgrf2
cell_1649,E3Rorb
cell_1650,E3Rorb
cell_1651,E2Rasgrf2
cell_1652,E3Rorb
cell_1653,E2Rasgrf2
cell_1654,E5Galnt14
cell_1655,InV
cell_1656,E2Rasgrf2
cell_1657,E5Sulf1
cell_1658,E5Galnt14
cell_1659,E6Tle4
cell_1660,E6Tle4
cell_1661,E3Rorb
cell_1662,E3Rorb
cell_1663,E3Rorb
cell_1664,E6Tle4
cell_1665,E3Rorb
cell_1666,E5Parm1
cell_1667,E2Rasgrf2
cell_1668,E4Thsd7a
cell_1669,E2Rasgrf2
cell_1670,E3Rorb
cell_1671,Ast
cell_1672,E2Rasgrf2
cell_1673,E4Il1rapl2
cell_1674,InP
cell_1675,E3Rorb
cell_1676,Mic
cell_1677,E3Rorb
cell_1678,E2Rasgrf2
cell_1679,E2Rasgrf2
cell_1680,E5Galnt14
cell_1681,E2Rasgrf2
cell_1682,E3Rorb
cell_1683,E5Galnt14
cell_1684,E4Il1rapl2
cell_1685,InN
cell_1686,E2Rasgrf2
cell_1687,Ast
cell_1688,E5Galnt14
cell_1689,Ast
cell_1690,E2Rasgrf2
cell_1691,OliM
cell_1692,E6Tle4
cell_1693,Ast
cell_1694,E2Rasgrf2
cell_1695,E5Parm1
cell_1696,E4Thsd7a
cell_1697,E5Sulf1
cell_1698,E5Sulf1
cell_1699,InS
cell_1700,InP
cell_1701,E5Galnt14
cell_1702,E4Il1rapl2
cell_1703,E3Rorb
cell_1704,E2Rasgrf2
cell_1705,InV
cell_1706,OliI
cell_1707,E2Rasgrf2
cell_1708,Ast
cell_1709,OliM
cell_1710,E6Tle4
cell_1711,OliM
cell_1712,E6Tle4
cell_1713,E6Tle4
cell_1714,Ast
cell_1715,E6Tle4
cell_1716,OliM
cell_1717,E2Rasgrf2
cell_1718,E2Rasgrf2
cell_1719,E6Tle4
cell_1720,E2Rasgrf2
cell_1721,E6Tle4
cell_1722,E5Sulf1
cell_1723,E6Tle4
cell_1724,E5Parm1
cell_1725,E2Rasgrf2
cell_1726,E2Rasgrf2
cell_1727,E2Rasgrf2
cell_1728,E2Rasgrf2
cell_1729,E5Parm1
cell_1730,InP
cell_1731,E6Tle4
cell_1732,E6Tle4
cell_1733,E2Rasgrf2
cell_1734,E4Thsd7a
cell_1735,E3Rorb
cell_1736,E4Il1rapl2
cell_1737,E5Sulf1
cell_1738,E2Rasgrf2
cell_1739,E4Thsd7a
cell_1740,E5Galnt14
cell_1741,E4Il1rapl2
cell_1742,E6Tle4
cell_1743,E5Galnt14
cell_1744,E2Rasgrf2
cell_1745,E5Parm1
cell_1746,E4Il1rapl2
cell_1747,E2Rasgrf2
cell_1748,E6Tle4
cell_1749,E5Galnt14
cell_1750,E2Rasgrf2
cell_1751,E2Rasgrf2
cell_1752,E5Tshz2
cell_1753,E5Galnt14
cell_1754,E6Tle4
cell_1755,E5Galnt14
cell_1756,E6Tle4
cell_1757,E6Tle4
cell_1758,E2Rasgrf2
cell_1759,E4Il1rapl2
cell_1760,E2Rasgrf2
cell_1761,E6Tle4
cell_1762,E5Galnt14
cell_1763,E4Thsd7a
cell_1764,E3Rorb
cell_1765,E5Galnt14
cell_1766,E2Rasgrf2
cell_1767,E2Rasgrf2
cell_1768,E6Tle4
cell_1769,E3Rorb
cell_1770,E4Thsd7a
cell_1771,E5Galnt14
cell_1772,E2Rasgrf2
cell_1773,E2Rasgrf2
cell_1774,E5Galnt14
cell_1775,E3Rorb
cell_1776,E2Rasgrf2
cell_1777,E2Rasgrf2
cell_1778,E3Rorb
cell_1779,InP
cell_1780,E6Tle4
cell_1781,E2Rasgrf2
cell_1782,E3Rorb
cell_1783,E2Rasgrf2
cell_1784,Clau
cell_1785,E5Sulf1
cell_1786,E3Rorb
cell_1787,E5Sulf1
cell_1788,E3Rmst
cell_1789,E5Sulf1
cell_1790,Ast
cell_1791,E6Tle4
cell_1792,E2Rasgrf2
cell_1793,E3Rorb
cell_1794,E2Rasgrf2
cell_1795,E3Rorb
cell_1796,E5Parm1
cell_1797,E5Parm1
cell_1798,Clau
cell_1799,E6Tle4
cell_1800,E6Tle4
cell_1801,E2Rasgrf2
cell_1802,InV
cell_1803,E5Parm1
cell_1804,E2Rasgrf2
cell_1805,E3Rorb
cell_1806,Ast
cell_1807,Ast
cell_1808,E4Thsd7a
cell_1809,E6Tle4
cell_1810,Ast
cell_1811,E4Thsd7a
cell_1812,OliM
cell_1813,E5Galnt14
cell_1814,E5Galnt14
cell_1815,Ast
cell_1816,OliM
cell_1817,E3Rorb
cell_1818,E6Tle4
cell_1819,E2Rasgrf2
cell_1820,E3Rorb
cell_1821,E4Thsd7a
cell_1822,E5Sulf1
cell_1823,E3Rorb
cell_1824,Ast
cell_1825,E6Tle4
cell_1826,E5Sulf1
cell_1827,OliM
cell_1828,Ast
cell_1829,E2Rasgrf2
cell_1830,E3Rorb
cell_1831,Ast
cell_1832,OliM
cell_1833,OliM
cell_1834,OliM
cell_1835,Clau
cell_1836,Peri
cell_1837,Clau
