,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_479,-0.83894587,-0.123492435,0.25621685,-0.25063083,-1.6214837,-0.34079,-0.11276643,-0.39937824,1.112041,0.6999576,0.92322457,-0.7582745,0.3577967,0.89644,1.1203738,0.7024832,0.5765784,-1.1615778,0.013713375,-0.29334491,0.16952868,-0.83158267,-1.9296721,-0.05811064,1.1154068,-0.7276299,0.21670541,-0.051609557,1.5227188,-0.29791334,0.08581716,-0.92262435,-1.1084507,0.55118084,-0.79997545,-0.18101463,-0.2656665,-0.8686462,0.43646413,-0.31031346,-0.8048301,0.9443651,0.3027714,0.10887508,1.6528673,-0.8671391,1.5495021,-0.28560686,-1.7692333,-1.00454,-1.126015,0.32093665,-0.14380896,0.5222494,1.217992,0.6399822,-1.2152908,1.4673885,-0.5335658,0.6862719,-0.94089544,0.47114408,-2.2778354,1.4265395
cell_480,1.53576,1.4080676,-1.3300766,1.038675,-0.46556658,0.20812681,0.37106252,-0.43727148,-0.8000535,0.07251829,-0.90496475,0.025705859,0.0277351,1.677814,1.2871644,0.23798223,-0.43214446,-1.3925601,0.4418923,1.0968152,2.0936108,-0.327252,-0.7853676,-1.9548407,-0.1351024,-0.023849078,-1.5755754,1.4312955,0.887392,-0.25292873,0.19210255,0.6629845,-0.66276014,1.0592214,0.2501419,-0.20125528,-0.24461573,-0.54693437,1.0557597,1.6392895,0.36065844,1.2140616,-1.2202663,-0.16376519,0.8900895,-1.2684082,0.25317913,-0.119175084,-0.8774862,-0.92967427,-0.74803376,-0.021504492,-0.43265045,0.77208287,0.3418889,-0.2247138,0.21753982,-0.28188634,-0.4779856,-1.2587007,-1.1784164,-0.51942176,-0.39224762,-0.010851368
cell_481,1.3838243,0.67500395,-0.7418908,1.1990094,-0.8225808,0.47315568,0.9106357,-0.9360573,1.0346409,-0.95945156,-1.0956943,-0.5905056,-1.0546625,0.90627044,1.7166561,0.02185756,-0.9473831,-2.3628724,1.5645528,1.797131,1.1141284,-1.5317577,-1.3119334,-1.1560014,-0.9649171,0.48112804,-2.2896144,0.06924087,1.215947,-1.5773199,-0.73698777,1.1276923,-1.2051628,1.6524245,-0.6006137,-0.8495256,0.29444367,-0.91715086,1.8246413,1.5958889,0.5153209,1.4674228,-1.074192,-0.5609841,1.4455702,-0.99169856,1.0989087,-0.79968786,-2.1883945,-1.0174761,-1.439296,1.2799627,-1.0432652,0.9061076,0.6787065,-0.9146672,-1.6563761,0.10183981,-0.42083302,-1.0889579,-2.1355946,-0.57292193,-1.6670659,1.2614118
cell_482,1.7341117,-1.247358,0.7303077,1.2405653,0.9633262,0.5494787,1.3767183,-0.7484646,1.0544633,-0.7706438,1.4973773,-1.4440566,0.250883,-0.1430538,-0.38878953,-1.0232487,-1.1790167,-1.1004763,-1.162859,-0.4165764,1.1124091,0.036768496,0.77919364,-0.7828424,0.5130464,-2.037256,0.27209002,1.607214,-1.4296998,0.6478087,-0.69050235,1.3056942,1.4844065,1.9075581,0.6295854,-0.17285275,-0.98761225,-1.0885688,1.2547917,1.5469886,-0.6986762,-1.90298,1.3154294,0.46260068,-0.9486379,0.55264944,-0.013398737,0.5436754,-0.97916186,1.1884532,0.8974253,0.7614442,0.91849416,1.0961536,-0.6404563,0.85043544,1.568869,-1.3787634,0.9923043,-1.4645109,-1.5668383,1.2342755,0.5532862,1.0218635
cell_483,1.1439345,0.9982443,-1.7639394,1.0724907,1.0978686,-0.6643543,1.4645381,1.0611871,-0.98199224,-0.85251963,-1.0488665,0.3015567,0.2974946,1.0961622,1.5499668,1.0118417,-0.8199442,-2.23211,-0.17647004,1.4324858,0.01402919,0.23331334,0.027568132,-1.1441214,-0.7859467,-0.76154697,-1.5936167,1.2867874,1.2593453,-0.243571,0.634673,-0.30245548,0.44178113,1.3796446,-0.08480105,0.79180354,0.63126063,-0.9668772,1.2691854,1.2896314,0.53040475,1.7634019,-1.0035913,1.1398928,1.4358743,-1.5270083,1.8517926,0.582632,-0.8265989,0.3545925,-1.3823316,-0.17770667,0.11574492,-0.4433409,0.12175938,-1.1349745,0.41227683,1.8666047,-1.1910107,0.48054892,-0.44272235,-1.2727354,-1.3542094,-0.60940427
cell_484,1.3305976,-1.9582133,-1.6634998,1.3088398,-1.354198,-0.8650422,1.5937955,-0.99829024,1.0049126,0.95203304,-0.83935165,-1.1309533,-0.82684916,-0.73724234,-0.11646366,0.4828282,-0.754922,-0.119582266,1.5193199,1.8062124,0.9881384,0.5709779,-1.5732687,0.9948029,1.7373116,0.95570195,-2.081619,0.26373875,-1.4947453,-0.862727,1.219662,-1.0712602,1.188071,-0.36035275,0.68449634,0.6510398,-1.0757334,-1.1308739,-0.5974955,-0.85067415,1.5814297,0.9367865,-0.4935716,1.0884415,0.12455946,1.2202325,-1.82158,1.0994987,-1.4635425,1.8057578,-1.8781229,0.07795608,2.037923,2.5719118,0.9429791,-0.18941885,-0.077067,-0.8522717,-1.1843218,0.1988189,0.38773,1.1425816,0.963048,-1.5864447
cell_485,-0.38117012,-2.0389564,0.93833137,-0.43796286,-0.66023535,-1.3409927,-0.26883256,0.6604045,-0.0848632,1.8741364,1.2053733,-1.2276556,1.1383176,1.089616,0.9802575,0.7396733,1.7161994,-1.4623924,-1.0464897,-0.010692999,-0.2142874,-0.4737053,-1.1521178,-0.26731682,0.88323486,-1.6225628,0.31628275,-0.7589658,0.91655344,0.916029,1.0394306,-0.80413026,-1.123128,-0.36184716,-0.35967353,-0.90927094,-0.9623491,-0.9261243,-0.8975769,-0.70097363,-1.0555022,1.3594832,1.1892323,1.3237696,0.90933406,-0.818736,0.4744826,0.6502514,-1.49326,0.23475157,-0.8802464,-1.0890908,0.7359019,0.3843996,1.0428652,0.8445892,-0.56378776,-0.07247585,-1.369041,0.6992534,-1.6629473,1.6152185,-1.0978142,0.4145829
cell_486,-0.70666456,-1.1457269,-0.06677961,-0.881326,1.1019459,-1.5300243,1.0112091,-1.0281184,-0.80446315,1.0123272,0.33537796,-1.0487272,-1.1866167,0.5800532,1.3951994,-0.9913614,0.7276525,-0.63754284,1.3329306,-0.48949963,-0.9599072,0.024656221,-1.1046292,1.7624906,-0.31984794,-1.0310736,-1.6653011,0.92131627,-1.0941607,-1.4718132,-0.971213,0.2586882,1.3614881,-0.56793356,2.1828198,-1.7632655,0.88316345,-1.1387684,-0.6540366,-1.0848229,0.27096176,0.06276983,-0.59813726,-0.6775867,0.003467258,-0.21342267,-1.1310583,1.5507137,0.29194868,-0.75930756,-1.8573968,1.0517123,0.6656939,-0.4963671,1.62557,-0.005008921,1.4079785,-2.1165476,-2.0876904,-1.3754146,-0.3420701,-0.20589167,-0.37192217,1.0721517
cell_487,1.0016304,0.039004378,-0.68598473,0.34091187,-0.84963095,-0.6009295,-0.33402735,-1.0412331,-1.7636452,1.2490869,0.38502887,0.77307963,1.1815412,0.85683554,-0.29402947,-1.2279097,-0.16550756,-0.14489655,0.5327179,-0.62578297,1.2850528,-1.6044594,-0.6606214,-1.2530165,-0.42433372,-1.3918966,-1.2142735,1.2885649,0.15332934,0.6492498,1.4752759,1.2234892,1.7798789,1.2913421,1.2561733,0.039260134,-1.094156,0.5002219,0.5818268,1.1152627,-0.54729646,1.3193064,-1.0109177,1.9455258,-0.8255619,-0.71392435,-1.267259,1.5120186,-0.8498303,-1.4070995,0.5232048,-0.7987371,0.9568719,0.23021245,-0.030112118,-0.5182088,-0.6445588,0.91571325,-0.463447,-0.8644815,-0.9294488,1.0504247,0.16525301,-0.96501696
cell_488,-0.27084616,-1.7411855,0.70522064,-0.29106095,-0.73382396,-0.91123605,-0.96699584,0.62815875,0.495821,1.3535347,0.8855755,-0.81808805,0.8762616,0.955295,1.1207184,0.7142575,1.3299273,-1.5139004,-0.57962275,-0.39353764,-0.47889924,-1.1281418,-1.3439761,-0.12818515,0.7589611,-1.4708319,0.108387336,-0.4431612,1.3866506,0.57871234,0.6147037,-0.34596628,-1.193519,0.18996447,-1.0020287,-1.134489,-1.1732721,-0.83096635,-0.73414874,-0.64215475,-1.2489774,0.7935645,0.82997596,0.7995902,1.6718333,-1.3179435,1.5285208,0.37645024,-1.7220381,-0.16124159,-0.92964435,-0.44281873,0.61975884,1.5832076,0.927959,0.9568476,-0.7452612,0.720758,-1.1498315,0.5590528,-2.0007007,0.9315637,-1.8429954,0.8392773
cell_489,2.0934834,0.5163707,-0.31536412,-0.406649,-0.30841407,0.28820616,-0.6403611,-1.0994484,-2.4423099,1.313081,1.6641372,0.7817271,-2.5409038,-2.235197,-0.67069876,1.992492,-0.89952534,-1.7569741,-1.8379343,0.42407438,2.7728481,-1.6267616,1.5097431,-1.7148557,-0.5433054,-1.7467387,-1.494348,-0.953292,-0.7457003,1.2194388,1.6798007,1.4253658,-0.3282687,-1.2642272,-1.2870702,-1.3319415,-0.37488082,2.3144965,-1.1789182,1.6204017,1.8629854,-1.2290496,-1.1849775,-1.9049962,-1.7926605,0.36737758,-0.9011717,2.3654983,-0.3347845,-1.6321163,1.4790804,-0.83673567,-0.4856216,-1.3391678,1.2816398,2.1605368,-1.862547,-2.1098666,-2.73869,-1.6293793,1.1873977,-1.235878,-2.924232,-0.64992756
cell_490,-0.3642068,-1.5762324,0.41882807,-0.43469495,-0.9459798,-1.2932172,-0.27467546,0.9085298,0.0028339773,0.9411414,1.2276876,-1.3906155,0.8325895,1.2914695,0.7784679,0.45094484,1.6476666,-1.3800089,0.15195864,0.12956847,-0.18026654,-1.2012433,-1.5282834,-0.42422953,0.6633199,-1.4743507,0.09245604,-0.40018606,1.0812864,0.5772292,0.1842958,0.35087872,-0.8537436,-0.19750008,-0.635082,-1.5883087,-0.71864426,-1.4459044,-1.0898204,-0.23968792,-0.95690036,0.5319226,0.79506373,1.6867477,1.3369619,-0.99737024,0.98295444,0.5787506,-1.5206298,0.41218635,-1.2108006,-1.1974021,0.86677754,0.9980268,0.97921515,0.89366305,-0.93604577,0.008159667,-1.3970678,0.45189315,-1.8298013,1.3452835,-1.6858855,0.18421307
cell_491,-0.17520064,0.4754857,-1.6264069,0.4612934,0.3665312,0.15266211,-0.6751894,0.3807589,-0.043816134,1.3162968,-0.60411346,-1.4458823,1.1365719,0.65203834,0.6711084,-0.66232127,1.5461838,0.8418406,-0.7289843,1.8426384,1.3667551,0.23561338,-1.533773,-0.29371223,1.3821912,0.39969033,-0.04245916,1.095874,1.4954921,0.674211,-0.17784558,0.5049541,-0.2848267,-0.7426779,0.5937608,-1.1880463,-0.91329145,-0.5161603,-0.80873686,0.94742054,0.072968945,0.63368434,-0.3087011,-0.2099308,1.0450274,0.6539397,-1.1016793,-0.51651084,0.36217803,1.3504565,-1.7288817,-0.5944836,-0.5960982,-1.4440794,1.3217505,1.3227994,0.87389266,-0.678662,0.3889118,-1.244881,0.3233981,-0.0050516576,1.4671075,-1.3312756
cell_492,1.8717449,0.27343777,-0.70308703,-0.60763776,0.43835628,0.9016449,-0.07147443,-1.1583833,-2.1806777,1.5680333,1.8986813,0.13989094,-2.4749646,-2.0855155,-0.6762473,1.791832,-1.0104063,-1.5109004,-1.8160537,0.7141522,2.4051828,-1.603697,1.6791339,-1.5104668,-1.2500993,-1.5934459,-1.6747794,-1.2671666,-1.6595831,0.8936693,1.9863862,0.883152,-0.348001,-1.1746655,-1.7813407,-1.1623439,-0.42182088,2.215009,-1.0592628,1.6626658,2.1396124,-1.2766367,-0.7407573,-1.5618262,-1.210587,-0.53846925,0.2602168,2.078506,-0.97875464,-0.86226964,1.4607893,-1.5480292,-1.0679691,-1.5276537,0.8337023,1.6951734,-1.7186341,-1.723037,-2.5666912,-1.8926378,0.9872603,-1.5007967,-2.3537848,-0.8839479
cell_493,-0.23448455,0.8294247,-1.0422542,1.0481212,0.5337159,0.91133153,-0.8912682,0.40114,-0.33342493,1.2283639,-0.5146641,-1.5891203,0.86075413,0.52273697,1.1290122,-1.5406436,1.5728766,0.81256694,-1.0835106,1.2291322,1.2606447,0.09948385,-1.3101975,-0.6622515,1.2462587,0.20921297,0.68954045,0.953879,1.5854945,1.0921943,-0.15104827,1.0689735,-0.682629,-0.37096488,1.1277947,-1.4759495,-0.48363286,-0.42002666,-0.8943788,1.2018757,-1.4831564,0.83544874,-0.4122197,0.29062432,0.8864818,0.4493283,-1.2581373,-0.7888346,0.50583416,1.3995769,-1.470824,-1.1200484,-0.809482,-0.54309815,1.1702404,0.6674875,1.1962394,-1.6213291,0.9212262,-1.1638806,-0.4294358,0.0069466084,1.0975671,-1.5076281
cell_494,-0.20408244,0.7198398,-1.3636551,1.1010729,0.9874906,0.50047827,-0.7222497,0.36774772,-0.54979324,1.6841888,-0.90297997,-1.2832665,0.9001608,-0.060438514,1.0312178,-1.2392226,1.1323358,1.0657843,-0.59403694,1.9341745,1.360333,1.1520566,-1.0828197,0.008709241,0.9981716,0.099924475,0.26267615,0.83311725,1.0892781,0.16967808,-0.19276133,0.8073592,-0.15513054,-0.66868764,1.4862305,-1.3946313,-0.71644014,-0.12477761,-0.65035987,0.6282864,-0.43736726,0.8196693,-0.2839402,-0.6823553,0.59453607,1.3370817,-1.1110599,-0.7194662,0.51045156,1.5761391,-1.0774516,-1.0962378,-0.7590144,-1.4895906,1.3025773,1.0308863,1.1558105,-1.4128453,0.55588114,-1.3597023,-0.20416571,-0.762966,0.51912,-1.5191225
cell_495,-0.296686,0.6846128,1.4614022,-1.9680766,-2.6101782,1.4858296,1.4246877,-2.8160107,0.7511484,-0.9118661,1.2681562,2.205934,-0.78401554,-2.1200066,-0.9234413,-1.0216839,-1.8691046,-0.49982768,1.6546959,-0.49554253,-0.46181235,2.3864996,-0.3258213,1.6636391,-1.3860104,-0.7824915,1.7543669,-0.61672896,0.63703567,0.34577098,0.41323888,-2.3861055,-2.1492486,-0.48999876,-1.4191628,0.2875578,-0.026091322,-0.53520536,-0.24270035,1.5320686,1.9496073,0.66469395,0.8449553,-1.8380283,1.447435,-0.14094536,-1.6492913,-0.5976259,-0.17189085,1.596343,-0.37291804,-0.25956926,1.1180917,-1.9854261,1.8194945,1.1741703,0.28270957,1.9263225,1.1336207,1.902024,2.2190382,0.33112568,-1.2191639,-2.1698148
cell_496,-0.54941976,-0.36992654,-0.68245864,0.5132405,0.48728973,-0.9364155,-0.26530504,0.5945917,0.055371262,1.9269122,0.11052312,-1.3181567,0.53055584,0.6244879,1.1445807,0.39871836,2.0001845,0.70541286,-1.0972793,1.0078965,-0.040992647,1.2053003,-1.3342783,0.6853134,1.1065379,-0.6479772,0.43615082,0.32574505,1.4192954,0.6539565,-0.08928439,0.6687101,-0.4917796,-0.87152237,1.3288268,-2.0005112,-0.6259644,-0.5332208,-1.5257597,0.4722871,0.23212051,0.89496017,-0.440168,0.3563878,1.3644801,-0.5065035,-0.030350417,0.2075022,0.19747634,2.0374177,-1.7544354,-1.910614,-0.4337782,-0.5158961,1.3419945,1.2969613,0.2706173,-0.5382853,0.2489176,-0.818146,-0.7608649,0.42106158,0.6812707,-1.5731075
cell_497,1.7029128,-1.1143807,-1.7254404,0.63895583,1.0216912,0.13211043,0.9145816,1.1951247,1.0404826,1.00534,0.2537319,-0.028636903,0.36396593,0.2743593,0.46817055,-0.020198077,-1.2216002,-0.50717604,-0.7839201,1.7285142,-0.25203907,-0.21795951,-1.196461,0.6210348,0.017148994,-0.93788296,-2.0963771,1.4116529,-0.60462534,0.23764339,2.38792,-1.0615228,1.1108122,1.4243243,-0.9717533,0.003244862,-1.1684749,-0.5364544,0.87561196,-0.7326417,1.3870063,0.39938682,0.5848598,0.23337361,1.4495933,1.5187078,-0.8832559,-0.20807454,-0.98769194,2.3927603,-1.7460446,0.23376946,1.7066599,0.38512883,-0.43810534,-1.0500876,0.6821862,0.96630937,-1.8065292,0.88982886,0.13598946,0.8874912,0.8552698,-0.30879453
cell_498,0.84783,-1.0723983,-0.8771507,-0.04645048,-0.5353185,-0.97804815,-0.005238919,0.9462483,1.473342,1.360913,0.2825855,-0.59263885,-0.22479255,0.18225549,1.8980793,1.0925943,1.4027494,-0.19753021,-1.3501894,0.821602,0.031145632,0.65142107,-1.1647491,0.60069853,0.4008573,-0.93037665,0.67652416,-0.92729324,1.8464245,-0.20410597,0.009474359,0.24364176,-0.39202923,0.52637434,0.7573224,-1.4763601,-0.22845362,0.4958827,-0.71739,0.37487948,0.30488688,0.57665604,1.4149868,1.1189805,1.4240599,-1.2574668,1.7103139,0.3488506,-0.56646174,0.59238803,-0.52720463,-0.6132432,0.17271127,0.4906169,1.9198645,1.4425381,-1.8143833,0.104449034,-0.1810994,-0.48625708,-1.6346159,1.2943308,-0.2984022,-0.6243582
cell_499,1.6110635,0.9028779,-1.044485,1.668628,1.2157727,0.29408544,2.3276668,0.2653068,-0.64221483,-0.49455255,-0.27200574,-0.83420473,-1.0040687,0.46494037,0.94264257,0.6634152,-0.35027212,-1.9816438,0.034759074,2.048489,0.2592639,-0.45803642,0.08911723,-1.3389463,-0.74389076,-0.31902695,-1.9785239,0.74854994,1.2760495,-0.84795946,0.6886577,0.45763564,0.5810293,1.8810868,0.36805788,-0.56557983,0.9536637,-0.10150359,1.311053,2.1964703,1.1311746,1.298068,-1.2448623,-0.14454333,1.5079658,-1.6568696,1.4989173,0.34667373,-1.2954545,-0.13141832,-1.7934902,-0.1497213,-0.3316363,0.13832352,0.43038636,-0.85353035,0.89441735,1.1918783,-0.007956892,-0.6139086,-0.66706336,-1.1357485,-1.7284868,-0.033754334
cell_500,-0.20192188,0.039056033,-1.2038232,1.2826446,0.7852908,1.0203813,-0.96977615,0.8370589,-0.78532475,1.1649196,-0.68594563,-1.5596755,0.6111317,1.0124557,1.1579417,-1.8819249,0.9076438,0.7103966,-1.0090488,0.9365258,0.91236097,0.049948066,-0.96291703,-0.8032318,0.74596024,0.24325226,0.7552922,0.6989111,1.398776,0.4899498,-0.26595086,0.39010724,-0.49443534,-0.66387653,1.1561805,-1.4668239,-1.3149946,0.40131158,-0.7179658,0.8906634,-0.8697535,0.82193816,-0.43869165,-0.980101,1.0258473,1.0163057,-1.6530145,-0.7187991,0.31045654,0.91162443,-1.4330019,-1.1946843,-0.9296618,-0.8461803,1.1456062,0.88628674,0.7676,-1.0951915,0.91702783,-1.1314335,0.600471,-0.32078487,0.76968104,-0.7417969
cell_501,0.12604758,0.7659818,-1.3396066,1.2812442,0.8289565,0.9271527,-0.6858267,0.5450608,0.3819685,1.6511732,-0.6549203,-1.2700241,0.79348445,1.0293852,0.72460693,-1.3557725,1.4512902,0.74212193,-0.21976525,1.9236022,1.2741566,0.94233674,-1.6290212,-0.9380292,1.0209522,-0.05299908,0.34360346,1.0679092,1.554289,0.48611864,-0.37793356,0.75025654,-0.41326278,-0.62586474,1.112375,-1.1493057,-1.0914929,-0.3273027,-0.87230635,0.8494327,0.6166082,1.1678654,-0.7826167,0.04875899,1.3162979,0.47207305,-1.066593,-0.6273916,0.5589647,1.932585,-1.6251812,-1.3250906,-0.80237114,-1.2265594,1.1734834,1.2212372,1.5799426,-1.3233283,0.8246361,-1.4422672,0.016174398,-0.13822614,1.2133908,-1.3521622
cell_502,1.5052478,-0.85153043,0.36715555,0.92566234,1.4759854,0.93555546,1.0686878,-0.74096555,1.5331914,-0.7143402,1.4613947,-0.6006701,0.87560916,-0.50556445,-0.7138297,-0.9472668,-2.2951791,-0.7757772,-1.4806472,-0.43799222,0.8761842,0.5986394,0.5461103,-0.1631665,0.59455395,-1.5906919,0.48425254,1.5143778,-1.6626574,1.1097039,0.055576667,0.51998687,1.2420979,1.7080587,0.5720999,-0.51548487,-1.6300112,-0.61440134,1.1375334,1.2820805,-0.38354537,-2.1699896,1.3779082,-0.32587564,-0.75955164,0.4370985,-0.060943425,0.4451743,-0.71229017,1.0606844,0.23800123,0.9902438,1.3112273,1.2744533,-0.9212562,0.38581765,1.1073861,-1.8014352,0.59869295,-0.7516201,-1.2148018,0.73594993,0.16686463,0.5850089
cell_503,1.2528985,0.3505573,-2.0591195,0.8738579,1.0412662,-1.301796,1.012999,0.55722797,-1.0347278,0.42662188,-0.5070813,-0.7863908,0.8753116,0.2255579,1.2772613,0.97792166,0.011318654,-0.5131184,-0.65944564,1.1330072,-0.12706348,0.7595125,-0.14511059,0.66527355,-0.16062605,-0.41717327,-1.6838975,0.67759573,0.30756783,0.35765952,1.255489,-0.56037056,1.4846724,1.0770911,1.1308699,0.23757629,-0.21226504,-0.5425682,0.9354719,0.75515884,0.27685088,1.5284538,-1.0272703,0.8557822,0.51942194,-0.45422214,-0.19590712,0.32593387,-0.6328818,1.3697203,-1.8551772,-1.5499318,1.4576857,0.045422032,0.19357432,-0.9341335,0.4796274,0.58905834,-1.1875192,-0.09029113,-0.20993903,-0.8432081,-0.22330245,-1.8705866
cell_504,-0.4398691,-1.9965886,0.4643036,-0.27850914,-0.9038476,-1.3505479,-1.0139942,0.8164205,0.4072324,1.4194368,1.2243925,-0.90433604,1.199847,0.93411183,1.9096766,1.3715255,1.1459222,-1.1548312,-0.8856037,-0.388342,-0.47196907,-0.12714052,-1.3093207,0.08923331,1.339215,-1.82955,0.454642,-1.0591327,1.6508974,1.6815085,1.1828635,-0.8239935,-1.3318677,-0.41536713,-0.5357135,-1.0810317,-1.1647146,-1.1478968,-0.71893394,0.106075436,-1.0826755,0.9444476,1.5334113,1.1144241,1.2544682,-1.2081225,1.1224847,0.4685205,-1.206661,-0.6047187,-1.1260746,-0.7224313,0.6310489,-0.10044071,1.1349188,1.2536844,-0.8808406,1.5272712,-1.0753037,0.56428766,-1.4324968,1.1350976,-1.1392646,0.21695359
cell_505,2.0366373,-1.0296241,0.90871775,1.0495722,1.5608149,1.3535777,0.90972203,-1.0016512,1.1094472,-0.560868,1.6516912,-0.8054052,0.24640208,-0.17841466,-0.5342082,-1.4335779,-1.1339046,-1.1937186,-0.9813137,-0.5864785,0.7572112,0.47137466,0.5813222,-1.1380037,0.18696904,-2.3916867,-0.24230127,1.7946643,-1.4514253,0.9417999,-0.030199993,1.6069715,1.533337,2.1652002,0.8640519,-0.28604892,-1.4758438,-1.1122525,2.2632408,1.5531982,-0.65273184,-1.8535874,1.4644855,0.21623981,-0.4868045,1.2971337,-0.0034285486,0.39813715,-1.274732,1.5073116,0.5591817,0.39799216,1.1881042,1.0880206,-0.6149609,0.59295416,1.5947863,-1.5692494,0.9638924,-1.5208304,-1.6282398,1.4227191,0.2575585,1.9016299
cell_506,2.2844262,-1.4082991,0.95626366,1.1908267,0.89284563,0.85221714,1.0999603,-0.8425354,0.62680113,-0.76950175,1.0449344,-1.2325044,0.6021254,-0.29168418,-0.42260027,-1.074739,-0.8647069,-1.3017242,-0.8291796,-1.1612859,0.7392865,0.5740789,1.1041636,-0.92110825,0.15259138,-1.5383092,0.4754591,0.74503225,-0.78492707,0.9832332,-0.9712375,1.3373363,0.79101825,1.5947273,1.3216822,-0.11861738,-1.3347392,-1.3507305,0.9126078,1.7316322,-0.80693746,-1.5106678,1.1121476,-0.028050542,-0.8068,0.61774635,0.78282523,0.9785217,-1.446701,1.580565,0.54025286,0.114492565,1.5981205,1.2894996,-0.43822587,1.0503354,0.4041947,-2.189348,1.1183463,-1.3307375,-1.4327006,1.2907648,-0.40709653,1.2994344
cell_507,0.97018975,-1.9396008,-2.4528818,0.9068828,-0.27694288,0.28966293,-0.19481647,0.14686735,1.2646695,2.7030456,0.26947442,-0.3381623,-0.8845124,0.06087643,0.0076395124,0.16931245,-1.609052,0.45345378,-0.0803574,2.054157,-0.06627971,-0.68206453,-1.4821469,1.7616082,0.22088034,-0.23662962,-2.7084386,1.6947769,-1.5158408,-0.5978324,2.7568743,-1.6547747,1.0984342,0.82443094,-0.6204175,-0.7103124,-1.0446589,0.4089528,0.35758644,-1.624002,2.2431242,-0.19016376,-0.28245986,0.34609368,0.57942945,1.5508715,-1.3167131,0.0419721,-0.83606446,1.635341,-1.9590698,-0.5251858,1.7158833,0.55983937,-0.13277511,-1.0205942,-0.00066126883,-1.3068235,-1.2467017,0.24476895,0.1091865,1.2211014,1.107748,-1.2208446
cell_508,1.5993012,0.91398937,-1.5583491,1.4360383,1.2603061,0.46464413,1.5403111,0.5418505,-0.66943014,-0.9923581,-0.08407569,-0.32506782,0.18138278,1.0457258,1.1987705,0.90427655,-1.4018497,-1.737437,-0.15311459,1.819699,0.014395777,0.24605398,0.028611794,-0.77740794,-0.8754401,-1.0885257,-2.314884,1.2907141,0.30191666,0.046532094,0.59374857,-0.060608596,-0.26476848,1.8539712,-0.50508773,-0.14721301,0.64873093,-1.4316388,1.6535699,1.7576497,1.1562353,1.2964305,-0.7103848,0.7060478,1.5646008,-1.3609319,1.8647366,0.06880945,-1.2455707,0.2380399,-1.3161705,0.058289487,0.03013762,-0.12019834,-0.12983766,-1.2018623,1.4685173,1.0077904,-0.967365,-0.07798066,-0.6804251,-0.9833594,-0.9695859,0.15575229
cell_509,-0.14249468,0.4700324,-0.91182214,1.2394319,0.6287916,0.47877812,-0.8280669,0.61977845,-0.45236164,1.3334874,-0.75748265,-1.3932285,0.5470415,0.45222953,0.8346568,-1.2360529,1.5922316,0.58697754,-0.17966682,1.601495,1.2551303,0.55635273,-1.1493402,-0.4154002,0.5352328,0.63514113,0.57043755,0.8441825,1.6004933,0.33779362,0.00464952,0.7853136,-0.304445,-0.5371546,1.3247467,-1.8004298,-1.084494,0.25905588,-0.73228383,0.5351964,-1.0117366,1.5117047,-0.52363575,-0.52433467,0.71099025,0.74112904,-0.9771755,-0.94917214,0.18067026,1.2879806,-0.9788914,-1.1327511,-0.675623,-1.7376286,1.2618499,0.8616556,1.027573,-1.2548931,0.6579335,-1.2985736,-0.3207873,-0.36718518,0.8313476,-1.2010207
cell_510,-0.7405298,-0.021254271,0.43130776,-0.2503904,-0.6601529,0.034426548,-0.40697935,0.26846465,1.4376949,0.75892633,0.8101794,-1.4912618,0.7813057,1.9520048,1.344751,0.8234278,0.6649499,-1.5180702,-0.4504869,-0.26727927,0.20531741,-1.4300483,-1.6311983,-0.061351508,0.8835677,-1.032544,-0.21235259,0.23541749,1.084796,-0.053491082,0.7571692,-0.53070337,-1.3688571,0.4940929,-0.77395195,-0.6473265,-0.6206249,-0.6864132,0.69575775,-0.50915784,-1.387521,1.2587464,0.9725417,0.4881939,1.8285578,-0.61852944,1.6082772,-0.35291848,-2.0454032,-0.87624145,-1.9284275,0.50355035,0.24771978,1.9865891,0.41238427,0.13108131,-0.9399467,1.0268899,-0.8370772,0.6207794,-1.6755944,0.47190517,-1.3151119,1.3237485
